"[.지난 주에도 또 물놀이 하고 왔어요..정작 한 여름에는 사람 많아서 잘 안갈거 같은 느낌 ㅎㅎ.그리고 다시 느즈막히 물놀이 갈거에요? ], 긍정 텍스트 확률 : 81.11%"
"[ 소변이 세어나온적이 없기때문에저는 흡수력 부분은 정말 만족하고 쓰고 있어요또 아이 피부에 직접 닿이는 이 부분도 엄청 부들부들해서아이 피부에 자극을 최소화 시켜주더라구요아래 저희 둘째 피부가 보여서..보시면아시겠지만 피부가 좋은편이아니거든요 ㅠ온습도에예민하기도 하고 기저귀 조금만 오래해놓아도 발진이 생기기도 해서제가 둘째는 더 많이 신경쓰고 있구요 ㅠ근데 발진도 없이잘사용하고 있는거보면저희아이처럼 좀 예민한 아이들도 무난하게 쓸 수 있을거 같아요], 긍정 텍스트 확률 : 90.20%"
"[ 그리고 두께에 대해서 ㅋㅋ 확인진짜 얇죠 한장 두께가 넘 얇아요 ㅎㅎ어린이집 등원할때 아침마다 장을 넣어서 보내는데다른 기저귀 사용하면서 보낼때보다 부피가 엄청 줄어들어요 한두장일때는 큰 차이 없겠지만대여섯장 넣어서 보내니까 확실히 차이가 나더라구요 ㅎ어린이집에 보낼때 강추예여 ㅋㅋㅋㅋ얇지만 흡수력도 좋으니 뭐 다른게 필요없다죵 ㅋㅋㅋㅋ ], 긍정 텍스트 확률 : 99.99%"
"[ 보시면 둘째 피부가 별로 안좋죠 ㅠㅠ여름에는 괜찮았는데 작년 겨울부터 ..추워지고 건조해지니까 오돌토돌 올라오고 아이는 간지러운지 긁고하니까빨갛게도 되고 그렇더라구요 ㅠㅠㅠㅠㅠ 보습엄청해주고 해도확 좋아지진 않는데..요즘 또 따뜻해지고 하니까 좀 괜찮아지고 있어요 그만큼좀 예민한 둘째라서 .... 사실 기저귀 바꾸면서발진이라도 생기면넘 속상할거 같은 맘이였는데 ㅠㅠㅠ다행히 발진없이넘 잘쓰고 있답니다 ㅋ ], 긍정 텍스트 확률 : 99.99%"
"[ 둘째 바지 입혀주겠다는 첫째ㅋㅋㅋ둘이 싸우기도 엄청 싸우는데그래도 언니라고 동생 엄청 챙기려고 해요 ㅋ그런모습보면 엄청 귀엽고요 ㅠㅠㅠㅠㅠ둘이 싸우면서 징징징징 할때는저도 막 같이 화나기도 하는데 ㅋㅋㅋㅋㅋ이런모습보면 아 정말 넘넘 예쁘고 하루에도 열두번씩 엄마맘을 들었다 놨다 ㅋ이제 곧 셋째도 태어나고셋이 같이키우다보면 얼마나 정신 없을까..싶다가도..... 셋째도 이정도만 키워놓음좀 살만하겠다..라는 생각도 들고 막 ㅋㅋ갑자기 딴얘기로 흘러갔지만여튼ㅋㅋ팬티기저귀 어떤걸로 결정해야 하지..고민중이시라면 대디베이비 팬티기저귀한번 써보시는것도 좋을거 같아요흡수력], 긍정 텍스트 확률 : 100.00%"
"[ 그럼 전 이만 잠든 아이들에게 다시 돌아가서...ㅋㅋ저도 푹 자야겠어요ㅎㅎㅎ아직 꽃샘추위가 남았다고 하니 겨울이 완전히끝날때까지 감기조심하셔요 ], 긍정 텍스트 확률 : 97.60%"
"[ 얇은 두께감이 바로 느껴지더라구요남아용 여아용 성별에 맞게 나오니까 골라서 사용하면 되겠어요 ], 긍정 텍스트 확률 : 54.33%"
"[ 동생기저귀를 선물해줄 거라며살며시 들고는 사진한장우리집 첫째도 대디베이비 팬티기저귀를 정말 잘 사용했었더랬죠 ], 긍정 텍스트 확률 : 92.79%"
"[ 우리딸의 사이즈 큰 엉덩이도 충분히 감싸주는 기저귀에요살도 있고 땀도 많은 아이라 특히나 더운 여름엔 엉덩이가 항상 축축한데요], 긍정 텍스트 확률 : 99.97%"
"[ 대디베이비는 마이크로 초음파 컷팅 시스템을 도입한번에 쫙 잘 찢어지더라구요 ], 긍정 텍스트 확률 : 54.21%"
"[ 아까 대디베이비 기저귀로 갈아주고 쉬야를 몇번 한 상태에요보시다시피소변알림줄이 있어 기저귀 교체시기를 눈으로 확인할수 있어요워낙 물이랑 쥬스도 많이 마시는 아기라 소변양도 많아서 기저귀를 자주 갈아줘야 하는 편인데소변알림줄이 있음 짱 편하죠 ], 긍정 텍스트 확률 : 96.39%"
"[ 목욕 후 대디베이비 팬티기저귀를 입혀놓고 있었더니우리집에 새로 온 기저귀인지 인지하고서는계속 토끼토끼거리고관심이 아주 많더라구요 ], 긍정 텍스트 확률 : 97.98%"
"[기저귀 맨날 차는 우리 아기들한테 시원한 여름기저귀는 필수라 생각해요대디베이비 여름기저귀로 올 여름 날까봐요 ], 긍정 텍스트 확률 : 85.52%"
"[ 안녕하세요요즘 너무 폭염이여서 가만히 있어도땀이 나고 많이 끈저거리죠?우리도 이렇게 더운데 우리아가들은그 더운여름에 기저귀까지차고 있으니얼마나 더울까요?ㅠㅠ ], 긍정 텍스트 확률 : 98.11%"
"[ 소프트 로 기저귀타입이 있더라구요.골드라인은 최고자제로 프리미엄라인이랍니다. ], 긍정 텍스트 확률 : 89.99%"
"[ 우리 시현이 새로운 기저귀가 온걸아는지 기분이 좋아보여요.ㅋㅋㅋ사실 요즘쓰는 기저귀가 안맞아서 어떤걸로 바꿔야할지 고민했거든요. ], 긍정 텍스트 확률 : 62.03%"
"[ 기저귀 상단에 개봉절취선이 일자로 있어 깔끔하게 오픈되어 되더라구요.타 기저귀는 뜯는대도 너덜너덜 잘뜯기는데 대디기저귀는 이런 작은곳에도신경쓰게 보이네요. ], 긍정 텍스트 확률 : 63.50%"
"[ 귀여운캐릭터가 줄을 서듯 그러져있는데그선을 따라 절취선을 쭉 오픈해주시면대디기저귀를 만날수있어요. ], 긍정 텍스트 확률 : 79.96%"
"[ 짠기저귀 앞과 뒤에 모습인데요.은은하게 캐릭터가 알록달록 그려져있어요. ], 긍정 텍스트 확률 : 69.90%"
"[ 대디베이비 기저귀를 처음 만났을때제일 마음에 들었던건 만졌을때의 부드러움이예요.어찌나 부드러운지 솜같았어요.타 회사와 대디를구입해서 만져보시면 아실꺼예요. ], 긍정 텍스트 확률 : 80.08%"
"[ 보들보들 감촉이 살에 닿았을때 너무 좋았어요.손이 보일정도로 얇고부들거려요. ], 긍정 텍스트 확률 : 91.51%"
"[ 더블와이어 밴드가탄력성이 얼마나 좋은지 쭉쭉 늘어나요. ], 긍정 텍스트 확률 : 55.99%"
"[ 배 더 향상된통기성커버는많은 소변량에도 바람이 통해엉덩이가 편안하게 숨쉬도록도와준답니다.그래서 통기성이 좋아 소변의 습을 배출해주어밤기저귀 로도 딱이예요 ], 긍정 텍스트 확률 : 87.40%"
"[ 흡수력테스트를 해보았어요.커피를 한컵을 준비해서 얼마나 빨리 흡수는 잘하는지 보았어요.짠 테스트준비 ], 긍정 텍스트 확률 : 77.78%"
"[ 영상을 보시면 아시겠지만 번을 나누어부었는데도다 흡수하시는 모습시나요?그래서 밤에도 여러번 싸도 흡수가 잘되어보송보송 ], 긍정 텍스트 확률 : 83.84%"
"[ 흡수된 기저귀의 단면을 잘라보았어요.뭉침이없이 커피물이 골고루 흡수가 된모습이예요. ], 긍정 텍스트 확률 : 75.48%"
"[ 똑똑한 소변 알림선소변알림선이 있어 교체할때 한번에 알수 있어 편리해요. ], 긍정 텍스트 확률 : 69.29%"
"[ 요즘 뒤집느라 바쁜 우리 시현이♡시원한 여름기저귀로 대디베이비 골드올 여름 정착할래요해당 업체로부터 제품만을 무상으로 제공받아 솔직하게 작성한 후기입니다.?대디베이비대디베이비.?대디베이비기저귀대디베이비기저귀.?여름기저귀여름기저귀.?여름기저귀추천여름기저귀추천.?밤기저귀밤기저귀.?밤기저귀추천밤기저귀추천.?신생아기저귀신생아기저귀.?대디베이비골드대디베이비골드 ], 긍정 텍스트 확률 : 99.37%"
"[ 그렇다면 어떻게? 기저귀를 고민을 많이 했어요 피부도 예민한데다 열무찡은 활동량도 어마어마하기 때문에 다방면으로 고민을 해봐야했답니다 먼저 밤기저귀로 사용할 수 있을만큼의 흡수력과 보송함을 가장 중요하게 봤어요 여러 제품들중에서도 가장 눈에 들어왔던 게 대디베이비 슬림팬티 기저귀인데요 많은 소변량에도 솔솔 바람이 통해서 엉덩이가 편안하게 숨을 쉬도록 도와주고 짓무르지 않는 대디베이비 익스트림슬림이에요], 긍정 텍스트 확률 : 99.37%"
"[ 열무찡 밤기저귀 선택의 제일 중요한 부분이 아닐 수 없어요 저 이 부분 정말 꼼꼼하게 보는 편이거든요 조금만 신경을 덜쓰고 조금만 기저귀를 덜 갈아줘도 금방금방 티가나는 피부 예민보스 열무찡이라 무시할 수 없어요 정말 ], 긍정 텍스트 확률 : 81.16%"
"[ 두번째로 고려했던 부분이 바로 열무찡처럼 활동성이 어마어마한 아가들이 사용하기에 활동에 제약은 따르지 않는지 편안한지였는데요익스트림 슬림핏은 입은 듯 안 입은 듯 미라클 뒷태를 보여주구요 보시면 아시겠지만 핸드폰보다 얇은 ㅋㅋㅋㅋ 대박 ㅋㅋ], 긍정 텍스트 확률 : 58.26%"
"[ 가끔 어떤 제품들은 볼록하니 이미 기저귀만으로도 아이 엉덩이가 꽉차서 축쳐지고 불편해보이는 것 들이 있더라구요 근데 대디베이비 팬티기저귀 익스트림 슬림핏은 그런 걱정없겠죠?], 긍정 텍스트 확률 : 93.63%"
"[ 그리고 하나 더 제가 꼼꼼하게 살피는 부분이 바로 샘방지와 밴드의 신축성과 편안함인데요 열무찡처럼 허벅지 통통하고 배불뚝이 아가들은 꼭 살펴보지 않을 수 없는 부분이에요], 긍정 텍스트 확률 : 95.55%"
"[ 거기다 중 샘 방지 기능으로 샘없이 깔끔하구요 정말 정말 활동성이 많고 또 열무찡처럼 통통한 아가들도 다 커버가 가능한 기저귀 대디베이비 익스트림 슬림핏이랍니다], 긍정 텍스트 확률 : 66.07%"
"[ 허벅지 부분도 얼마나 신축성있고 쭉쭉 부드럽게 늘어나는지 정말 걱정없어요 특히나 열무찡은 어떤 기저귀같은 경우에는 꼭 자국이 남기도 하는 우량함을 뿜뿜하는지라 늘 고민이 많았는데 단번에 해결했어요 ㅋ 다각도에서 봐도 정말 편안해 보이는 익스트림 슬림핏이에요], 긍정 텍스트 확률 : 94.50%"
"[ 정말 요즘은 한시도 가만히 있질 못하는 열무찡인데요 든든하답니다 또한 걱정하시는 부분이 있으시죠? 안심하시라 대디베이비 익스트림 슬림핏은 국제 표준화 기구의 인증을 모두 받았구요 유해성분인 형광증백제], 긍정 텍스트 확률 : 82.21%"
"[ 원자재 또한 프리미엄만을 고집하는데요 세계 곳곳의 프리미엄 기술력으로 만든 자재들로만 엄선해서 생산하더라구요 벨크로는 미국], 긍정 텍스트 확률 : 59.25%"
"[뒤처리 테이프는 미국이니 참고하세요 하루종일 누워있는 신생아들은 물론이고 열무찡처럼 활동량이 많은 아이들에게도 적극 추천드려볼게요 우리 엄마들 더이상 아이 기저귀 발진걱정하지 말아요 밤기저귀 고민하지 말아요 이상 달달새댁이였습니다], 긍정 텍스트 확률 : 52.15%"
"[ 드디어 팬티기저귀 정착했어요 트니는 너무나 활동적이고 땀이 많은 아가인데 날이 더워지기 무섭게 기저귀 밴드 주변에 땀띠가 올라오더라구요 여름 기저귀를 이것저것 알아보며 써보다가 대디베이비로 정착하게 됐어요 안전성과 부드러움], 긍정 텍스트 확률 : 57.05%"
"[ 한국소비자만족지수 위], 긍정 텍스트 확률 : 65.17%"
"[제가 한번 살펴봤어요], 긍정 텍스트 확률 : 73.97%"
"[ 제일 먼저부드러움 이 와닿네요 기저귀 꺼내자마자 피부에 닿는 촉감이 너무나 부드럽더라구요 팬티기저귀 앞], 긍정 텍스트 확률 : 95.26%"
"[뒷면에는 사랑스러운 코알라 그림이 있어요 우리 아이와 닮은 코알라ㅋㅋ기저귀 바구니에 담아놨더니 아이들이 먼저 기저귀 바뀐걸 알아채더라구요사랑스러운 그림으로 아이들도 친근하게 느껴지나봐요], 긍정 텍스트 확률 : 99.99%"
"[ 아기 피부에 닿는 시트는 올록볼록 엠보싱 처리가 되어 피부에 닿는 면을 최소화하여 쾌적함을 유지하고 순간흡수층이 피부에 닿기 전에 빠르게 소변을 흡수하여 항상 뽀송뽀송하게 우리 아이를 지켜줘요넉넉하게물로 확인해봤는데], 긍정 텍스트 확률 : 99.32%"
"[ 요즘 집에서 트니의 패션은 런닝팬티기저귀예요 더워서인지 바지 입히면 벗어 던져버려요 다른 애기들도 그런가요? ], 긍정 텍스트 확률 : 72.74%"
"[.?대디베이비대디베이비.?팬티기저귀팬티기저귀.?기저귀추천기저귀추천.?신생아기저귀신생아기저귀.?여름기저귀여름기저귀업체로부터 소정의 제품을 제공 받아 작성한 솔직한 후기입니다 ], 긍정 텍스트 확률 : 86.77%"
"[너무나 더운 요즘], 긍정 텍스트 확률 : 80.40%"
"[ 저희 딸은 유난히 열이 많아 요즘 매우 힘든 여름날을 보내고 있어요], 긍정 텍스트 확률 : 81.84%"
"[ 에어컨 하루종일 가동시켜도], 긍정 텍스트 확률 : 52.04%"
"[ 그래서 울 딸의 엉덩이는울긋불긋 올라오는 땀띠때문에 너무 힘든 여름을 보내고 있답니다. ㅜ 기저귀 바꿀때마다 씻기고], 긍정 텍스트 확률 : 98.73%"
"[ 제가 사용한 대디베이비 골드밴드 슬림 소프트 밴드기저귀 는], 긍정 텍스트 확률 : 63.89%"
"[정말 부드러운 엑스트라 소프트 시트로 피부에 닿는 접촉면의 부드러움을 극대화 시켜 ], 긍정 텍스트 확률 : 73.27%"
"[ 여름 기저귀로 유명한 기저귀에요 ], 긍정 텍스트 확률 : 69.78%"
"[ 너무 감촉이 좋은 대디베이비 골드밴드 슬림 소프트 밴드기저귀 소프트 시트], 긍정 텍스트 확률 : 92.09%"
"[엑스트라 소프트 시트는 피부에 닿는 접촉면의 부드러움을 극대화시켜 아이피부를 포근하게 감싸준답니다. 그리고 혁신적인 ], 긍정 텍스트 확률 : 70.98%"
"[ 에어맥스 시스템의 드라이 시트는 강력한 흡수력과 통기성 의 증가 로아기 엉덩이가 숨을 쉴수 있도록 언제나 보송하게 지켜주는 대디베이비 골드밴드 슬림 소프트 밴드기저귀 입니다.], 긍정 텍스트 확률 : 63.37%"
"[ 와제가 사용한 기저귀 중에서 제일 얇은 슬림 두께를 가지고 있어요], 긍정 텍스트 확률 : 60.93%"
"[ 두개를 비교해보니 확실히 대디베이비 골드밴드 슬림 소프트 밴드기저귀 가 얇고 부드럽더라구요거기에 밤새 뒤척이고 소변을 눠도 새지 않고 보송하게 지켜주니여름 기저귀로 열이 많은 아가에게 사용하면 딱 좋은 대디베이비 골드밴드 슬림 소프트 밴드기저귀 입니다.], 긍정 텍스트 확률 : 92.61%"
"[잘 웃어주는 아가에요일이 갓 지나고 항상 끙끙되며 뒤척임이 시작되었는데], 긍정 텍스트 확률 : 97.57%"
"[ 대디베이비 골드밴드 슬림 소프트 밴드기저귀착용 후 활동이 편안한지웃으며 엉덩이를 삐죽거리고 움직이는 모습이 정말 이쁜 요즘이랍니다.], 긍정 텍스트 확률 : 96.31%"
"[ 올 여름 대디베이비 기저귀로 바꿔보니 정말 울 아가의 칭얼거림이 다른때보다 많이 줄었어요그리고 통잠을 자는 아가라 기저귀를 밤에 갈아주지 않는 경우가 많은데도아침에 새어있는 경우가 한번도 없었어요], 긍정 텍스트 확률 : 91.87%"
"[ 그 만큼 흡수력도 짱인것 같아요 ], 긍정 텍스트 확률 : 70.72%"
"[직접닿는 아가의 살결에 실키한 부드러움으로 스며들어], 긍정 텍스트 확률 : 74.37%"
"[슬림두께와 부드러운 원단으로 아가의 엉덩이를 편안하게], 긍정 텍스트 확률 : 52.43%"
"[울 아가에게 편안함을 줘서 고맙습니다. ...? ......... ..?....... 본문 이미지...? ......... ..?....... 본문 이미지], 긍정 텍스트 확률 : 82.23%"
"[ 본 리뷰는 맘스홀릭베이비와 대디베이비로부터 제품을 제공받아 직접 사용후], 긍정 텍스트 확률 : 51.98%"
"[ 종종 한 팩으로 이방 저방 옮겨다닐 때 너무 불편한 적이 있는데], 긍정 텍스트 확률 : 52.08%"
"[...? 대디베이비 ...? 대디베이비골드 가 도착한 그날 바로 착용해 보았답니다.요즘같이 기온이 높아지는 여름 얇고 통기성 좋은 기저귀로...? 대디베이비 ...? 대디베이비골드 가...? 여름기저귀 로 정말 좋았답니다. ], 긍정 텍스트 확률 : 94.93%"
