"[.아이씨티몰에 없는게 없다생활필수템인..육아맘에게는 더 특별할수바께 없는 곳..헬로키티 기저귀와 헬로키티 비데 물티슈를..소개할까 합니다❤ ], 긍정 텍스트 확률 : 93.86%"
"[ 케이스 칭찬은 이쯤에서 마무리하고중요한 비데 물티슈를 봐야겠죠??단계살균 정제수를 사용한 깨끗한 물티슈피부 자극 테스트를 완료하여 연약한 우리 아가 피부에도 안심하고 사용할 수 있어요제조일도 꼼꼼하게 표기되어 있어요아 참 비데물티슈도 한꺼번에 많이 버리면 물이 안 내려가요..너무 낭비하면 안 된다는 거 ], 긍정 텍스트 확률 : 50.79%"
"[ 케이스에 넣어주니.. 케이스 덕분에 뽑을 때도 한 장씩 쏙쏙물티슈 선택할 때 한 장씩 잘 뽑히는 거 굉장히 신경 쓰는 편임마를 걱정도 없이 편하게 사용할 수 있어요 ], 긍정 텍스트 확률 : 79.11%"
"[ 비데 물티슈를 키티 케이스에 넣어서 욕실에 두었더니..어머나.. 깔끔하기도 하고... 욕실과도 너무 잘 어울림..ㅎㅎ욕실에 들어갈 때마다 한 번씩 보게 되는 귀여움이에요.. ㅋ ], 긍정 텍스트 확률 : 95.96%"
"[ 물티슈의 원단은 천연펄프와 레이온으로만 만들어져 피부에 자극이 없고변기에 버려도 자연분해되는 재질그렇기 때문에 비데 물티슈로 사용할 수 있다는 거 ], 긍정 텍스트 확률 : 57.12%"
"[ 그리고 키티 비데물티슈의 핫 아이템 바로 이 휴대용팩에 장씩 들어 있는데... 휴대용으로 사용하기 너무 좋아요휴대용은 아기보다 제가 더 자주 사용하는 편이에요외출 시에도 깔끔한 뒤처리가 가능해서 없으면 불편 불편 ], 긍정 텍스트 확률 : 94.62%"
"[ 기저귀 가방 앞주머니에는 키티 비데물티슈 자리에요항상 꽉꽉 차이는 기저귀 가방에도 부담 없이 넣고 다니기 좋아요 ], 긍정 텍스트 확률 : 97.16%"
"[ 도톰하기도 하고... 특히 물티슈에 키티 모양까지 찍혀 있는 거 보이세요..??ㅋㅋㅋ이거 처음엔 잘 안 보였는데.. 쓰다 보니 어..?? 아 좀 귀여워....ㅋㅋ키티 엠보싱 귀여움은 덤이네요.. ㅋ ], 긍정 텍스트 확률 : 90.83%"
"[ 우리 아기 피부를 위해 준비한 비데 물티슈인데...나의 피부가 더 호강하는 것은 기분탓인가...ㅎㅎ .. ], 긍정 텍스트 확률 : 76.71%"
"[다양한 혜택을 받아서 구매할 수 있다는 거이번에 키티 기저귀도 나왔던데... 한번 사용해 보고 싶은 뽐뿌가 가득가득아이티씨 몰은 헬로키티 겹 화장지를 제작하는 회사이고], 긍정 텍스트 확률 : 76.43%"
"[환경도 지켜봅시다요업체로부터 제품만을 제공받아 직접 사용해 본 후 솔직하게 작성된 후기 입니다. ], 긍정 텍스트 확률 : 70.84%"
"[아기기저귀 헬로키티 기저귀 완전 반했소안녕하세요 축복 둥둥 맘이에요중학교 띠ㅐ 너무나 좋아했던 헬로키티헬로키티 전용 샵이 있어서 거울.컵 등을 샀던 기억이 나네요이번에 엄청나게 귀여운 기저기를 만났는데 바로 헬로키티 기저귀예요 ], 긍정 텍스트 확률 : 99.99%"
"[ 여러 브랜드의 기저귀를 사용해 봤지만 헬로키티 기저귀는 처음 사용해 봤어요 회사에서 만든 제품이라고 해요패키지에도 너무나 귀여운 키티가 눈에 딱 띄는데요 ], 긍정 텍스트 확률 : 70.93%"
"[ 그래서 저는 테이프형으로 주문 했구요키로대아기라서 중형으로 주문했습니다간혹 기저기중에서도 남아용 여아용 따로 구분되어 있는 경우가 있는데요아기 기저귀 헬로키티 기저귀는 공용이예요. 보통 남아용은 앞쪽이 흡수력이 더 좋고 두껍고 유아용은 뒤쪽이 더 두껍다고 하는데요안대 울 사랑이 기저귀를 보다 보면 언제는 앞쪽이 두둑하기도 하고 다른때는 뒷쪽이 두뒤 하기도하더라고요. 그래서 남녀공용이 좋은 거 같아요 ], 긍정 텍스트 확률 : 77.91%"
"[ 저랑 함께 생생 후기로 고고씽 ], 긍정 텍스트 확률 : 77.07%"
"[ 얇은두께의 파워흡수 슬림시트가 적용되어서흡수력은 유지되고 두께감은 정말 얇아서 아기가 무겁지 않게 기저귀를 착용할 수 있을 것 같더라구요 강한 흡수력과 엠보싱으로 아기피부를 편안하게 만들어줘요], 긍정 텍스트 확률 : 90.53%"
"[ 아이코 정말 귀여워요 디자인 정말 대애박ㅋㅋㅋ 이렇게 귀여운 기저귀는 정말 처음이예요 ㅋ ], 긍정 텍스트 확률 : 98.74%"
"[ 소변알림줄도 있어서 초보육아맘들에게는 유용한 정보를 제공해줘요 모 저는 이제 만져보고 ㅋㅋ 갈아야 되겠다 더 채워야 되겠다 느낌 팍팍 오긴 하지만요...ㅋㅋ], 긍정 텍스트 확률 : 79.41%"
"[ 더블공기층이 형성된 부직포를 사용해서 푹신푹신하고 부드러워서 아기피부에 자극이 적다고 해요 특히 우리 아기는 아토피피부염을 앓고 있어서 정말 고추에서 금방 표시가 나거든요 부드럽지 않으면 그 부분이 빨개져요 ㅠㅠ근데 신기하게도 키티기저귀를 찰 때는 피부가 붉어지지 않고 좋더라구요], 긍정 텍스트 확률 : 96.27%"
"[ 제가 직접 만져봐도 부들부들 좋아좋아 ], 긍정 텍스트 확률 : 90.45%"
"[ 허리부분 밴드도 얇야서 여름에도 사용해도 참 좋을 것 같고요허리를 조이지 않고 허리밴드가 쭉쭉 늘어갈 것 같아요 신축성 짱짱 ], 긍정 텍스트 확률 : 58.41%"
"[ 우리집 귀여운 막둥이 사랑이에게 기저귀를 착용해 볼게요. 특히 대부분의 귀여운 키티가 보이구요 허리 부분도 부드럽게 착용이 되었네요 ], 긍정 텍스트 확률 : 97.26%"
"[ ..신생아는 더욱이 조심해야하고 신중해야하는데.팬티기저귀추천제품인 헬로키티 테이프형 기저귀는.더블 공기층이 형성된 부직포 사용으로 푹신하고.부드러워 아기 피부에 자극이 적다고해요.그래서인지 오히려 더 믿고 사용할수있었어요.기저귀에 프린팅되어있는 키티모양이 더욱 귀엽고.앙증맞음을 더해주기도하는 느낌이들기도하구요. ], 긍정 텍스트 확률 : 91.42%"
"[신생아시기를 지나서 백일아기를 향해쑥쑥 크고있는 저희집 둘째는하루에도 기저귀를 얼마나 쓰는지 모르겠어요조금만 찡찡해서 살펴보면 쉬했고아니면 응가했고 기저귀 갈아주다가하루가 다 지나갔다는 말이 과장이 아닐정도로아기들은 많은 기저귀를 사용한답니다 ], 긍정 텍스트 확률 : 85.13%"
"[ 오늘 소개해 드릴 애기기저귀는바로 헬로키티기저귀 입니다제가 예전부터 키티를 좋아해서 저희집두루마리 화장지 역시 키티 겹 화장지를몇년째 사용하던 중 이번에 키티기저귀가있다는 이야기를 듣고 궁금해서 준비했어요 ], 긍정 텍스트 확률 : 98.15%"
"[ 최근에 젤리가 조금 묵직해진듯하여체중을 재어보니 .키로 정도 되겠더라구요그래서 이제 소형 기저귀로 갈아탈 시기가되었다고 생각해서 애기기저귀 헬로키티소형사이즈로 미리 준비하였답니다밴드 팬티 두가지 종류가 있는데자주갈아야하는 아기들은 밴드가 최고죠 ], 긍정 텍스트 확률 : 96.57%"
"[ 손잡이 아래쪽에 뜯는곳이 있어요 ], 긍정 텍스트 확률 : 80.19%"
"[ 앞면을 봐도 이쁘고 뒷면을 봐도 이뻐요헬로키티 소프트터치 이름처럼아기피부에 부드럽게 닿아서민감한 아기 피부에 자극을 줄여준답니다 ], 긍정 텍스트 확률 : 54.36%"
"[ 가운데 노란색 소변알림선이 있어서아이가 소변을 누면 색깔이 바뀌어서초보엄마들에게 기저귀 교체시기를 알려주어요 ], 긍정 텍스트 확률 : 71.37%"
"[ 이중으로 넓은 응가밴드가 있어서아이 허벅지를 샐틈없이 잡아주어소변이니 응가 샘 걱정이 없어 좋아요 ], 긍정 텍스트 확률 : 51.62%"
"[ 헬로키티 아기기저귀를 착용하고나서기분좋아 방실방실 웃고있는 젤리랍니다 ], 긍정 텍스트 확률 : 54.18%"
"[ 피부자극테스트와 안정성테스트를 완료하여우리아기 피부에 안심하고 사용할 수 있는애기기저귀 헬로키티 기저귀입니다 ], 긍정 텍스트 확률 : 59.61%"
"[ 애기기저귀 헬로키티 우리 젤리 보송보송한 엉덩이를 부탁해], 긍정 텍스트 확률 : 64.71%"
"[노총각으로 불리웠던 친척오빠가정말 사람일은 모르는거다 싶을정도로순식간에 사랑에 빠져 결혼을 하고거기에 정말 귀욤귀욤한 아이를 낳은지 개월친구들은 이미 세이상의 장성한 아이들인 관계로육아관련해서 문의는 저에게 많이 의논을 하는 편이거든요그런데 얼마전 아이가 기저귀 발진이 심해졌다며기저귀를 추천해달라고 하더라구요현재 사용하고 있는 기저귀는 밤에 역류도 하고아이 엉덩이가 빨갛게 되는 경우가 하면서 걱정을 하네요그래 그럼 내가도움을 주자요즘 제 친구들 육아맘들이 많이 쓰는 기저귀헬로키티기저귀를 구입. 선물로 가져가맛있는 저녁을 먹고 온 후기입니다 ], 긍정 텍스트 확률 : 59.02%"
"[ 이제부터 우리아이 귀욤귀욤한 헬로키티 기저귀로 겟늦깍이 노총각 딱지를 뗀 친척오빠요즘한참 아이보는 재미에 푹빠져있더라구요물론 때로는 힘들때도 있지만그래도 아이를 보면 하루의 스트래스가 눈녹듯 사라진다는 오빠의말아마 누구나 공감하실꺼에요그런데 요새 아이 엉덩이게 발진이 심하게 나서기저귀를 바꿔야겠다고 저에게 문의를 하더라구요그래서 이참에 집에도 놀러갈겸그리고 그래도 육아엔 선배인 제가 도움을 줄겸해서구입한 밴드형기저귀 헬로키티를 오빠네로 주문바로 방문했어요 ], 긍정 텍스트 확률 : 96.99%"
"[ 제품역시 귀여운 키티가 그려져있네요아이가 매일 사용하는 기저귀이지만그래도 디자인을 보고 한번쯤미소지을수 있다는거..힘든 육아맘들은소소하지만 자주 웃는게 중요하다고 하잖아요전 오픈하자마자 미소가 띄어졌어요 ], 긍정 텍스트 확률 : 54.44%"
"[ 그리고 엄청 보들보들하네요사이트를 확인해보니 여러가지 장점이 많네요우선 기저귀를 들어보니엄청 가볍던데.일명 경랑패딩같은 느낌?ㅋㅋㅋ얇은 두께의 슬림시트로 되어있어서흡수력은 유지되고 두께는 얇아서 착용감이 좋고 보들거리더라구요실제로 촉감이 너무 좋아요간혹 살짝 빳빳한 기저귀가 있는데이건 전혀 그렇지 않았어요또한 더블 공기층이 형성된 부직포 사용으로 푹신거려아기 피부 자극이 정말 적대요현재 오빠의 아이가 기저귀 발진으로 고생하는 사유로기저귀를 알아본건데이런점에서 그럼 요 헬로키티 기저귀가 딱인거같네요ㅎㅎ거기에 각종 테스트에 통화한 제품이니이정도면 편하게 안심하고 사용해도 될꺼같아요 ], 긍정 텍스트 확률 : 52.43%"
"[ 똘망똘망 초롱초롱 아기지금 한참이쁠때. 얼마나 이쁠까요잘 자라서 훌륭한 사람이 되렴 ㅋㅋㅋ ], 긍정 텍스트 확률 : 99.12%"
"[ 근데 그새 쉬를 했어요즉시 밴드형 기저귀 헬로키티로 갈아주는 센스정말 보들보들 촉촉한건 이만한게 없는듯요이렇게 깔끔하게 기저귀도 다시 채웠고아기도 기분이 좋은지 까르르 좋아하네요새 기저귀에 만족하는가 봐요 ㅋㅋㅋㅋ우선 처음 착용감으로는 너무만족스러웠던 제품앞으로 쭈욱 사용한다고 하니저도 가끔씩은 선물로 구입해줘야겠어요이정도는 부담이 없는 가격이라서요 ㅎㅎ ], 긍정 텍스트 확률 : 99.88%"
"[ 다음은 헬로키티 비데물티슈에요비데물치슈를 집에서도 사용하긴 하지만평이 좋아서 함께 구입한 거였거든요 ], 긍정 텍스트 확률 : 96.34%"
"[ 물에 잘 풀리는 비데물티슈라 요새 많이들사용하시는데 이 제품은 특별히 도톰하고 부드러운 엠보싱으로 되어있네요역시 엠보싱은 특별해 ㅋㅋㅋㅋㅋ사용시 제거해주는 캡형식도 있어서 한장씩 뽑아사용이 가능한 점도 장점 ], 긍정 텍스트 확률 : 55.05%"
"[ 흰백색의 촉촉한 물티슈촉감이 역시 좋네요제품 구성이 너무 알차서 기저귀 구입시마다함께 사용해서 쟁여두면 좋을것 같다는 생각밴드형 기저귀헬로키티 기저귀 .... ], 긍정 텍스트 확률 : 98.86%"
"[통통한 우리 아이를 위한 편안한 착용감이 좋은 헬로키티 컴포트핏유글.사진제이블리 ], 긍정 텍스트 확률 : 96.10%"
"[ 안녕하세요. 제이블리입니다ㅡ 요즘 부쩍 둘째 후니가 어린이집에서 여벌옷으로갈아입고 오는 횟수가 늘었다.그 이유가], 긍정 텍스트 확률 : 91.48%"
"[ 지금부터], 긍정 텍스트 확률 : 52.17%"
"[직접 우리 아이에게 평상시에사용을 해본 후 느낀 내 생각을 주관적으로작성해 볼까한다. ], 긍정 텍스트 확률 : 65.15%"
"[ 이상의아이들이 사용을 할 수가 있어서이 넘는 후니에게 사용 가능한 사이즈이다.또 다른 사이즈인 사이즈는 대형사이즈로의 아이들이 사용할 수 있는기저귀로], 긍정 텍스트 확률 : 54.21%"
"[ 엄마들이 아이들 제품을 고를 때가장 걱정을 하는 부분이 과연], 긍정 텍스트 확률 : 58.22%"
"[기저귀에 대한 생산날짜와생산이력의 경우], 긍정 텍스트 확률 : 67.87%"
"[디자인부터 귀염뽀짝.어쩜 이렇게 예쁠 수가 있는거지 아이들이 좋아하는 키티가 앞.뒷면에있다보니 기저귀 갈자하면 도망다니지않고냉큼 새것을 들고 오는가하면자기꺼라고 엄청 챙기는 게 아닌가덕분에 난 수월해져서 너무 좋았다. ], 긍정 텍스트 확률 : 99.52%"
"[ 소변을 누면 노란색 소변알림줄이 푸른색으로 바뀌어서 기저귀교체시기를단번에알아차릴 수 있어굳이 만져보지 않고도 알 수 있다.소변 알림줄이 없는 제품도 사용을 해봤었지만..생각보다 없으면 굉장히 불편해서난 있는걸 선호하는 편이다 ], 긍정 텍스트 확률 : 89.22%"
"[훨씬 부피를 줄일수도 있고간편하게 사용을 할 수 있어 편리하니 좋다 ], 긍정 텍스트 확률 : 68.94%"
"[ 통통한 우리 둘째 후니도 착붙는 기저귀라인밴딩부분도 너무 잘 늘어나다보니엉덩이와 배를 감싸주어], 긍정 텍스트 확률 : 70.27%"
"[ 옆에서 봐도 밴딩이 쭉쭉늘어나 아이의 체형에 맞게잘 감싸줘서 보기에도 편해보이는게보는 내가 편해보여 좋았다 ], 긍정 텍스트 확률 : 64.34%"
"[이 제품과 함께 사용하기에 좋은 비데물티슈도 써봤는데도톰하니 좋은거 같다 늘 기저귀가격비교를 해보면서흡수력이 좋지도 않은 제품도비싸게 샀다가 속상했던 적이 있었는데이번건 정말 마음에 들었다 ], 긍정 텍스트 확률 : 98.17%"
"[우리아기 낮잠타임이 시간이 엄마에겐 휴식이고 행복이죠잘때 요즘 왜케 칭얼거리는지 오랜잠을 통 못잤는데 팬티형기저귀 헬로키티입고는 참 잘잔다꿀잠자는 아가보니 너무 기분이 좋았어요 그래서 제 기분을 함께 느껴보게 해드리고싶어데리고 왔어요 이번엔 팬티형기저귀 헬로키티 소개해 드릴게요 ], 긍정 텍스트 확률 : 99.99%"
"[ 헬로키티 팬티형기저귀남녀공용 사이즈에요에서 의 아이들이 입을수 있답니다 ], 긍정 텍스트 확률 : 94.13%"
"[ 각종 테스트에 당당히 통과한 아기들을 위한 안전한 기저귀헬로키티 컴포트핏유 왠지 엄청나게 편할것 같은 네이밍에 기대가 잔뜩이번엔 어떤 팬티형기저귀를 만날지 너무 궁금해요], 긍정 텍스트 확률 : 90.10%"
