"[친환경기저귀 밤보네이처 ], 부정 텍스트 확률 : 53.29%"
"[ 저희 아들은 집에 있는 동안은 팬티형을 입고어린이집에 있는 동안이나 잘 때는 밴드형을 입혀요.어린이집에서 밴드형을 원하세요.아무래도 다 벗기지 않고 갈아입힐 수 있어서 인가 봐요.그래서 팬티형이랑 밴드형을 반반씩 쓰는데아들이 땀이 많은 체질이라 조금만 땀이 차거나 답답하면엄청 짜증을 내요.이제 말도 조잘조잘 잘해서안 맞으면 벗겨달라고 하더라고요.저희 아들은 개월인데 아직 밖에 안 나가서팬티형 단계를 시켰어요.한 팩에 개입이고요.근데 권장 체중에 비해 조금 작게 나온 것 같은 느낌이라허벅지에 살이 많은 아기라면 단계가 좋을 것 같아요. ], 부정 텍스트 확률 : 100.00%"
"[ 유독 눈에 띄는 게 환경 마크들이 보이죠.가장 왼쪽 마크부터아스마 알러지 블루라벨천식 및 알레르기 협회에서 주는 라벨로 알레르기], 부정 텍스트 확률 : 75.11%"
"[노르웨이], 부정 텍스트 확률 : 53.29%"
"[핀란드], 부정 텍스트 확률 : 53.29%"
"[스웨덴], 부정 텍스트 확률 : 53.29%"
"[아이슬란드 공통 친환경 인증 제도로유해화학물질인공향료], 부정 텍스트 확률 : 53.29%"
"[화학세제], 부정 텍스트 확률 : 53.29%"
"[형광증백제], 부정 텍스트 확률 : 53.29%"
"[제품 폐기에 이르기까지제품의 환경영향을 평가하는 인증 제도죠. ], 부정 텍스트 확률 : 50.70%"
"[삼림 인증 인증은 고품질의 펄프와 지속 가능한 산림보호를 위해 노력하는 브랜드만 취득할 수 있는 인증서라고 해요.기저귀는 노란 섬유질을 하얗게 하기 위해 화학성분으로 표백하지만], 부정 텍스트 확률 : 96.27%"
"[밤보 기저귀는 유럽에서 사용하는 무염소 산소표백 즉], 부정 텍스트 확률 : 58.23%"
"[다이옥신 등 발암물질이 발생하지 않는 표백법으로 잔여 화학물질을 .를 제거한다고 해요.그 외에도환경청에서 수여하는 친환경 인증 제도인플라워에코라벨이며], 부정 텍스트 확률 : 53.55%"
"[뒤 사진이에요.옆 다리 넣는 부분이 엄청 얇아요.그래서 접혀 있는데 쏙 빼면 오른쪽 모양이 돼요. ], 부정 텍스트 확률 : 77.92%"
"[ 아들이 땀이 많아서 두꺼운 거는 딱 질색하거든요.그래서 우선은 얇은 거가 좋아요.통기성 좋은 걸로], 부정 텍스트 확률 : 91.67%"
"[땀 차면 짜증이 어마어마하거든요 ㅎ .?밤보드림밤보드림 이 얼마나 얇은지], 부정 텍스트 확률 : 98.10%"
"[ 옆 밴드도 엄청 신축성이 좋아서한창 활동량이 많은 아들이 날뛰어도 문제없겠어요 ], 부정 텍스트 확률 : 93.83%"
"[ 밴드가 허리 전체에 들어가면아기 배에 밴드 자국이 생기곤 하는데 .?밤보드림밤보드림 은 앞], 부정 텍스트 확률 : 85.73%"
"[ 피부가 직접 닿는 부분은 부드러워요노 걱정 ], 부정 텍스트 확률 : 71.40%"
"[ 아들 미안해 엄마가 너무 니 엉덩이만 집중으로 찍었구나 ], 부정 텍스트 확률 : 98.77%"
"[ 싫으면 싫다 자기 의사가 분명한 아들내미가별말이 없네요 ㅎㅎ그렇다면 통과 ㅋㅋ땀 차거나], 부정 텍스트 확률 : 97.50%"
"[불편하거나 까끌까끌하면 싫다고 하거든요.솔직히 제가 기저귀를 차보고 후기를 쓸 수도 없는 노릇이고아이 반응을 보고 올리는데한 일주일 입혀봤는데 전혀 싫은 내색 없어요.좋은 건 아는 거죠 ㅎㅎ ], 부정 텍스트 확률 : 92.59%"
"[기저귀 꿉꿉하면 더 징징대고짜증 낼 것 같아요 ㅎ아이를 위해], 부정 텍스트 확률 : 99.50%"
"[ .밤보 최신기술이 적용된 프리미엄 기저귀 밤보드림], 부정 텍스트 확률 : 69.75%"
"[ .그리고 순간 흡수성이 우수한 밤보 서커스 ], 부정 텍스트 확률 : 77.18%"
"[ .밤보네이처와 밤보드림은 기존 리뷰 작성했었죠], 부정 텍스트 확률 : 55.58%"
"[.... ], 부정 텍스트 확률 : 70.23%"
"[.... ], 부정 텍스트 확률 : 70.23%"
"[ ..무게에 따라 ], 부정 텍스트 확률 : 89.52%"
"[사이즈가 있는 데], 부정 텍스트 확률 : 68.60%"
"[손과 발로 너무 잘 놀아요..침도 많이 흘리고], 부정 텍스트 확률 : 88.52%"
"[빠는 욕구가 정말 많이 강해졌어요. ], 부정 텍스트 확률 : 78.22%"
"[ .밤보 서커스 기저귀는 다리 쪽으로중구조의 넓은 샘 방지 가 되어 있어 .아기의 다리를 부드럽게 감싸면서 샐 걱정 없이 편히 활동이 가능하다고 해요. .실제로 만져봤을 때도 엄청 부드러워요...꿀송이는 모유 수유를 해서 그런지 매일 응가를 싸지 않고일에 한번 싸는 데], 부정 텍스트 확률 : 79.06%"
"[.한 번에 쌀 때 엄청 많은 양을 싸요. 정말 놀랄 정도로... 기저귀 안이 가득 차요.그런데도 밤보 기저귀 사용하면서 그 많은 무른 똥이 밖으로 샌 적이 단 한 번도 없었어요. ], 부정 텍스트 확률 : 79.35%"
"[ .밤보서커스의 업그레이드 패키지 시리즈로중 안심 흡수 통로파워 흡수로 .흡수율이상], 부정 텍스트 확률 : 62.10%"
"[통기성 능력 최대향상되었다고 해요..덕분에 수변을 빠르게 잡아주고 고르게 흡수해서 .움직임이 많아도 넘치거나 새지 않도록 차단한다고 해요. ..덕분에 우리 아기 엉덩이가 보송보송하고 쾌적하게 유지되는 거겠죠?..흡수성 당연히 바로 테스트해야죠 ], 부정 텍스트 확률 : 76.51%"
"[ .핸드폰과 비교했는데 정말 얇죠?.외출하면 기저귀 많이 갖고 나가야 하는 데], 부정 텍스트 확률 : 84.61%"
"[얇으니 기저귀 파우치에 많이 넣고 다니기 정말 좋더라고요..테스트 후 엄청 흡수한 기저귀를 반으로 싹둑 잘라 보았어요. ], 부정 텍스트 확률 : 53.50%"
"[ 친환경 기저귀로 유명한 밤보기저귀 밤보서커스는꿀 성분 추출물로 중금속 배제된 안전한 소변 표시줄 이 있어요. ], 부정 텍스트 확률 : 54.25%"
"[소변 표시줄까지 꿀 성분이라고 하니 더 안심되는 거 있죠?], 부정 텍스트 확률 : 84.57%"
"[.... .. ], 부정 텍스트 확률 : 74.44%"
"[ 드디어 덴마트 친환경기저귀 밤보네이처 입문늘 순하고 자극없는 기저귀라해서 궁금했는데드디어 사용해봄일단 밤보는 덴마크 정부차원에서 자국 아기들을 위해 만들어낸 친환경기저귀 브랜드 ], 부정 텍스트 확률 : 74.28%"
"[ 현재 생후개월], 부정 텍스트 확률 : 53.29%"
"[.인 호동이는 단계 기저귀를 사용기저귀에 다양한 마크표시들이 붙어있는데], 부정 텍스트 확률 : 51.20%"
"[ 피부자극인증], 부정 텍스트 확률 : 68.66%"
"[삼림인증], 부정 텍스트 확률 : 53.29%"
"[친환경인증마크들로 모두다 받기힘든], 부정 텍스트 확률 : 88.89%"
"[화학세제], 부정 텍스트 확률 : 53.29%"
"[형광증백제], 부정 텍스트 확률 : 53.29%"
"[파라벤 등의 유해성분이 없어야만 받을 수 있는 마크라 아기에게 안심하게 착용이 가능함 ], 부정 텍스트 확률 : 75.59%"
"[ 천연삼림에서 벌목한 천연펄프를 사용했다는데살짝 바스락거린다해야하나? 일반적인 부드러운 기저귀들의 촉감과 비슷했음.평소도 뻑뻑한 기저귀안쓰고 부드러운 재질의 기저귀들만 사용하는편이라 ], 부정 텍스트 확률 : 96.63%"
"[ 그리고 특이하게 뒷쪽에 주름이 없음.처음엔 주름이 없어서 아기한테 꽉 끼거나 들뜨는게 아닌가 싶었는데], 부정 텍스트 확률 : 87.53%"
"[ 주름이 없어도 아기허리와 엉덩이에 알맞게 잘 고정됐음참고로 아기 피부에 자극을 없애기위해 뒷주름을 없앤거라고함. ], 부정 텍스트 확률 : 74.57%"
"[뒤집고], 부정 텍스트 확률 : 53.29%"
"[자고할때 열심히 착용시켜봤는데.소변], 부정 텍스트 확률 : 62.34%"
"[ 대변이 새거나 하는것도 없고], 부정 텍스트 확률 : 75.35%"
"[아기가 불편하고 답답해하는것도 없었음. ], 부정 텍스트 확률 : 93.01%"
"[ 그리고 슬림핏까지는 아닌데], 부정 텍스트 확률 : 71.03%"
"[ 그리고 인공향료 들어가지 않은 순둥이 기저귀라자꾸만 입으로 가져가 물어뜯는 호동이에게 안전 ㅎㅎ ], 부정 텍스트 확률 : 69.07%"
"[ 나같은 경우 기저귀를 엄청 자주 갈아주는편이라 최대 착용이 시간 정도였는데], 부정 텍스트 확률 : 91.46%"
"[ 시간정도는 거뜬하게 사용이 가능했음. 흡수력은 평타이상밤기저귀로는 사용을 안해봐서 시간 사용 기준으로 ], 부정 텍스트 확률 : 83.91%"
"[흡수겔들어간 기저귀들 쓰다보면 자주있는 일이긴한데묻은거 닦아내는건 여전히 귀찮고 찝찝한 아줌마 ], 부정 텍스트 확률 : 67.59%"
"[ 사이즈는 밤보네이처의 동일하고밤보드림단계 사용], 부정 텍스트 확률 : 55.26%"
"[ 나같은 초보엄마에겐.?소변줄기저귀소변줄기저귀 가 매우 중요 늘 소변줄 기저귀만 사용하는 아줌마임 ㅎㅎ밤보드림의 소변줄은 꿀성분 추출물로 만들어져], 부정 텍스트 확률 : 70.40%"
"[중굼속 성분이 나오지않음 ], 부정 텍스트 확률 : 72.92%"
"[ 그리고 정말 새하얀 디자인이렇게 디자인없는 기저귀는 처음이라 뭔가 어색했는데쓰다보니 새하얀 속옷 입힌것마냥 깔끔하니 좋았음 ㅋㅋ그만큼 색소가 덜 들어갔다는거니 자극도 없음 ], 부정 텍스트 확률 : 98.70%"
"[.?밤보네이처밤보네이처 보다 좀 더 순하게], 부정 텍스트 확률 : 67.41%"
"[부드럽게 만들어지고 소변줄이 있다는 정도의 차이가 있음. ], 부정 텍스트 확률 : 68.57%"
"[ 지난주 급 친정행할때 한팩 통채로 들고가 사용했는데], 부정 텍스트 확률 : 83.78%"
"[ 밤보네이처도 막 뻑뻑하고 거친건 아니지만], 부정 텍스트 확률 : 92.74%"
"[확실히 만져보면 밤보드림이 훨씬 더 겉감], 부정 텍스트 확률 : 85.45%"
"[ 그리고 소변을 보면 저렇게 소변줄이 파랗게변해서 체크하기에 편해서 굿굿그런데 간혹 장 중에 번 정도는 소변줄 표시가 안날때가 잇음.], 부정 텍스트 확률 : 93.35%"
"[ 우리 호동이의 경우 한 허벅지하는 아기라 기저귀뿐 아니라 쏘서], 부정 텍스트 확률 : 66.87%"
"[ 조리원에서부터 기저귀발진이 생겼던 아기라흡수력이 많이 떨어지거나], 부정 텍스트 확률 : 90.53%"
"[심하게 답답한 기저귀들은 쓰고싶어도 못쓰고 안쓰는데밤보기저귀는 사용하는동안 약 일 사용 기저귀발진없이], 부정 텍스트 확률 : 99.72%"
"[그리고 수입기저귀라 갓 만든 뜨끈한 제조일자가 아닌라는 것그 외에는 덴마크 정부에서 자국 아기들을 위해 만든 친환경기저귀라확실히 부드럽고 자극없이 아기들 엉덩이 지켜주기 좋아서 만족스러웠어요 ...... ], 부정 텍스트 확률 : 86.13%"
"[하...그 기억을 떠올리면정말 속이 상한다. 어느날 기저귀를 열었더니아기 엉덩이와 소중이가 아주 울긋불긋 올라오고 난리도 아니였다. 열심히 기저귀를 열어주고 바람을 불어주었지만하루종일 기저귀를 열어줄 수만든없는 일.온 집안이 똥오줌바다가 되기 전다시 기저귀를 채워주고괜찮겠지 괜찮겠지혼잣말을 실컷하고 다시 열어보면더 퉁퉁 울긋불긋속상함은 배가 되었다. 그래서 돈이 아까웠지만그 전에 산 기저귀 일단은 뒤로 밀어두고친환경 기저귀로 유명한 밤보드림만 열심히 사용하고 있는 중.정말 천만다행으로우리 딸에게 잘 맞아서 다시 엉덩이가올라온게 들어가고 있는 중이다 .기저귀가 안맞아 발진으로 크게 고생한후기 시작해본다.], 부정 텍스트 확률 : 97.22%"
"[새로운 기저귀를 만나며아기는 심하게 발진을 경험했다. 나와 신랑 역시 처음 겪어보는기저귀 발진에 이걸 어떻게 해야하나발만 동동동일단 크림 듬뿍과 기저귀 열어주기를 사용했지만궁극적으로기저귀를 차야하는 개월 아가에게기저귀는 가장 중요한아이템이였다.], 부정 텍스트 확률 : 97.54%"
"[ 그리고 이 엉망친창이던 순간에 만난한 줄기의 빛밤보 드림.], 부정 텍스트 확률 : 94.58%"
"[ 예전에 한 번 써봤을 때에참 좋은 기억을 가지고 있었더발진없는 기저귀 밤보드림.팬티기저귀로도 다들 많이 쓰시던데팬티랑 밴드랑 혼용중인 우리부부는일단 밤보드림 밴드로 사용을 시작해보기로 했다.], 부정 텍스트 확률 : 87.32%"
"[ 기저귀를 뜯으려고 보니오잉 이 마크들은 다 뭐지왠 기저귀에 마크? ㅎㅎㅎ알고보니 더마테스트라는 독일피부테스트를완료했다는 뜻이라고 한다. 또한뿐만 아니라 북유럽 친환경인증인 노르딕 에코라벨역시획득한 아이라고.그래서 밤보드림하면 친환경기저귀라고 하는 듯 싶다.], 부정 텍스트 확률 : 84.21%"
"[ 이렇게 한가득 쥐고 잡고 있어도 이렇게 얇을 수가. ], 부정 텍스트 확률 : 70.18%"
"[ 얇으면서도 다른 군더더기 없는 심플함이뭔가 나만 믿어요발진 내가 해치울게요런 느낌이랄까 ㅎㅎㅎ응 너만 믿어빨리 빨리 갈아줄게제발 기저귀발진이자식좀어케좀 해봐 ], 부정 텍스트 확률 : 83.70%"
"[ 앞서 말한대로 소변줄도 정말 진해서 금방금방 눈치채고 갈아주기아주 편했다. 발진 없애는 방법 중 하나가 빨리 갈아주는 건데 엄마가 얼렁 반응해서 열심히 갈아줄게 ], 부정 텍스트 확률 : 66.53%"
"[ 요리보고 조리보고밤보 드림이 뭔가 신기하고 좀 낯선 우리딸.근데 그 자세 뭐야? ㅋㅋㅋ기다려봐 싹 갈아줄게 ], 부정 텍스트 확률 : 75.64%"
"[ 아주 어릴때는 그냥휙휙 손쉬웠는데뭔가 점점 익숙해지면서도 더 고난이도가 되가는이거슨 육아일상.좋아 갈아줄게 기다려 ], 부정 텍스트 확률 : 97.05%"
"[.......?], 부정 텍스트 확률 : 53.29%"
"[...? .......?. ], 부정 텍스트 확률 : 53.29%"
"[아기가 발진때문에 고생하고 있다가발진없는 기저귀 찾기라는 제목으로 어떤맘님이개 기저귀를 놓고 비교하시더라구요.발진이 없고 소변알갱이없는 기저귀로 최고점수 준 글덕분에 저도네이처한박스를 질렀었죠.. ], 부정 텍스트 확률 : 62.71%"
"[ 아기태어나서 병원에서 케어 받던중 발진 크림바르던건데 계속 안낫던게 기저귀 밤보로 바꾸고 나서 바로 나았어요집에와서도 계속 밤보만써서 그런지 저도 퇴원때 쓰던거 받기만했지 크림은 퇴원후한번도 써본적이 없을정도로....밤보 기저귀효과 좋았어요. 다른건몰라도이부분에서 만큼은 저도 너무 만족했던지라.. 혹시나 저처럼 발진고생하시는 어뭉님들이라면써보시는거 그래서 추천해요.혹시모르시면코베 베이비페어에서 밤보기저귀 샘플팩받아 체험해볼수있으니 가시면 꼭 받아써보구용 ], 부정 텍스트 확률 : 97.36%"
