"[ 평가표도 있어서각각 써본 후 정리해서 비교해보기 좋을것 같더라구요 ], 긍정 텍스트 확률 : 81.73%"
"[ 이제 둘째 아들내미에게 착용해 봅니다.한 주 전에 체중이 .킬로대였으니 지금은 좀 더 늘어났겠죠??한 달 전만 해도 .였답니다.빠른 성장 속도라고 하더라고요. 잘 먹고 잘 자서 제법 통통하니 야리야리한 태생의 모습을 잊게 만들더라고요.ㅎㅎ 이제 좀 남자스러워진달까?? 두께가 두껍지 않고다리를 오므리더라도 활동성이 편해서 그런지 참 버둥버둥 거리긴 하네요.ㅎㅎ그 와중에 쏠리지 않아서 굿굿.허리 밴딩도 넉넉하고 신축성이 좋아서 쪼이지 않네요. 밴드형이라 조절이 쉽기도 하고요. ], 긍정 텍스트 확률 : 92.49%"
"[안녕하세요.오늘은 여름기저귀추천 제품으로 소개해드릴 덴마크 프리미엄 친환경기저귀를 소개해드릴께요.밤보브랜드에서 출시한 여름기저귀 제품인데요.아무래도 더운 여름철에는 아이 기저귀도 통풍성과 통기성이 좋은 기저귀를 사용해야합니다.기저귀 발진이 많이 일어나는 시기이기때문에 여름기저귀는 선택이 아니라 필수겠죠?밤보서커스는 통기와 통풍성은 물론이고 얇지만 강력한 겹 흡수층을 자랑한답니다.여름기저귀추천 제품 밤보서커스 강력추천해욥 ], 긍정 텍스트 확률 : 65.72%"
"[ 밤보 기저귀 라인에서 밤보서커스는 바로바로 흡수하고 바람이 솔솔 통하는 기저귀에요순간흡수력이 우수하기때문에 여름철 더운 날씨에 사용하기 좋은 여름기저귀추천 ㅔㅈ품이에요밤보서커스는 단계부터 단계까지 있는데요저희 아이는 지금 정도 되어서 단계 사이즈를 사용해보기로했습니다. ], 긍정 텍스트 확률 : 98.50%"
"[ 밤보기저귀가 안심하고 사용할 수 있는 점은 바로 세계에서 가장 행복한 덴마크산 기저귀라고해요청정지역 덴마크에서 원단부터 직접 만들기때문에 안심하고 사용할 수 있는친환경 기저귀로 너무 좋은 여름기저귀 추천 제품이랍니다. ], 긍정 텍스트 확률 : 99.42%"
"[ 그릭 옆면의 고탄력 매직 테이핑 기술로 아기 몸에 꼭 맞는 매직테이프인데요여러번 붙여도 튼튼하고 단단해보이는 느낌이 아주 좋았어요 ], 긍정 텍스트 확률 : 58.03%"
"[ 그리고 기저귀 교체시기를 확인할 수 있는 소변 표시줄로 보입니다.꿀성분 추출의 중금속 배제된 안전한 소변표시줄 채용한 제품이에요꿀성분 추출이기때문에 안심하고 사용가능한 소변표시줄을 개발한 제품이랍니다.이렇게 노란 표시줄이 푸른색이나 초록색으로 변하는 느낌이에요 ], 긍정 텍스트 확률 : 88.88%"
"[ 흡수력을 테스트해보았는데 중 흡수통으로 파워흡수율이이상이에요그리고 통기성 능력 최대향상시켜준답니다. ], 긍정 텍스트 확률 : 95.81%"
"[ 신속한 흡수로 고르게 확산하여서 되묻어남 방지 및 보송보송한 쾌적함을 유지시켜준답니다.액체를 뿌려놓고 악 초정도 후에 휴지를 올려두었는데 거의 묻어나지 않았어요 ], 긍정 텍스트 확률 : 60.44%"
"[ 직접 뿌려본 동영상을 통해서 밤보서커스 기저귀 흡수력을 확인해보심녀 좋을듯합니다.밤보서커스는 격자무늬의 기저귀 탑시트레이어로 통풍성과 흡수성이 우수해서샘방지 기능과 보송보송하고 편안한 감촉을 자랑한답니다. ], 긍정 텍스트 확률 : 63.14%"
"[ 기저귀흡수체 배 흡수력으로 빠른 순간 엉덩이를 뽀송뽀송하게 해주면서오랜시간이 지나도 새어나오지 않도록해주니까밤새도록 수분을 꽉 잡아주니까 아이들 밤잠에도 딱 좋은 여름기저귀추천이랍니다. ], 긍정 텍스트 확률 : 98.88%"
"[ 아이가 너무 편해하는 기저귀로 제가 채워줄때도 불편함이 없고옆의 밴딩도 넉넉하다보니까 채워줄때도 넘 편하고 좋네요 ], 긍정 텍스트 확률 : 68.55%"
"[물티슈는 꽤 많은 양의 도톰한 샘플이 와서 바로 사용했는데], 긍정 텍스트 확률 : 83.93%"
"[ ...전부터 신청하고 싶었는데패키지가 너무 예쁨], 긍정 텍스트 확률 : 68.06%"
"[얼른 배송되어 왔으면 좋겠다. . ], 긍정 텍스트 확률 : 88.26%"
"[ 웰컴 박스 받는 재미에 이런 무료 샘플들을 찾아보기 시작했는데], 긍정 텍스트 확률 : 77.22%"
"[미국은 생각보다 이런 샘플을 받을 수 있는 방법들이 무궁무진하다. 사실 기저귀 같은 경우에는 럭키를 낳고 키우다 보니], 긍정 텍스트 확률 : 74.38%"
"[하루에도 장 이상을 쓰게 되는데 이런 샘플들 몇 개 써본다고 해서 대단히 다른 차이점을 느낄 수가 없다. 기저귀 발진만 안 나길 바랄 뿐 현재 내가 사용하고 있는 기저귀는 팸퍼스 스와들 뉴본사이즈럭키가 태어나고 병원에서 제공해줘 사용했고], 긍정 텍스트 확률 : 58.59%"
"[이제 한달도 안남았네요 우리윤이 돌이이제 태어난지 일년이 다되어가는만큼윤이의 힘도 활발함도 나날이 증가하고 있는데요 ㅎㅎ 물론 잘 움직이고 힘도 쎄고 하면 넘좋은데음... 좋은데 기저귀갈때는 엄마랑 아빠가 좀 ㅋㅋ 힘들어지고있어요안하려고 막 몸을뒤집고뻐댕기다보면힘으로 애를 몸을 뒤틀어버릴수도 없고다칠까봐ㅠㅠ ], 긍정 텍스트 확률 : 97.47%"
"[ 그래서 팬티기저귀를 특히잘때는 애용하고있는데요이번에 제가 숲 팬티기저귀윤이사용해보고 후기 가져왔어요. ], 긍정 텍스트 확률 : 87.95%"
"[ 패키지가 일단 그린그린해서 뭐 디게 에코느낌? ㅎㅎ이네요윤이는 걷기시작하는 아이기때문에의 특대형을 사용했어요.한패키지에 개라서 사실 많은양은 아닌거같은데그래도 아이에게 덜자극적이고 부드럽고 좋다면 계속 사용할 의사가 있습니다일단 숲 기저귀는 국내제작 기저귀그리고 독일더마테스트도 통과했다고합니다. ], 긍정 텍스트 확률 : 73.02%"
"[ 아이가 답답해하지않도록 신축성 좋게 만들어져있는 팬티기저귀 외출할때는 사실 팬티보다는 밴드가 좀 더 편한데요 집에서는 정말 ㅋㅋ 어차피 곰돌이푸 패션으로 있다보니까 팬티기저귀가 훠얼 편하더라고요 ㅠㅠ ], 긍정 텍스트 확률 : 77.41%"
"[ 요리움직이고 조리움직여도 샘도 없고요 ㅎㅎ 흡수도 잘 되는듯합니다 아직까지 숲기저귀 사용하고 샌적은 한번도 없으니깐요 사실 윤이는 근데 한 일남짓할때 한두번 샌적말고는거의소변이 샌적이 없어요엄마아빠가 자주 갈아주는 편이기도하고...기저귀는 좀 아끼지 않습니다 ㅠㅠ ... 아이한테 안좋을까봐 빨리빨리 갈아주죠그렇기 때문에... 더더욱이나 이렇게 숲처럼 친환경 적인 기저귀가 저한테는 ...저희집에서는 더 필요하죠 ㅠ ], 긍정 텍스트 확률 : 99.99%"
"[ 옹동이가 크고 예쁜 너가튼 아기헿헿기저귀리뷰에 흡수력테스트가 빠질 수 없죠개라서 ... 하나가 너무 너무 귀하지만하나를 희생시켜봅니다.. 안녕...], 긍정 텍스트 확률 : 75.68%"
"[ 테스트를 회 했는데요 제가 이거하다가 물을 너무 열정가득하게 쏟아서옆으로 삐져나가는 바람에...그렇다고 또 기저귀를 낭비할수는없고어차피 아가들은 쉬야를 한번만 하는게아니니까재흡수율 테스트까지 해버리게됩니다 ], 긍정 텍스트 확률 : 51.04%"
"[ 차 테스트에서도 훌륭하게 ... 흡수가 되네요], 긍정 텍스트 확률 : 80.59%"
"[ 차에서 제가 너무 퍽쏟아서 ㅎㅎ 차 재흡수까지 해본... 영상 올립니다 궁금하실거같아서 ], 긍정 텍스트 확률 : 98.97%"
"[ 도움이 되었길 바라며 그럼 전 이만... ], 긍정 텍스트 확률 : 67.57%"
"[ .그때 마침 고야드 매장을 지나가던 어떤 분 가방을 봤더니 띠 부분이 쩍쩍 갈라져있는 거예요], 긍정 텍스트 확률 : 50.10%"
"[ ......볼때마다 이쁜 고야드 생루이블랙컬러 .자연스럽게 처지는 모습이 매력적이에요.기본 블랙 컬러에 브라운이 섞여있어 심심하지 않은 디자인.... ], 긍정 텍스트 확률 : 97.65%"
"[ ......고야느 생루이의 이너는 컨버스 천으로 되어 있어요.오염에 약할 거 같아 .저처럼 칠칠이는 꼭 이너백을 따로 구입하는게 좋겠어요 .이젠 하이에나처럼 이너백 쇼핑중........ ], 긍정 텍스트 확률 : 93.11%"
"[ ......어찌보면 흔하디 흔한 고야드 생루이지만], 긍정 텍스트 확률 : 64.54%"
"[ ....신장기준에서.고야드 생루이크기 참고해주세요..아무 룩에나 휘뚜루마뚜루.가벼워서 너무 좋네요..볼수록 매력인 고야드 생루이백 .기저귀가방으로.데일리가방으로 추천드려요...질문 있으면 댓 주세요.... ], 긍정 텍스트 확률 : 94.65%"
"[기저귀가방 숄더백을 여러가지로 봤는데역시나 ㅋㅋㅋ제이해밀턴 가 제일 이쁘더라구요백팩은 레드컬러가 있어서 숄더백은 블랙으로 겟겟 ], 긍정 텍스트 확률 : 50.82%"
"[ 짠완전 이쁘죠?아기없이 그냥 매고 있으면러블리한 블랙 숄더백처럼 평소에 들고다녀도데일리백으로 넘나 이쁜 디자인이예요특히 난 저 리본이 넘나 맘에 들었음 ㅋ케쥬얼한 옷이나 밋밋한 코디에도제이해밀턴기저귀가방 숄더백 하나 촥 매주면코디가 그냥 완성되는 느낌이랄까.여튼], 긍정 텍스트 확률 : 99.56%"
"[내가 조아라하는 블랙이라 어떤 컬러의 코디에도 잘 어울리고멋스럽게 살려주는 핏이 넘나 이쁜 숄더백이예요 ], 긍정 텍스트 확률 : 79.56%"
"[ 민자무늬의 블랙가방이 아니라저렇게 엑스자로 띠가있는 디테일이 살아있고리본은 내가 원하는 방향으로 묶어주면되니다양하게 연출할 수 있어서 더욱 더 굿굿크기도 딱 적당하고기저귀가방으로도 넘나 편하지만짐 많은 여자사람이라면 요 가방 완전 갠추네요 ], 긍정 텍스트 확률 : 96.60%"
"[물티슈는 기본이고무거운 텀블러에 지루함을 달래줄 장난감에또 맛나는 간식에잠들긴 전 꼬옥 필요한 쪽쪽이까지 ㅋㅋ우리는 외출하면 폰 하나 챙기면 그만인데아기 한 명 짐 챙기는데도 이래 뭐가 많습미다.. ㅠㅠ만약의 상황을 대비해서응아패드], 긍정 텍스트 확률 : 68.35%"
"[여벌옷까지하면가방이 터져나감 ㅋㅋㅋ제이해밀턴기저귀가방 숄더백은전체적으로 지퍼잠금이 겉으로 되어있어이리저리 담은 아기짐들이 쏟아질 염려가 도없구요 ], 긍정 텍스트 확률 : 50.50%"
"[ 숄더백은 또 황금길이감이 중요하잖아요어깨에 딱 매거나 들었을 때 가장 이쁜 길이감이라어깨에 매도 이쁘고 이렇게 그냥 들고나녀도 갠추네요전체 가로사이즈는 에 폭은 로 넉넉해서이런저런 짐 넣기에는 굿 ], 긍정 텍스트 확률 : 70.77%"
"[ 리본은 한쪽으로 묶어준 다음 오른쪽 왼쪽으로 이동시킬 수 있어서원하는 곳에 이쁘게매서 다닐 수 있어요기본적으로 가방의 바닥이나 옆에 각이 잡혀있어서짐이 별로 없어도 이쁘게 라인을 잡고있으니구지 이쁘게 들지않아도 가방이가 알아서 잘 해줍미다 ㅋㅋ ], 긍정 텍스트 확률 : 70.16%"
"[ 이 가방을 선택한 이유는 바로 더블 효율성메인백 안에 시크릿백이 함께 들어있다는거첨에는 가방을 열어보고 수납이 어마무시하게 많아서와.... 이거 뭐지? 싶었는데이렇게 분리되는 두 개의 가방이었어요 ㅋㅋ아기 짐이 많고 내용물이 많아 정리가 좀 필요할 때는이렇게 메인백와 시크릿백을 함께 넣어 같이 들고다니면이리저리 찾지않아도 쉽게 꺼내서 사용할 수 있구요가볍게 외출하거나 구지 이너백이 필요없으면이렇게 분리해서 사용할 수 있어요 ], 긍정 텍스트 확률 : 76.30%"
"[ 메인백과 시크랫백 모두 양쪽으로 고리가 달려있어서유모차에도 걸 수 있다는 게 또다른 장점이러면 또 유모차가방이 필요없어지는건가요....ㅋ숄더백이라 무겁거나 걸고다니고 싶을때는유모차 손잡이에 간편하게 걸어서 두 손이 자유롭게움직일 수 있구요이너백만 걸어도되고 메인백과 같이 걸어도되니역시 엄마의 마음을 이래저래 다 담아서 디자인 된 가방이라는게 느껴졌어요 ], 긍정 텍스트 확률 : 99.95%"
"[ 앞 뒤 다른 반전의 매력이 있는 가방 제이해밀턴 .여러가지 느낌의 연출이 가능하고하나의 가방인데 시크릿 백으로 두 개의 가방을 겟겟 한 것 처럼실용적이고 득템한 기분이라 잘 선택한 것 같아요백팩부터 유모차가방 모두 제이해밀턴인데이번에 숄더백까지 풀셋으로 가지고 있으니외출이 든든합미다 ㅋㅋ시댁갈때는 짐이 더 많아 백팩], 긍정 텍스트 확률 : 96.43%"
"[숄더백까지 나눠담고윰차에도 필요한 이것저것 미리 담아놓으니이리저리 옮겨넣을 필요없고외출시 숄더백 하나만 딱 챙겨나가면되니엄빠도 편하고 다니도 편하고숄더백으로 고민하시면 요거요거 넘나 편하고 갠추네요요즘 넘나 잘 쓰고있는 기저귀가방 숄더백 후기였음돠히힠 ], 긍정 텍스트 확률 : 96.42%"
"[시원한 오렌지에이드와 타르트를 준비해주셔서 맛있게 먹었다. 요즘], 긍정 텍스트 확률 : 85.05%"
"[여러 곳에서 기저귀 샘플을 받는데], 긍정 텍스트 확률 : 80.93%"
"[브랜드 종류가 진짜 많다. 아이마다 맞는 기저귀도 다 다르다고 해서], 긍정 텍스트 확률 : 70.16%"
"[ 기저귀를 고르는 기준에 대해 듣게 되었다.], 긍정 텍스트 확률 : 87.96%"
"[밤잠도 잘 잘 수 있다고 한다.여기에 통기성도 좋아야 발진도 덜 생기고.흡수량과 역류량 부분에 좋은 결과를 나타내고 있는 그래프.], 긍정 텍스트 확률 : 90.52%"
"[단순히 성인을 대상으로 한 피부 패치 테스트가 아니라주동안 아기들이 직접 사용하고 피부과 전문의가 테스트에 참여한테스트를 완료했다.오코텍스도 등급 획득. ], 긍정 텍스트 확률 : 55.80%"
"[ 단순히 생산공장만 원산지로 밝히는 게 아니라기저귀를 구성하고 있는 부분 하나하나의 원산지를 밝히고 있는 킨도.유럽의 기준을 통과한 원료들로 만들어지고 있었다.], 긍정 텍스트 확률 : 79.95%"
"[ 각기 다른 브랜드 기저귀에 동시에 물을 붓고], 긍정 텍스트 확률 : 75.89%"
"[분 기다렸다가 확인해보기로 했다. ], 긍정 텍스트 확률 : 63.70%"
"[ 그냥 손으로 만져보는데도 확실하게 축축하고 뽀송한 느낌이 차이가 났다. 핸드타올을 올려 흡수시켜봤는데], 긍정 텍스트 확률 : 67.75%"
"[ 다른 제품들보다 훨씬 세게], 긍정 텍스트 확률 : 56.50%"
"[물기는 올라오지 않았다.이건 진짜 신기했다.집에 받아둔 여러 기저귀 샘플들도 다 모아서 실험해보면 좋을 것 같다.안그래도 함께 수업들은 분이 얘기하시기를], 긍정 텍스트 확률 : 58.37%"
"[ 단계를 거친 정제수를 사용하고], 긍정 텍스트 확률 : 51.63%"
"[ 헤링본 무늬로 되어 있는데], 긍정 텍스트 확률 : 80.51%"
"[도톰하면서 탄탄하고 부드럽다. 비오셀이라는 원단을 쓰고 있는데], 긍정 텍스트 확률 : 98.66%"
"[식물성이고 생분해된다고 한다. 품질도 좋으면서 잘 분해되는 원단이라면 쓰면서도 마음이 좀 덜 미안할 듯. ], 긍정 텍스트 확률 : 97.79%"
"[ 물티슈도 역시 더마테스트완료.킨도맘클래스가 끝나고], 긍정 텍스트 확률 : 83.23%"
