"[인스타그램 이벤트를 통해 알게 된프랑스약국기저귀 마르마이플러스 ], 긍정 텍스트 확률 : 88.17%"
"[ 산모용품 등은 몇일전 인터넷으로 구입을 한 상태였거든요.개인적인 생각으로는 온라인구매가 가장 저렴할 줄 알았어요.근데], 긍정 텍스트 확률 : 54.74%"
"[ 베이비플러스 파주점에도 산모용품], 긍정 텍스트 확률 : 61.38%"
"[ 출산용품 구입은 베이비페어가 가장 제품도 많고 싸다고 생각했었는데 그게 아니였어요ㅠㅠ이미 준비를 마친 용품들은 어쩔 수 없고 이제 부터라도 이 매장을 단골 삼아야 겠다고 생각했어요. ], 긍정 텍스트 확률 : 87.55%"
"[ 앙증맞은 손싸개랑], 긍정 텍스트 확률 : 52.97%"
"[ 아기모자랑], 긍정 텍스트 확률 : 51.44%"
"[ 신발들을 구경하고 있으니 어서빨리 우리 아가를 만나고 싶은 마음이 굴뚝같아 지네요 . ], 긍정 텍스트 확률 : 93.79%"
"[ 이제 몇달 후면 저기 젖병에 분유를 타서 아이에게 먹이고 있겠죠?집안에 새로운 가족이 생긴다는 사실이 이렇게 설레고 행복하답니다또한 새 생명을 맞이하는 준비도 여러가지가 필요 하구요 ], 긍정 텍스트 확률 : 99.57%"
"[ 기저귀커버랑 아기내의 두어벌 겟하구염나머지 또 필요한 것들이 생기면 그때마다 들러서 구입할 생각이에요 ], 긍정 텍스트 확률 : 93.45%"
"[ 바로옆에 킨텍스에서 베이비페어가 열릴때면 항상 대응전 행사를 한다고 해요그래서 인지 모든 제품의 가격이 최저가보다 더 저렴한 최저가인 듯 했어요.이래서 팔아서 남는게 있을까...?하는 생각이 들 정도로 말이죠야무진 엄마들은 규모만 큰 베페보다는 이 매장을 더 선호하는 것 같았어요.그래서 저도 앞으로 야무진 엄마가 한번 되어 볼려구 해요ㅋㅋㅋ ], 긍정 텍스트 확률 : 98.65%"
"[ 싸이벡스 등등 헤아릴 수 없이 많은 제품들이 나와있더라구요 ], 긍정 텍스트 확률 : 62.32%"
"[ 제가 알기론 아이가 초등학교 졸업을 하기 전까지는 신생아부터 유아용까지 한개의 카시트], 긍정 텍스트 확률 : 51.58%"
"[주니어용으로 다시 교체를 해줘야 하는 걸로 알고 있는데요직원분께서 보여주신 카시트중에 신생아부터 주니어까지 하나의 카시트로 올인원할 수 있는 기가막힌 제품이 있더라구요], 긍정 텍스트 확률 : 89.78%"
"[ 임신 주를 넘어가고 있기 때문에 조금만 걸어도 발이 퉁퉁 붓고 힘들어서 장시간 쇼핑을 하면 무리가 많이 오거든요매장에 진열되어 있는 제품들이 품목별로 야무지게 놓여 있어서 동선이 짧아 그다지 힘들지가 않았어요 ], 긍정 텍스트 확률 : 60.26%"
"[ 그래도 매장에 있는 아가용품들을 보니까 선물받은건 받은거고 엄마아빠가 이쁜걸로 또 새로 사주고 싶은 마음이 생기더라구요 ], 긍정 텍스트 확률 : 99.45%"
"[ 연말때 또 상품권 선물이 들어오니까 그때는 범퍼침대랑 아기식탁을 하나씩 구입할까 싶네요 ], 긍정 텍스트 확률 : 55.54%"
"[ 베페가 열려도 베이비플러스 파주점이 훨씬 저렴하니 여기만 주구장창 들를 생각이구요어찌보면 전화위복이라는 말이 어울리지 싶어요.기분좋게 출산용품 구입을 하러 갔다가 살짝 마음은 상했지만 여기 매장에서 기분좋은 쇼핑을 하고 올 수 있어서 말이죠저 처럼 출산을 앞두고 있는 예비엄마분들에게도 적극 추천해주고 싶은 곳이랍니다. ], 긍정 텍스트 확률 : 99.20%"
"[ 주니어용까지 번은 교체를 해줘야 하자나여이러한 점은 아이를 키우는 모든 부모님들께 엄청난 부담감을 안겨주고 있죠 ], 긍정 텍스트 확률 : 78.25%"
"[ 저희집과도 가깝기도 하지만 제품도 다양하고 무엇보다 가격적인 면에서 인터넷이나 베페보다 훨씬 싸기 때문에 이곳을 주로 방문하는 편이에요. ], 긍정 텍스트 확률 : 95.77%"
"[ 처음 출산준비를 할때 최대한 줄이고 줄여서 처음 리스트를 뽑아보니 예상 총금액이 만원 가까이 되더라구요유모차], 긍정 텍스트 확률 : 70.23%"
"[ 아기식탁 등등 굵직한 가격대의 유아용품들이 워낙 많다 보니 생각보다 합산 금액이 높았어요.어떻하면 좀더 아껴가며 저렴하게 준비를 할 수 없을까 고민하다가 먼저 결혼한 친구 소개로 베이비플러스 파주점을 알게되었지요. ], 긍정 텍스트 확률 : 90.80%"
"[ 킨텍스쪽으로 오다가다 몇번 본적이 있었던 매장이더라구요ㅎㅎ지나가면서도 파주에 이런 유아용품할인매장이 있구나라고만 생각했지 직접 들러 제품구입을 할 줄은 생각지도 못했어요. ], 긍정 텍스트 확률 : 59.96%"
"[ 친구가 매장에서 판매하는 전 제품이 굉장히 싸다고해서 싸봤자 얼만큼 싸겠냐라고 생각했었는데], 긍정 텍스트 확률 : 85.09%"
"[출산용품을 하나둘씩 구입하다보니 할인되는 제품들이 많아서 절약할 수 있는 금액이 꽤 크더라구요 ], 긍정 텍스트 확률 : 95.33%"
"[ 밖에서 볼때랑 다르게 매장안도 엄청 넓었고 물건들이 진열이 잘 되어 있어서 굉장히 깔끔했어요.진짜 관리 제대로 안하는 곳에 가면 뒤죽박죽 엉망으로 쌓아놓고 아기가 사용할 제품인데도 먼지가 수북히 쌓여 있는 것도 많이 봤었거든요. ], 긍정 텍스트 확률 : 51.24%"
"[ 매장안으로 들어가보니 엄청나게 많은 아기용품들이 촤라락진열되어 있어서 깜짝 놀랐답니다.가장먼저 눈에 들어 왔던건 매대에 놓여진 제품마다 할인에], 긍정 텍스트 확률 : 96.48%"
"[ 입구 맞은편에 따앗 보이는 이불코너로 오니 진열상품 전 제품이 할인을 하고 있어 두번 놀랬어요.아기이불도 세트로채 정도 구입하면 만원정도 나오거든요가격대가 딱딱 붙어있어 일일이 가격을 묻지않고 편안하게 구경할 수 있었답니다.정상가격에서 이상씩 할인이 되고 있어 넘나 저렴했구요. ], 긍정 텍스트 확률 : 81.73%"
"[ 신랑이랑 함께와서 착용해보고 구입했던 아기띠도 브랜드가 무척이나 많더라구요가장 인기많은 에르고베이비], 긍정 텍스트 확률 : 87.09%"
"[ 아이엔젤], 긍정 텍스트 확률 : 50.77%"
"[ 소르베베 등 인터넷 검색으로 알게된 아기띠 브랜드들이 왕창 모여있었어요 ], 긍정 텍스트 확률 : 54.80%"
"[ 이런 매장에 와서 아기용품을 구입하면 직접 착용도 해보고 만져도 보고 할 수 있어서 참 좋아요인터넷 구입으로는 꿈도 못꿀 일이죠제품을 배송받고 마음에 안들면 도로 물리기도 번거롭잖아요?택배비가 들어가는 물건들도 있던걸요?. ], 긍정 텍스트 확률 : 98.02%"
"[ 요즘 엄마들이 아기침대대신에 많이 찾으시는 범퍼침대도 여러가지가 제품이 사이즈별로 진열이 되어있어요.저는 아기용품을 고를때 디자인보다는 실용성이나 기능성을 먼저 살펴보는데 범퍼침대를 구입할 때도 이쁜것 보다는 안전성과 실용성을 따져 도노도노 패밀리 멀티침대로 선택을 하였답니다. ], 긍정 텍스트 확률 : 74.26%"
"[ 그래도 이제는 왠만한 유아용품구입은 물어보지 않아도 척척 잘 해낸답니다모유랑 분유를 함께 병행하니까 젖병소독기 사용이 훨씬 많이 되더라구요젖병도 소독해야 하구 유축기도 매일같이 씻어서 소독기에 살균을 했더랬어요.일일이 열탕소독을 하지 않아도 되고 하니 젖병소독기는 유아용품중에 가장 효자템인것 같아요ㅎㅎㅎ ], 긍정 텍스트 확률 : 52.55%"
"[ 앙증맞은 걸음마 신발들도 이쁜게 많구요.불과 몇달전인데도 저런걸 언제 사용했었지...?라고 생각하게 만드는 아기자기한 손싸개랑 아기양말들 아기용품은 구경만해도 미소를 짓게 만드네요 ], 긍정 텍스트 확률 : 99.31%"
"[ 치발기 등 세트로 묶어서 알뜰하게 선물할 수 있는 상품들이 엄청 많아요. ], 긍정 텍스트 확률 : 61.77%"
"[ 고민만하다가 시기를 놓쳐버린 스윙바운서도 다양하게 나와있구요지나고 나서 생각해보니 얼마 사용못하고 물려주거나 쳐박아 놓을텐데...했던 물건들이 새삼 아쉬워요그때만 딱 사용하는 제품들이다 보니 어쩌면 아이가 커가는 과정의 좋은 추억인데 말이죠ㅠㅠ그리고 요즘 나오는 유아용품들은 다목적으로 사용할 수 있는 제품들이 많아서 잠깐씩만 사용하더라도 실용적인게 많아서 헛돈 쓸까봐 걱정할 필요는 없을 듯해요. ], 긍정 텍스트 확률 : 83.93%"
"[ 매장에서 분유도 팔고 일회용기저귀도 팔기 때문에 마트에 갈일은 거의 없는 것 같네요ㅎㅎㅎ설사나 변비증세가 있거나 자주 토하는 아가들에게 먹이는 노발락도 있구요좋은 것만 먹이고 싶은 엄마들이 많이 찾는 분유들도 다 있답니다.안전하게 먹일수 있는 유기농 식품이랑 저염식 양념도 판매를 하고 있어요. ], 긍정 텍스트 확률 : 52.44%"
"[ 자주 구입해야 하는 아기세제들은 항상 올때마다 특가할인중이구요.만원짜리 한장으로 구입할 수 있는 유아용품들도 가끔 나와서 이곳에 오면 쇼핑하는 즐거움이 많아 넘 좋아요. ], 긍정 텍스트 확률 : 98.59%"
"[ 원을 먼저 적립해주더라구요제품구입후 에 후기글을 남겼더니 적립포인트를 만점이나 받을 수 있었구요이렇게 회원만을 위한 혜택들이 많아서 활용만 잘 하면 꽤 쏠쏠하답니다 ], 긍정 텍스트 확률 : 98.69%"
"[ 퍼즐 놀이 등 좋아할 만한 물건들이 많으니까 아이와 함께 매장에 오는 엄마아빠들이 진땀빼는 장면을 자주 목격했었어요ㅎㅎㅎ ], 긍정 텍스트 확률 : 97.95%"
"[ 산모들을 위한 용품도 모두 갖추고 있어요.저도 조리원을 들어가기전에 베이비플러스 파주점에서 임산부 보호대랑 튼살크림], 긍정 텍스트 확률 : 86.00%"
"[ 대나무 섬유소재로 만든 밤부베베 전 제품이 최저가로 판매를 하고 있어요.너무나 놀라운 사실이죠아토피가 있거나 민감한 피부를 가진 아가들이 많은데 밤부베베 내의나 기저귀], 긍정 텍스트 확률 : 56.17%"
"[ 유모차도 엄청나게 많은 수량을 갖추고 있답니다.에그], 긍정 텍스트 확률 : 84.22%"
"[ 엘레니어], 긍정 텍스트 확률 : 51.52%"
"[ 자이제 본격적인 카시트추천으로 제가 구입한 폴레드올에이지에 관한 정보를 알려드리도록 할께요유아용품매장에 가보면 많은 종류의 카시트들이 있죠하지만 신생아때부터 유아기], 긍정 텍스트 확률 : 78.95%"
"[ 주니어까지...아이들이 성장할때마다 카시트를 매번 교체해줘야 해서 경제적 부담이 아주 크답니다.이러한 모든 부모님들의 어려움을 해결하고자 탄생한 제품이 바로 폴레드올에이지이에요.그래서 제가 그토록 기다리고 기다렸던 카시트이기도 하구요 ], 긍정 텍스트 확률 : 98.98%"
"[ 이 카시트추천을 하는 첫번째 이유가 도 회전 기능이 있어 앞보기와 뒤보기 사용이 가능하다 라는 점또한], 긍정 텍스트 확률 : 60.91%"
"[ 신생아카시트로 얼마사용하지 못하는 바구니 카시트 보다는 훨씬 안정적이며 실용적인 제품이에요.카시트 하단 부분 고정은 물론 탑테더로 상단까지 중으로 고정을 시켜주어 다른 카시트보다 안전성면에선 월등히 앞선 제품이랍니다.등받이 높이 조절이 무려 단계까지 가능하기 때문에 세까지 넉넉하게 사용할 수 있는 이유죠 아이의 성장단계를 이해하고 바른자세에도 도움을 주는 제품이랍니다. ], 긍정 텍스트 확률 : 63.15%"
"[ 원 카시트카시트추천 할만하죠?ㅎㅎㅎ ], 긍정 텍스트 확률 : 89.73%"
"[ 수백번의 실제 차량 충돌 테스트를 통해 안전성을 입증 받은 제품이구요우리나라 자동자 회사로 유명한 현대자동차에서 직접 투자를 하였다고 해요교통사고에서 발생되는 충돌에너지와 회전에너지를 컨트롤 하는 쿼드 쉴드 시스템을 사용하고 있어 제가 카시트추천으로 적극 권해드리는 거랍니다.무려 단계로 쉴드가 된다는 사실하드코어 쉘블로워 쉘충격 완화 쉘충격 완화], 긍정 텍스트 확률 : 84.60%"
"[ 차 충격을 완벽하게 보호해 주기도 한답니다.충돌발생시 전방으로 이동하고], 긍정 텍스트 확률 : 85.34%"
"[ 다시 후방으로 강하게 이동을 하는 원리죠 ], 긍정 텍스트 확률 : 63.19%"
"[ 마지막으로 폴레드올에이지은 가격이 너무나 착한 카시트에요.거기다 년동안 착하게 운영을 해온 베이비플러스 파주점에서 판매를 하고 있기 때문에 할인에 할인을 왕창 더해서 초특가 가격으로 무쟈게 저렴할 수 있었던건 완전 행운이였죠우리아이에게 어떤 카시트를 사용해야 안전할 수 있을까...?고민하지마시고 매장에 들러 꼼꼼하게 분석하고 다른 제품들과 비교해보세요 ], 긍정 텍스트 확률 : 98.60%"
"[ 위치가 파주시 동패동 형성플라자층에 있는데요매장도 넓고 깨끗하게 잘 관리해서 올때마다 기분이 좋아지는 곳이랍니다 ], 긍정 텍스트 확률 : 64.23%"
"[ 가까운 곳에 최고로 좋은 유아용품을 가장 저렴하게 판매하고 있는 매장이 있으니얼마나 다행스러운 일인지 몰라요ㅋㅋ킨텍스 베이비페어랑 가까운 곳에 있지만], 긍정 텍스트 확률 : 99.02%"
"[ 육아관련 프로에 연예인 아기들이 괜찮은 제품을 사용하고 있으면 부럽기도 하고막사고싶어지고 그렇지 않던가요?나만 그런가...?ㅋㅋㅋ우리 아이에게 최고만 안겨주고 싶은 마음은 어느 부모나 다 똑같은 마음이지 않을까라는 생각이 들어요 ], 긍정 텍스트 확률 : 85.84%"
"[ 서비스나 사은품도 야무지게 잘 챙겨줘서 쇼핑하고 돌아 갈때는 항상 양손가득짐보따리를 들고 간답니다공짜는 언제나 즐거운 법♬ ], 긍정 텍스트 확률 : 86.33%"
"[ 원에 고급 면소재로 만든 배넷저고리랑 아기내의를 만날수가 있어요비싼 배넷저고리 한 벌 살 돈으로 여기서 대 여섯벌을 살 수 있으니 완전 땡큐죠 ], 긍정 텍스트 확률 : 56.01%"
"[ 턱받이], 긍정 텍스트 확률 : 50.43%"
"[ 출산선물도 요즘에는 백화점에서 다들 사지 않더라구요어떤 물건을 사든 구입하는 사람입장에서는 할인이 얼마나 되느냐에 따라 기분이 확달라지는데 똑같은 제품을 굳이 정가데로 비싸게 주고 살 필요가 없지 않겠어요 ], 긍정 텍스트 확률 : 80.10%"
