"[ 우리 꼬야 아기집 확인한게 주차였는데...주라니...엄마 아빠가 걱정 안하고 잘 품고 있게 도와준 건강한 꼬야에게 감사하다♡ ], 긍정 텍스트 확률 : 62.59%"
"[ 언제 받아볼 수 있는지도 먼저 체크해보세요. ], 긍정 텍스트 확률 : 69.29%"
"[앨범과 액자와 같은 구성품 크기와 갯수], 긍정 텍스트 확률 : 74.09%"
"[촬영하는 게 가장 좋답니다.], 긍정 텍스트 확률 : 87.45%"
"[지역맘카페에 문의를 남겼었는데요. 광고 쪽지와 광고 댓글 속출....ㅎㅎㅎ], 긍정 텍스트 확률 : 62.72%"
"[ 아무래도 본인 이익을 위해 추천하시는 분들이 많고 실제론 별로인 곳도 많으니 잘 거르고 보셔야 한다고 몇몇 분께서 진심어린 댓글들을 달아주시더라구요. 광고댓글이 많이 달려 문의글을 삭제할까 하다가 그래도 여기 댓글들을 보고 도움이 되는 분도 있겠지하고 글은 남겨두고 제목과 글에 스튜디오 계약했으니 이제 추천 안 해주셔도 된다고 수정해서 올렸는데도 계속 글 제목조차 보지 않고 추천하는 이상한 댓글들이 달리더라구요..], 긍정 텍스트 확률 : 98.54%"
"[그래서 결국 그 글을 삭제했었네요. ], 긍정 텍스트 확률 : 52.79%"
"[그리고 카페에서 다른 엄마분들의 후기글들], 긍정 텍스트 확률 : 79.38%"
"[블로그의 후기글들], 긍정 텍스트 확률 : 57.21%"
"[컨셉이 마음에 드는 곳을 추려 전화로 상담 받고 가격적인 부분], 긍정 텍스트 확률 : 87.08%"
"[ 물론], 긍정 텍스트 확률 : 76.25%"
"[ 가장 좋은 방법은 여러 베이비 스튜디오들을 직접 다니며 상담 받아보시는 거랍니다.], 긍정 텍스트 확률 : 51.52%"
"[평일에 전화상담으로 알아보게 된 건데 이미 마음에 드는 컨셉 사진을 고르고 간 터라 촬영에 만족했었네요. ], 긍정 텍스트 확률 : 52.92%"
"[전 스튜디오촬영 마음에 들었지만], 긍정 텍스트 확률 : 90.88%"
"[베이비스튜디오에서 스냅도 함께 계약하셔도 좋아요.], 긍정 텍스트 확률 : 94.14%"
"[백설기깨끗하고 순수한 정신 ], 긍정 텍스트 확률 : 77.35%"
"[화살용맹함현대돌상], 긍정 텍스트 확률 : 57.00%"
"[요즘은 전통돌잡이에서도 부모가 원하는 직업의 현대 돌잡이 용품을 함께 올려두는 경우가 많다. ], 긍정 텍스트 확률 : 98.07%"
"[돌잡이용품은 아이가 돌잔치전에 집에서 몇번 연습으로 익숙해지는 게 좋다.], 긍정 텍스트 확률 : 83.83%"
"[활 등 저희가 원한 현대 돌잡이 용품 몇 개를 주문해서청진기], 긍정 텍스트 확률 : 55.91%"
"[마이크 함께 올려두었어요.클레이 돌잡이 용품도 예쁘지만 나중에 아이가 가지고 놀 수 있도록 장난감류로 주문함 ], 긍정 텍스트 확률 : 84.53%"
"[. 돌 스냅 예약하기 원본 사진 수], 긍정 텍스트 확률 : 60.78%"
"[보정 사진 수], 긍정 텍스트 확률 : 68.64%"
"[인화 사진 수], 긍정 텍스트 확률 : 68.64%"
"[→ 돌끝맘 실제 후기], 긍정 텍스트 확률 : 65.82%"
"[전 일반뷔페에 예약했는데 행사 당일날 보니], 긍정 텍스트 확률 : 84.47%"
"[동시간대에 돌잔치가 네 팀이라 모든 홀이 다 찼더라구요...회전율이 나쁘지 않아 손님들 식사에는 문제가 없긴 했지만 스냅 사진촬영할 때 조금 어려운 부분이 있더라구요..행사 시작 전에 아이와 엄마], 긍정 텍스트 확률 : 88.56%"
"[누구세요? 여기 우리가 예약한 홀인데.....상황이 되더라구요. 사과하며 돌아다니기 바빠 행사 전부터 정신 없이 지치더라구요...돌잔치 행사시간에 예쁘게 찍히는 건 좋지만 행사전에 여기 저기 돌아다니며 눈치보며 촬영해야 할 상황이 생길 수도 있으니], 긍정 텍스트 확률 : 96.57%"
"[이 시간에 아이가 낮잠 잘 수 있게 해주는 게 가장 좋아요. → 돌끝맘 실제 후기메이크업헤어 시간에 아이를 푹 재우기 위해 여러 방법을 고민해봤어요. 시댁이 차로 분 거리라 저희가 메이크업 받는 시간에 시댁에 맡길까도 생각해봤는데 저희 아이는 시댁은 낯선 곳이라 새로운 것이 많으니 낮잠을 잘 안 자는 평소 성향을 생각해서 그냥 남편과 메이크업을 교대로 받고 오기로 했어요. ], 긍정 텍스트 확률 : 85.48%"
"[행사 전에 낮잠을 재우고자 평소보다 아이를 아침에 일찍 깨웠답니다. 덕분에 아이가 저희가 예상했던 시간에 낮잠을 잤어요. 행사 장소가 더워서 행사시간동안 아이 표정이 좋지 않았지만], 긍정 텍스트 확률 : 69.89%"
"[아이 평소 수면패턴], 긍정 텍스트 확률 : 50.77%"
"[성향을 고려해서 행사 전에 아이가 푹 낮잠을 잘 수 있도록 엄마], 긍정 텍스트 확률 : 79.65%"
"[ 의상은 보통 가족분들이], 긍정 텍스트 확률 : 59.77%"
"[스냅촬영때문에 아이와 엄마], 긍정 텍스트 확률 : 88.01%"
"[미리 순서를 계획하고 당일날 사정에 따라 다르겠지만 언제쯤 갈아입을지도 계획해보시는 것도 좋아요.], 긍정 텍스트 확률 : 90.20%"
"[피팅해볼 수 없다는 불안감이 있지만 충분한 상담을 통해 신뢰를 얻고 계약했는데 받고 만족했었네요. 요즘은 이렇게 ], 긍정 텍스트 확률 : 92.67%"
"[인터넷 대여몰 외에도 블로그], 긍정 텍스트 확률 : 61.38%"
"[ 물론 모든 몰을 신뢰할 수 있다고 말씀드릴 순 없지만], 긍정 텍스트 확률 : 88.59%"
"[잘 알아보시면 싸게 예쁜 의상 대여할 수 있는 곳도 많답니다. 제가 주문한 곳은 구김도 크게 없어 드라이 따로 필요 없이 꺼내서 하루 걸어놓기만 했어요. ], 긍정 텍스트 확률 : 97.11%"
"[주의할 점은 택배로 언제까지 배송되는지 꼭 확인하셔야 해요. ], 긍정 텍스트 확률 : 54.95%"
"[전 돌잔치 전날 배송온다고 했었는데], 긍정 텍스트 확률 : 51.94%"
"[다행히 이틀전에 배송이 왔었어요. 그래서 실수로 배송오지 못한 남편 신발을 다시 당일배송 부탁드릴 수 있었구요. 하지만 돌잔치 전날에 배송이 왔다면 참 난감했겠죠. ], 긍정 텍스트 확률 : 70.87%"
"[적어도 이틀전엔 배송 받을 수 있는지를 확인하세요], 긍정 텍스트 확률 : 70.02%"
"[ 부탁을 드려 섭외하시는 경우도 있어요. 아빠에게 조금 부담이 될 수도 있겠지만], 긍정 텍스트 확률 : 87.15%"
"[ 직접 사회를 보는 돌잔치도 있답니다 ], 긍정 텍스트 확률 : 85.22%"
"[하셔야 해요. 돌잔치 장소에 음향시설이 있는지 다시 한번 체크해보고], 긍정 텍스트 확률 : 76.08%"
"[미리 언제], 긍정 텍스트 확률 : 52.99%"
"[어떤 걸 틀면 되는지 함께 이야기 나누는 게 좋아요.], 긍정 텍스트 확률 : 91.85%"
"[아이 입장 음악], 긍정 텍스트 확률 : 66.74%"
"[생일축하 노래 등], 긍정 텍스트 확률 : 68.61%"
"[생일축하노래터보의 생일축하 노래], 긍정 텍스트 확률 : 85.07%"
"[몇 명 이상 공구할 시에 할인가 등 업체에서 각양각색 가격적 혜택들이 있으니 꼭 미리 알아보시고 계획해두시는 게 좋아요.지인 공구가 어렵다면 맘카페나 를 통해 공구 인원을 모집하시면 되요.답례품 주문시 모바일 초대장이나 답례품 스티커도 무료로 제공해주시는 곳이 많으니 참고해서 알아보세요 ], 긍정 텍스트 확률 : 94.48%"
"[ 답례품 종류는 요즘 너무 다양해서 고민이랍니다. ], 긍정 텍스트 확률 : 77.51%"
"[방향제], 긍정 텍스트 확률 : 57.16%"
"[해당상품 전문 사이트 등 다양한 곳에서 구매할 수 있어요. 답례품 구매시 ], 긍정 텍스트 확률 : 88.86%"
"[아빠의 자율적 선택이랍니다. 다만 답례품을 한 분이 여러개 가져가는 상황이 있으니 참석인원 수보다 여유있게 주문하시는 건 권해드려요.→ 돌끝맘 실제 후기라니네는 처음에 직계가족], 긍정 텍스트 확률 : 64.11%"
"[ 초대장 보내기 ], 긍정 텍스트 확률 : 62.67%"
"[ 돌잔치 초대장은 보통 주 전에 돌리곤 합니다. 요즘은 모바일 초대장이 잘 되어있어 간편하게 만들어 전송할 수 있답니다.제작하는 무료 어플도 있고], 긍정 텍스트 확률 : 61.51%"
"[어른들께 보낼 종이 초대장 몇 개만 주문하여 만드시는 분들도 있더라구요.], 긍정 텍스트 확률 : 81.27%"
"[도움 받을 분 섭외하기 ], 긍정 텍스트 확률 : 52.46%"
"[▼돌잔치 이벤트 상 종류와 추천 이벤트 선물 종류는 아래 링크에서 자세히 확인하실 수 있어요], 긍정 텍스트 확률 : 82.96%"
"[엄마표 돌잔치라면], 긍정 텍스트 확률 : 66.17%"
"[가랜드], 긍정 텍스트 확률 : 50.30%"
"[▼ 아래 링크를 들어가시면 엄마표로 손쉽게 아기대두사진], 긍정 텍스트 확률 : 56.06%"
"[엄마와 아빠가 손님 맞이할 때 ], 긍정 텍스트 확률 : 77.46%"
"[아이 봐주실 분], 긍정 텍스트 확률 : 76.80%"
"[엄마와 아빠 옷 챙겨주실 분], 긍정 텍스트 확률 : 90.22%"
"[이벤트 상품 및 답례품 등 짐을 함께 옮겨줄 분도련님], 긍정 텍스트 확률 : 73.95%"
"[축의금 가방 챙겨주실 분친정엄마과 사전에 약속시간을 잡았었고 전날 다시 확인했어요.], 긍정 텍스트 확률 : 86.81%"
"[ → 돌끝맘 실제 후기행사 당일날 뷔페 직원분께서 음향 담당해주신다고 하셔서 원래 부탁했던 남동생이 아닌 직원분이 담당하셨는데요. 그날 당일에 설명드리니 소통에서 서로 오해가 있었나봐요. 그래서 타이밍에 안 맞게 음악이 튀어나오거나 동영상이 재생되는 경우가 있어 난감했네요...손님들은 그냥 재밌는 해프닝으로 별 생각 없으셨지만], 긍정 텍스트 확률 : 59.84%"
"[준비한 엄마는 속상...ㅠ.ㅠ 당일날 갑자기 역할 체인지는 아무래도 비추랍니다ㅠㅠ ], 긍정 텍스트 확률 : 59.69%"
"[ 예약 재확인 및 전반적인 돌잔치 준비 마무리하기 ], 긍정 텍스트 확률 : 84.00%"
"[ 아이와 돌잡이 연습해보기연습이 필수는 아니에요. 돌잡이 용품을 대여하기로 하셨다면 행사 당일에 처음 돌잡이를 해볼 수도 있으니까요. 그런데 가끔 아무 물건도 잡지 않아 돌잡이 시간이 너무 길어지는 경우들도 있기 때문에 집에 돌잡이 용품이 있다면], 긍정 텍스트 확률 : 84.38%"
"[아빠도 컨디션 조절하기→ 돌끝맘 실제 후기제가 이번에 실제로 목격한 부분인데], 긍정 텍스트 확률 : 90.71%"
"[메이크업 샵에서 메이크업을 받고 있을 때였어요. 돌잔치를 위해 엄마], 긍정 텍스트 확률 : 77.62%"
"[아이가 함께 메이크업 샵에 오신 손님들이 있으시더라구요. 엄마], 긍정 텍스트 확률 : 85.34%"
"[아빠 준비가 얼추 끝나갈 때쯤 아이 아빠분께서 김밥을 사오셨는데 엄마에게 아이가 먹어도 되는 김밥 재료들을 몇 개 물어보시고 먹이셨나봐요. 그런데 알레르기가 일어났는지 아이 몸이 울긋불긋해졌다고 바로 나가셨어요...이후에 어떻게 되었는진 모르겠지만 같은 돌아기 맘으로 걱정되더라구요. 행사 날], 긍정 텍스트 확률 : 80.73%"
"[엄마표 돌잔치라면], 긍정 텍스트 확률 : 66.17%"
"[포토테이블과 돌상 구성 어떻게 배치할지 체크해보기→ 돌끝맘 실제 후기저는 돌잔치 한 시간전부터 보통 스냅촬영이 시작되니까 스케줄이 바쁠 걸 예상하여 미리 포토테이블 모의 세팅해봤어요. ], 긍정 텍스트 확률 : 79.02%"
"[의상대여], 긍정 텍스트 확률 : 55.80%"
"[해보며 마무리 점검하기보통 일 전에 업체에서 미리 확인차 전화를 주시기도 합니다. ], 긍정 텍스트 확률 : 74.20%"
"[ 참석한 손님들께 감사인사 멘트 생각해두기 ], 긍정 텍스트 확률 : 72.86%"
"[→ 돌잔치 인사말 예시 귀한 시간 내어 이렇게 저희 아이 첫 돌을 축하해주심에 진심으로 감사드립니다. 저희에게 주신 사랑 잊지 않고 선한 영향력을 끼치는 아이로 열심히 키우겠습니다. 많은 관심과 사랑 부탁드립니다. 여러분 가정도 늘 평안하시길 바라겠습니다. 식사 맛있게 하시고 저희가 작은 성의로 준비한 답례품], 긍정 텍스트 확률 : 96.48%"
"[가시는 길에 꼭 챙겨가세요. ], 긍정 텍스트 확률 : 65.87%"
"[다시 한번 오늘 귀한 발걸음에 감사드립니다.], 긍정 텍스트 확률 : 92.28%"
"[아이용품], 긍정 텍스트 확률 : 50.77%"
"[배경음원 파일아이 준비물기저귀], 긍정 텍스트 확률 : 50.77%"
"[ 행사 전에 미리 아이 낮잠 충분히 재우기행사 전인 엄마], 긍정 텍스트 확률 : 96.18%"
"[아빠 메이크업 받을 시간에 재우는 게 가장 좋아요.떡], 긍정 텍스트 확률 : 56.00%"
"[이벤트선물 세팅해두기행운의 자리상 줄 거라면 쪽지 미리 숨겨두기], 긍정 텍스트 확률 : 82.21%"
"[사회자분과 충분히 상의하기 ], 긍정 텍스트 확률 : 81.83%"
"[무리한 요구나 난감한 질문이 걱정된다면 행사 당일은 바쁠 수 있으니 사전에 연락하여 부탁드려도 좋아요. 함께 조율하며 엄마], 긍정 텍스트 확률 : 59.96%"
"[돌끝맘이 말씀드리는 일반뷔페에서 엄마표돌잔치할 때], 긍정 텍스트 확률 : 72.92%"
"[혹은 손님들이 행사가 길어져 지루해하시는 게 보인다면 이벤트상에서 이런 상들은 제외하고 짧게 진행해주세요. 아이 키우면서 힘들었던 일 등 이런 질문들은 자제해주세요.이야기하다가 벅차오를 수도 있어서..ㅠㅠ 복돈 걷지 말아주세요. 답례품에 대한 안내멘트 마지막에 꼭 부탁드려요. ], 긍정 텍스트 확률 : 90.42%"
"[돌잔치 행사 전에 너무 덥거나 춥지 않게 실내 온도가 적절하게 맞춰지도록 직원분께 미리 부탁드리기→ 돌끝맘 실제 후기], 긍정 텍스트 확률 : 63.78%"
"[저희 아이는 돌잔치 행사동안 한복을 입고 있었는데 실내가 더워 아이가 표정이 계속 안 좋았어요. 스냅사진에서 웃는 사진 마지막에 겨우 건졌네요. 행사 진행중인 상황이라 저도 더웠지만], 긍정 텍스트 확률 : 74.01%"
"[받자마자 축의금 챙기는 걸 사전에 부탁드렸던저는 친정엄마 분에게 갖다드리세요. 그 분께 미리 ], 긍정 텍스트 확률 : 54.69%"
"[을 주셔도 좋아요 ], 긍정 텍스트 확률 : 67.97%"
"[돌반지나 선물들은 이름이 쓰여있지 않은 경우가 있어 나중에 받고 보면 헷갈릴 수 있으니], 긍정 텍스트 확률 : 75.24%"
"[가족분이 선물 챙겨 메모 적어놔주시면 나중에 주신 분 까먹을 일 없이 편했어요. ], 긍정 텍스트 확률 : 54.38%"
"[→ 돌끝맘 실제 후기전 다 챙겼다고 생각했는데 뷔페에서 무료로 제공해주셨던 생일축하 케이크를 놓고 왔더라구요...ㅎㅎㅎ나오시기 전에 한번 더 둘러보세요 ], 긍정 텍스트 확률 : 95.35%"
"[ 끝나고 참석해주신 분들께 감사 인사 돌리기전화 혹은 문자→ 돌잔치 답례문자 예시 ㅇㅇ의 첫 생일파티에 참석해주셔서 감사합니다 진심어린 축하로 저희 아이의 첫 돌이 빛날 수 있었습니다. 문자로 먼저 감사 인사 드립니다. 진심으로 감사드립니다. ㅇㅇ가 밝고 건강하게 잘 자라서 세상의 밝은 빛이 될 수 있도록 더 많이 노력하는 부모가 되겠습니다. 감사합니다아...혹], 긍정 텍스트 확률 : 99.90%"
"[저 곳에서 정보를 많이 얻었는데 대략적인 스케줄에 대한 정보는 이게 보기 편했어요. 제 포스팅 보고 또 궁금하신 것 있으신 분들은 아래 링크 들어가셔서 돌잔치 단계별 타임 스케줄 보셔도 좋을 것 같아요 ▼▼▼ ], 긍정 텍스트 확률 : 66.14%"
"[제가 적어두지 않으면 새까맣게 까먹는 스타일이라 당장 내년에 동서가 돌잔치 물어보면 아무 생각이 안 날 것 같아서 ...ㅋㅋㅋㅋㅋ아직 제 친구들은 미혼이라 친구들이 나중에 돌잔치에 대해 정보 물어보면 진짜 기억력 빵점이라 아무 도움이 안 될 것 같아 포스팅해둡니다ㅋㅋㅋㅋ], 긍정 텍스트 확률 : 95.30%"
"[일단 첫째맘들은 돌잔치 어떻게 준비해야 할지 처음에 막막하니 조금이라도 도움이 되셨으면 좋겠다는 마음이기도 하], 긍정 텍스트 확률 : 81.63%"
"[누군가에게는 도움이 되셨으면 좋겠네요 ], 긍정 텍스트 확률 : 62.17%"
"[이 글을 보시는 모든 분들의 아가들 첫 돌을 축하드립니다♥], 긍정 텍스트 확률 : 98.76%"
"[그리고 이웃님들께서 많이 궁금해해셨던 부분ㅋㅋㅋㅋ], 긍정 텍스트 확률 : 58.45%"
"[스냅사진 받으면 더 많이 올릴게요ㅎㅎㅎ 축하해주신 분들], 긍정 텍스트 확률 : 91.23%"
"[모두 감사드립니다 ], 긍정 텍스트 확률 : 84.87%"
"[탈 없이 이만큼 건강하게], 긍정 텍스트 확률 : 59.60%"
"[ 더욱 노력하는 엄마가 될게. 생일 축하하고 사랑해.], 긍정 텍스트 확률 : 68.71%"
"[ 직장이랑 집이 다 근처인데 저도 송파 고은빛 가야겠어요ㅎㅎ 다음주중에 방문 예정인데 저도 친구추천좀 ㅎㅎ그리고 좋은 정보 많이 부탁드려요 인데 축복이지만 급 아이가 생겨서 무지 그 자체에요], 긍정 텍스트 확률 : 99.83%"
"[이번주 방문 예정인데 친구 추천좀 부탁드려도 될까요], 긍정 텍스트 확률 : 67.73%"
"[쪽지로 보내 드릴께요], 긍정 텍스트 확률 : 70.58%"
"[보라보라이번주 첫방문인데 저도 친구추천 부탁드려요너무 떨리네요], 긍정 텍스트 확률 : 59.90%"
"[쪽지 드렸어요], 긍정 텍스트 확률 : 66.13%"
"[보라보라감사합니다♡], 긍정 텍스트 확률 : 84.51%"
"[안녕하세요 후기 잘 봤어요 저도 병원을 고은빛으로 옮기려고 하는데요 지인추천 부탁드리겠습니다], 긍정 텍스트 확률 : 73.59%"
"[ 앗 바느질같이했던 왈왈이 엄마시구나저기억하시려나한방맘인데ㅎㅎ], 긍정 텍스트 확률 : 92.44%"
"[ㅋㅋ기억나쥬순산하셨다고 들었어유ㅎㅎㅎ], 긍정 텍스트 확률 : 72.29%"
"[ 크흐... 역시 조영언니...👍🏻👍🏻너무 고생많았어요 고마워용☺☺☺☺😆], 긍정 텍스트 확률 : 87.37%"
"[조사 굿굿 수고 많았어욧], 긍정 텍스트 확률 : 62.21%"
"[완성된 기저귀케익 사진도 찍고 가져가시는 모습보니 너무너무 뿌듯하더라구요오늘 저희들 역시도 너무 즐거웠습니다.산모님 전화 주셔서 꼭 성함과 연락처 한번 알려주세용], 긍정 텍스트 확률 : 99.87%"
"[너무즐거웟어요 기저귀케이크만드는것도 새로웟고 음식도 너무맛있엇어요이름과 연락처는 다음주 병원갈때 알려드려도될까요?어디에알려드려야하나요??], 긍정 텍스트 확률 : 60.12%"
"[이나엄마에공말씀 너무 감사합니당다음주에 오실때 층 상담실에 말씀 꼭 해주세용ㅎㅎ], 긍정 텍스트 확률 : 92.43%"
"[우큐ㅠㅠ 너무귀여워요], 긍정 텍스트 확률 : 98.81%"
"[화질 좋으네요], 긍정 텍스트 확률 : 88.39%"
"[아이폰으로 뷰티플러스라는 어플로 찍었던 사진이랍니다ㅎㅎ 이쁘게 나와서 자주 애용하고 있는 어플이예요], 긍정 텍스트 확률 : 75.53%"
"[대박ㅋㅋ잘찍으셧네요], 긍정 텍스트 확률 : 98.02%"
"[감사합니다], 긍정 텍스트 확률 : 84.51%"
"[넵 감사합니다.메일과 톡 드렸습니다.], 긍정 텍스트 확률 : 93.26%"
"[ 와아상세후기 너무 잘 봤어요. 디큐브발레 재밌겠네요], 긍정 텍스트 확률 : 97.71%"
"[ 추운데 오시느라 고생하셨어요ㅜㅜ다른 프로그램도 많이많이 참여해주세요 ㅎㅎㅎ], 긍정 텍스트 확률 : 86.75%"
"[간단히 외출하거나 소풍갈때도 소품 담아서 이동하기 좋은 스토리지캐디예요 글라디올님 유용하게 사용하시길 바랄께용], 긍정 텍스트 확률 : 98.19%"
"[앙팡드림너무 유용하게 사용할수 잇을것 같아요소풍갈때나 여행갈때 간단하게 들고다녀야겟어요 ㅋㅋ 감사합니다], 긍정 텍스트 확률 : 93.16%"
"[넘 이쁩니다기저귀넣기 딱이다요], 긍정 텍스트 확률 : 88.62%"
