"[ 열심히 검색해서 착한성분에 리틀트윅보단 조금 비싸지만 그래도 가격만족도 되는 제품을 바로 구매했습니다.브랜드 인데요 오가닉 제품으로 구성된 베이비 파우더 입니다. ], 긍정 텍스트 확률 : 74.04%"
"[아기들의 등에 닿는 부분에는묽은 변도 새지 않게 잡아주는 안심 샘 방지 포켓이 있어서묽은 변을 자주 보는 백일 전 아기들에게 특히 유용하겠더라고요.우리 둘째는 완모 중인데도 변을 일에 한 번 많이씩 보는 아기였는데ㅎㅎㅎㅎ 로리처럼 양이 많은 아기들에게도 좋고요 ], 긍정 텍스트 확률 : 97.10%"
"[기저귀 떼기 전 최소 두 돌], 긍정 텍스트 확률 : 55.11%"
"[ 하기스 네이처메이드 오가닉 기저귀를 아기기저귀로 추천하게 되면서 제가 느낀 좋은 점을 더 보여드리고 싶은 마음에 타사 기저귀랑 비교를 해봤는데요.예전에 샘플로 받았지만 잘 사용하지 않아 몇장 남은 기저귀가 있어서 비교해보았어요.의 커피를 양 기저귀 모두 부었을 때는 사실 큰 차이를 느끼지는 못했어요.물이 닿자마자 거의 비슷하게 흡수가 되었고], 긍정 텍스트 확률 : 66.30%"
"[ 그런데 흡수 후에 보이는 모습이 조금 차이가 났어요하기스 오가닉 코튼 커버는 흡수층에 흡수가 완전히 되었고], 긍정 텍스트 확률 : 67.15%"
"[ 그리고 하기스 기저귀가 시트 안쪽도 궁금한 마음에 잘라보았는데요 ], 긍정 텍스트 확률 : 53.03%"
"[ 흡수층이 한 면으로 되어있는 게 아니라 세 파트로 나누어져 있더라고요.이런 구조는 기저귀가 무겁게 축 처지는 걸 방지해주고 세 군데로 무게를 나누어 가져가기 때문에 특히나 뒤뚱뒤뚱 막 걸음마를 하는 아기들에게 무게에 대한 부담감을 줄여줄 수 있어요. ], 긍정 텍스트 확률 : 87.23%"
"[ 한 달 전까지만 해도 완모를 하면서 새벽에 두세 시간마다 깨서 먹고 잤는데요ㅠㅠ개월이 되면서 이제는 밤에 모유를 먹든], 긍정 텍스트 확률 : 67.11%"
"[ 노란색에서 파란색으로 찐하게 바뀐 소변 표시줄 보면 밤새 잘 자고 잘 쌌구나 싶어서 기특해요궁디 팡팡 뽀뽀 쪽쪽 해주는 순간이랍니다 ㅎㅎ ], 긍정 텍스트 확률 : 88.92%"
"[ 부드럽고 통기성 좋은 기저귀를 찾는다면 저는 하기스 네이처메이드 오가닉 코튼 자신 있게 추천해드려요.안감 성분 또한 유기농 순면 와 시어버터 함유 로션이기 때문에 타사 기저귀들과 비교가 되고요.에어매쉬 소재라서 통기성 좋고], 긍정 텍스트 확률 : 96.40%"
"[피부에 닿는 면적이 적은것 또한 사용하다 보니 더 만족스럽더라구요.이러한 이유들로 특히 신생아 기저귀로 더더욱 추천하는 아기기저귀 ], 긍정 텍스트 확률 : 98.25%"
"[ 저도 앞으로의 육아의 모든 순간에 함께할 기저귀로 정했어요.특히나 걸음마를 시작하는 감격의 순간이 기대되네요이 리뷰는 해당브랜드로부터 소정의 원고료와 제품을 지급받아 솔직하게 작성된 후기입니다. ], 긍정 텍스트 확률 : 99.93%"
"[오늘 소개해줄 제품은 뚜근뚜근뚜근], 긍정 텍스트 확률 : 56.12%"
"[ 우리 아이들이 제일 많이 신경쓰인는것그리고 제일많이 필요한것먹는것도 중요하지만 입는것도 중요하지요기저귀.], 긍정 텍스트 확률 : 75.64%"
"[좋은 제품이 나왔다기에제가 먼저 휘리릭 소개하려 합니다], 긍정 텍스트 확률 : 57.54%"
"[ 감사합니다오늘 사용해볼하기스네이처메이드 오가닉 코튼커버밴드 ×매직팬트팬티형 샘플 도 같이왔어요 ], 긍정 텍스트 확률 : 92.76%"
"[소재는 더욱 편안하게자연과 아이], 긍정 텍스트 확률 : 61.40%"
"[편안하게 어느것 하나도 놓치고 싶지 않은 부모의 마음을 담았습니다 ], 긍정 텍스트 확률 : 70.30%"
"[ 우리 채민 둘째 지금개월 중형단계 왔어요팬티는 한단계 업해도되는데], 긍정 텍스트 확률 : 67.83%"
"[우리아기 허벅지가 남다르다면], 긍정 텍스트 확률 : 54.48%"
"[ 하하하하 얼른 줄께 ㅠㅠㅠ 좀 줘봐 ㅠㅠㅠ], 긍정 텍스트 확률 : 83.07%"
"[ 안심 샘방지샘 방지 포켓으로 묽은 변도 새지 않게 잡아준데요밴드를 들추니 한번더 밴드로 잡아주고있어], 긍정 텍스트 확률 : 63.01%"
"[묽은변도 많은양의 소변도 걱정없겠드라구요], 긍정 텍스트 확률 : 55.78%"
"[ 우리이쁜 궁디를 보호해주는 리얼 유기농 순면기저귀 하기스 네이처메이드 오가닉 이번에도 잘 부탁해요 ], 긍정 텍스트 확률 : 98.70%"
"[ 생후 개월 문구 보자마자우리아들 정상이구나 싶으면서잘 관리해줘야겠다 싶었다 ], 긍정 텍스트 확률 : 52.89%"
"[ 클레멘스는 사용 용도도 다양해서다양하게 활용했다 .?기저귀발진크림기저귀발진크림 으로도 사용 가능해서 .?멀티밤멀티밤 으로 불린다처음엔 아가 팔뚝 접히는 부분이발갛게 올라와서 슥슥 발라줬다 ], 긍정 텍스트 확률 : 63.03%"
"[ 그리고 침 흘리면 그 주변에 발라주니쏙 가라앉았다 ], 긍정 텍스트 확률 : 51.32%"
"[ 목욕하고나면꼭 발라주는 클레멘스 ], 긍정 텍스트 확률 : 65.88%"
"[깐깐하기로 소문난 미국 농무부인증원료 재배수확가공까지 전 과정을 까다롭게 심사을 받아 유해 물질과 잔류 농약 걱정 없는 안전한 유기농 제품이예요...무려 .유기농 인증원료 함량 .라고 합니다.... ], 긍정 텍스트 확률 : 71.16%"
"[호호바 오일 등이 전하는뛰어난 보습력 을 느낄 수 있는유기농 멀티 밤.향도 자극적이지 않으면서 바르는 느낌도 좋고 등급이라 안전하기까지해서 .신생아부터 성인까지 전연령이 안심하고 바를수 있어요...특히 저희 아이는 피부가 예민하고 보습을 잘 해주어야하는데 .안전한 등급의 제품인데다 바르고난 후 반응도 빨라서 가렵지 않다고 해서 너무 좋아요.찌니 등원시에 옷을 여러겹입히고 목수건을 도톰하게 두르는 편이라 등에땀띠가 잘나요.그래서 그런지 등을 자주 긁어 딱지도 앉을때가 가끔 있고 가렵다고 긁어달라고 할때가 있는데 이 제품을 쓰고나서는 등이 가렵다고 하지 않아요.보습도 잘되고 가지 유기농 성분들이 피부를 진정해주고 보습을 촉진해주나봐요... ], 긍정 텍스트 확률 : 51.74%"
"[ ......등이 건조해서 자주 긁는 아이에게 알티아오가닉스 아기밤을 발라주니 가렵지않다고 말을하며 발라줄때 좋아했어요향도 은은한 향이라 너무 좋아요. ], 긍정 텍스트 확률 : 84.25%"
"[ ..오늘은 유해물질과 잔류 농약 걱정이 없는 유기농인증을 받은 알티야 오가닉스 아기멀티밤을 소개해드렸어요. ], 긍정 텍스트 확률 : 73.61%"
"[ .다시 정리 하자면 ..불가리아 로즈벨리에 위치한 알티아 오가닉스 농장에서 유기농으로 재배한 원료를 사용해 생산된 제품으로 깐깐하기로 소문난 미국 농무부 인증원료재배], 긍정 텍스트 확률 : 55.53%"
"[팔꿈치 보습에도 탁월하고 .목욕할때 소량 덜어내어 목욕하면 보습력에도 탁월하고 .머리부터 발끝까지 갈라지고 거칠어진 피부에도 정말좋아요..보습력과 피부보호력이 좋아서 제가 사용해본 결과 찌니의 기저과 발진], 긍정 텍스트 확률 : 99.33%"
"[ 붉어진 엉덩이에도 탁월하고 빠른 효과를 보여요. 등쪽 목뒤 부분이 자주 건조해져서 긁는 버릇이 있는데 땀띠도 잘나요. 그럴때도 발라주면 긁는 것이 확실히 줄어들어요....피부가 많이 건조하고 신경을 좀 안쓰면 붉어지는 우리 아이 기저귀 쪽 도 완화에 탁월한 제품이라 정말 강력추천 드리고 싶어요. ], 긍정 텍스트 확률 : 87.45%"
"[ 평가표도 있어서각각 써본 후 정리해서 비교해보기 좋을것 같더라구요 ], 긍정 텍스트 확률 : 81.73%"
"[.?보솜이프리미엄디오가닉보솜이프리미엄디오가닉 단계공용피부친화 오가닉 코튼 커버라고 하니그냥 왠지 안심하고 쓸수 있을 것 같아요.흡수력 등은 무난한 편이었어요.허리 날개부분이 좀 뻣뻣하다고 느껴졌는데이걸 탄탄하게 받쳐줘서 좋다는 분들도 있었네요. ], 긍정 텍스트 확률 : 79.83%"
"[.?보솜이리얼코튼보솜이리얼코튼 단계 여아여아용이라 그런지 사랑스러운 핑크색 무늬.체감상 디오가닉이랑 그리 큰 차이는 못느꼈어요.아마도 소재에서 차이가 있겠죠? ], 긍정 텍스트 확률 : 77.26%"
"[원산지 논란도 있길래 패스했어요. ], 긍정 텍스트 확률 : 61.97%"
"[연휴가 끝나고 바로 보내주셔서 금방 당첨 선물을 받아볼 수 있었어요. . 요렇게 핑크핑크한 택배봉지 에 임신축하선물이 담겨 집으로 배송이 온답니다. ], 긍정 텍스트 확률 : 52.00%"
"[. 두근두근 설레이는 마음으로 개봉을 해보았어요.. ], 긍정 텍스트 확률 : 67.63%"
"[손싸개 죠 . 요 손싸개가 위에 있는배냇저고리와 같은 세트 네요 베이지색 얼룩 무늬 똑같죠? . 손싸개는 첫째둘째 아기때 가장 유용하게 잘 썼던 용품 중 하나였어요 그래서 더 반갑더라고요ㅎㅎ .. 그리고 파란색], 긍정 텍스트 확률 : 99.86%"
"[아기양말. 산모교실을 다니면서 여기저기서 받은 신생아 양말들이 꽤 모였어요.. 그런데 이 양말은 신생아용보다 조금 큰 사이즈라 오히려 더 좋더라고요. 잘 보관했다가 아이 세 정도에 신기면 딱 좋을 것 같아요 .], 긍정 텍스트 확률 : 83.41%"
"[ 거즈 손수건와이즈콜린 스카프빕 . 역시 신생아때 가장 많이 사용하는 ], 긍정 텍스트 확률 : 69.62%"
"[손수건. 아기 입도 닦아주고 목에도 둘러주고], 긍정 텍스트 확률 : 53.17%"
"[스카프빕 . 제가 아이들을 키울 땐 요런 스카프빕이 흔치 않았답니다. 아이가 감기에 걸렸거나 찬바람을 막아주는 용으로 그냥 조금 큰 손수건 같은 걸 목에 둘러주곤 했어요 . 그런데 요즘은 손수건보다 훨씬 사용하기 쉽고], 긍정 텍스트 확률 : 50.17%"
"[모양도 이쁜 스카프빕들이 많이 나와 주변 아기 엄마들이 사용하는것을 많이 봤어요 . 저도 요즘 엄마들 트렌드에 맞게 잘 사용할 수 있겠네요ㅋㅋ ], 긍정 텍스트 확률 : 87.99%"
"[하트미역 산모식 미역국에 필수 . 어쩜 이렇게 예쁜 하트모양으로 미역을 만들어서 판매하실 생각을 하셨을까요? 아까워서 어떻게 먹죠?ㅎㅎ . 선물을 주시는 분의 마음이 느껴져 더 따뜻한 미역국이 될 것 같아요 . 유통기한도 넉넉해서 더 좋네용 ], 긍정 텍스트 확률 : 92.33%"
"[ 피셔프라이스 항균면봉. 이것도 넘 맘에 드는 선물입니다. . 아기 목욕 후 귀나 콧구멍을 면봉으로 살살 닦아줘야해서 꼭 필요한 필수 준비용품 중 하나였는데], 긍정 텍스트 확률 : 97.94%"
"[아직 구매하지 못한 저에게 넘 반가운 물품이네요ㅎ . 개 나 들어있어 꽤 오랫동안 사용할 수 있을 것 같고], 긍정 텍스트 확률 : 83.48%"
"[휴대용 물티슈 . 역시 오가닉이 씌여있으니 안심하고 우리 아기들에게 사용할 수 있는 베이비 전용 물티슈랍니다 ], 긍정 텍스트 확률 : 90.25%"
"[공갈젖꼭지 같은 아기용품 담을 때도 아주 유용하게 쓰일 것 같아요 . 거기에 이쁜 그림까지 새겨져 있어 아이들이 밋밋한 지퍼백보다는 훨씬 좋아할 것 같아용 . 크기는 어른 손바닥 정도 되는 사이즈랍니다.], 긍정 텍스트 확률 : 61.94%"
"[구강티슈. 사용연령세 . 스팀멸균 처리가 되었다니 우리 아기들에게 안전하게 사용할 수 있는 구강티슈네요 . 저희 아이들 어렸을 때 마이비에서 나온 치약과 젖병세정제를 줄곧 사용했었는데], 긍정 텍스트 확률 : 91.92%"
"[이렇게 구강티슈까지 나오는 줄은 몰랐네요. 역시 믿고 사용할 수 있는 회사 제품인것 같아요. ], 긍정 텍스트 확률 : 67.14%"
"[도어안전락 이네요 . 창문을 자주 열어놓게 되는 봄], 긍정 텍스트 확률 : 65.21%"
"[가을에 간혹 바람이 세게 불어 문이 쾅 닫히는 경우가 있죠.. 어른들도 그 소리에 놀라는데], 긍정 텍스트 확률 : 75.77%"
"[신생아들은 더 크게 놀라니 조심해야할 것 같아요. . 그리고 아기들이 기거나 걷기 시작하면 문틈에 손이 끼이는 사고도 자주 일어나니 더욱 필요한 용품이네요. . 이런 것까지 세심하게 고민하셔서 임신축하선물에 넣어주시다니 대단하세요 ], 긍정 텍스트 확률 : 90.71%"
"[ 종 모두 다 너무 유용한 제품들로만 임신박스 가 꾸려져있어요 . 아마 어떤 분이 받으셔도 굉장히 기분 좋은 선물이 될 것 같아요. . 저역시 월에 태어날 꿀떡이를 위해 하나하나 감사한 마음으로 잘 사용하겠습니다 . 이상으로 제 회 잇츠마미 임신박스 후기를 마칠께요 .. 제회 잇츠마미 임신박스는], 긍정 텍스트 확률 : 99.10%"
"[월 일 까지 신청을 할 수 있답니다. 모두모두 신청해보세요 ... .. ], 긍정 텍스트 확률 : 58.11%"
"[...? 잇츠마미...? 임신박스...? 잇츠마미임신박스...? 신생아...? 임신...? 선물...? 축하박스...? 임신축하선물...? 무료배송...? 물티슈...? 후기...? 늦둥이셋째맘 ], 긍정 텍스트 확률 : 73.88%"
"[ 이제 태어난지 일 정도된신생아우리 여름이가 쓰고 있는신생아기저귀인프리미엄 천연 유기농오가닉 기저귀애플크럼비 기저귀 를 소개해드릴게요지인을 통해서 알게 된 신생아기저귀프리미엄 천연 오가닉유기농 기저귀애플크럼비 를 사용해보니 정말 괜찮더라구요❁우리아이가 사용하는프리미엄 천연 유기농오가닉 기저귀애플크럼비 기저귀 사용후기를 소개 해볼게요◡ ], 긍정 텍스트 확률 : 94.66%"
"[ 우리 여름이가 쓰고 있는 신생아기저귀인프리미엄 천연 오가닉유기농 기저귀애플크럼비 기저귀는천연 유기농 성분 으로염소는 물론 여러화학물이 무첨가되었고친환경 천연 유래성분을 사용해서자연분해가되어 환경도 보호 한다니더 믿음이 가는신생아기저귀였어요쿠팡], 긍정 텍스트 확률 : 57.37%"
"[ 우리 여름이는 산후조리원에서는 하기스를 쓰고], 긍정 텍스트 확률 : 65.50%"
"[ 우리 여름이가 쓰고 있는 신생아기저귀인프리미엄 천연 오가닉유기농 기저귀애플크럼비 기저귀 패키지 겉에기저귀 사용방법이 그림으로 나와있어서초보맘도 손쉽게 사용 할 수 있어요 ], 긍정 텍스트 확률 : 83.52%"
"[ 신생아가 사용하기 좋은프리미엄 천연 오가닉유기농 기저귀애플크럼비 기저귀는목마모양이 정말 귀엽고 이뻐요 ], 긍정 텍스트 확률 : 54.95%"
"[ 매끄러운 코튼 면을 사용해서 만들어서흡수력이 좋아 밤새 한장으로 괜찮아요 ], 긍정 텍스트 확률 : 80.56%"
"[ 애플크럼비 기저귀 파우치 도 함께 왔는데너무 이뻐서 나중에 나갈때기저귀 넣어서 들고다니려구요 ], 긍정 텍스트 확률 : 94.16%"
"[그래서 이번에 자극 받은 아기 피부를 진정시켜주는 ...? 클레멘스베이비밤 을 알게되어 사용해보려 합니다. ], 긍정 텍스트 확률 : 78.56%"
"[ 전성분유기농원료로 만들어신생아부터 온가족이 함께 사용할 수 있는...? 천연화장품 이에요. ], 긍정 텍스트 확률 : 79.31%"
"[ 화장품 전성분을 알 수 있는 화해 어플이에요.유해성분이 하나도 들어있지 않아안전한 화장품이에요. ], 긍정 텍스트 확률 : 95.36%"
"[...? 클레멘스베이비페리오랄밤 은아기 벌레 물린 곳건조한 곳기저귀 발진접히는 부분침독으로 가렵고 불편한 곳에매일 수시로 발라주면 좋아요. ], 긍정 텍스트 확률 : 91.67%"
