"[휴대용 유모차기내반입 유모차와이업 올뉴지니 ], 부정 텍스트 확률 : 89.07%"
"[ 캐노피를 사용하지 않을 때에는 젖혀두면이렇게 시야가 확보되어서아이가 무얼 하는지 한 눈에 바로 보여요.저는 휴대용유모차를 쓰면서 불편했던게앞보기만 되기 때문에 아이가 무얼하는지확인하기가 어려웠던거였거든요.캐노피를 모두 접었을 때에 아이가 무얼하는지한 눈에 보이니까 넘넘 좋았어요ㅎㅎ ], 부정 텍스트 확률 : 99.79%"
"[ 거기다가 캐노피 윗면에는 비밀이이렇게 지퍼를 열면 ], 부정 텍스트 확률 : 93.04%"
"[ 캐노피가 더 길어져요휴대용유모차 중에서 시트를 도에 둔 상태에서캐노피가 이렇게 다 내려오는 건 못본듯요원단 자체가 자외선차단도 되니까한여름에도 사용하기에 딱 좋죠 ], 부정 텍스트 확률 : 99.44%"
"[ 유모차 등받이 각도 조절은 스트랩과 레버 타입두 가지로 나뉘는데요두 가지를 다 써본 결과 스트랩은 바로 바로각도 조절이 어려워 불편하더라구요.와이업 올뉴지니는 레버로 도부터 도까지총 단계로 조절할 수 있어요.아이가 잠들었거나 누워 있고 싶어할 때에는 도로], 부정 텍스트 확률 : 98.73%"
"[뒷쪽 모두로 각도 조절이 가능해요.휴대용유모차를 폴딩할 때에는 뒷쪽으로 넘겨시트 안에 숨겨두고], 부정 텍스트 확률 : 95.55%"
"[블랭킷], 부정 텍스트 확률 : 53.29%"
"[ 이렇게 핸들링도 짱짱기저귀가방에 장바구니에도 짐을 잔뜩 넣어 다니는데도손목이나 팔에 힘이 들어가지 않고부드럽게 주행이 가능허더라구요ㅎㅎ ], 부정 텍스트 확률 : 88.54%"
"[ 와이업 올뉴지니는 시트 높이 자체가 높은 편이에요.백화점 나들이를 마치고 근처에 있는예쁜 카페에 갔는데 하이체어가 없더라구요ㅜㅜ다른 곳을 가야하나? 했는데 날씨가너무 추워서 이동하기도 힘들구ㅜㅜ그래서 일반 의자를 치우고 올뉴지니를테이블에 붙였어요. ], 부정 텍스트 확률 : 91.36%"
"[ 제품만을 제공받아 작성하였습니다 ], 부정 텍스트 확률 : 53.57%"
"[소프트블랙], 부정 텍스트 확률 : 53.29%"
"[스페이스블랙 세 가지 색상이 있는데 소프트블랙은 회색], 부정 텍스트 확률 : 50.34%"
"[스페이스블랙은 남색이 약간섞인 느낌의 검정색이더라구요. 저는 회색성애자이기 때문에 소프트블랙으로 구입했어요ㅋㅋ...... ......? 본문 이미지제가 와이업올뉴지니 휴대용유모차를 선택한 이유는 여러가지가 있는데요. 일단 각도 조절이 등받이 레버를 당기는 방식이었고], 부정 텍스트 확률 : 61.03%"
"[단 조절이 가능한데 완전히 뉘어지는 도], 부정 텍스트 확률 : 65.81%"
"[등받이를 세우면 시트 뒤에 간이수납이 가능한 공간이 있어요. ...... ......? 본문 이미지...... ......? 본문 이미지...... ......? 본문 이미지또 마음에 들었던 건 와이업올뉴지니 휴대용 유모차는 완전히 누운 도 각도에서도 거의 바까지 내려오는 풀차양이 가능하다는 점], 부정 텍스트 확률 : 95.31%"
"[메쉬 창이 차양막에 뚫려 있어서 마주보기가 불가능한 휴대용 유모차임에도 차양막을 씌웠을 시 아기가 뭘 하는지 들여다 볼 수 있다는 점이에요.그런데 유모차는 무엇보다 핸들링이 가장 중요하겠죠. 집이나 백화점], 부정 텍스트 확률 : 79.63%"
"[마트 등은 워낙 길이 매끄러우니 당연히 좋고], 부정 텍스트 확률 : 58.33%"
"[바퀴가 훨씬 작기 때문에 작은 턱을 못 넘어갈 때도 있죠. 하지만 디럭스 유모차의 번거로운 폴딩 언폴딩과 차에 싣고 내릴 때 힘겨움을 생각하면 이건 단점도 아니고 너무 당연한 것이라 생각해요....... ......? 본문 이미지와이업올뉴지니 휴대용 유모차가 배송이 와서 처음 시승식을 하는데 아기가 유모차를 이렇게 좋아하는 모습은 처음 봤어요. 특히 바를 굉장히 좋아하더라구요. 기존 유모차는 바였는데 묶여있기 싫어하는 아기다 보니 위험하지 않은 길에서는 안전벨트를 풀어줄 때가 많았는데 아무래도 바는 많이 불안해 보여서 안전벨트를 하지 않았을 때 좀 더 안전해 보이는 바가 있는 휴대용 유모차를 선택했는데요], 부정 텍스트 확률 : 73.07%"
"[안전벨트도 점식이라 안전에 정말 신경 썼다는 느낌을 받았어요. 아 그리고 아기를 내릴 때 버튼 하나 눌러 간단하게 바를 접어주고 내릴 수 있으니 걸리적거리는 것도 없어서 좋네요. 곧 며칠 앞으로 다가온 제주도 여행도 기내반입 휴대용 유모차 와이업올뉴지니와 함께 신나게 다녀올 수 있을 것 같아요], 부정 텍스트 확률 : 72.58%"
"[ 엘솔은 유모차중량이 거의 키로에 육박했는데 올뉴지니무게는 키로정도다상대적으로 가볍고 폴딩했을때 셀프스탠딩까지 가능], 부정 텍스트 확률 : 87.10%"
"[셀프스탠딩 가능], 부정 텍스트 확률 : 53.29%"
"[캐리폴딩상태로 한손으로 바퀴끌고 이동가능], 부정 텍스트 확률 : 75.72%"
"[장바구니 확장형], 부정 텍스트 확률 : 53.29%"
"[등받이 각도 다양], 부정 텍스트 확률 : 67.17%"
"[등받이 조절 레버], 부정 텍스트 확률 : 67.17%"
"[단 풀차양막], 부정 텍스트 확률 : 90.69%"
"[프레임은 알루미늄], 부정 텍스트 확률 : 52.97%"
"[ 안전벨트는 점식 점식 둘다 가능], 부정 텍스트 확률 : 76.42%"
"[안전바는 바 형식이고 소재가 가죽 ], 부정 텍스트 확률 : 93.14%"
"[ 가격은 온라인몰 어디서 사든 똑같은듯 ], 부정 텍스트 확률 : 89.71%"
"[ 원그래서 와이업 스마트스토어에서 구입했음 네이버페이충전으로 천원 포인트 받고스토어찜쿠폰으로 천원 할인받고 옵션으로 유모차 가방걸이고리천원 추가해서 총 ], 부정 텍스트 확률 : 58.40%"
"[ 원 결제 색상은 소프트블랙으로 주문했다], 부정 텍스트 확률 : 65.35%"
"[.?올뉴지니내돈내산후기올뉴지니내돈내산후기.?올뉴지니실제구입후기올뉴지니실제구입후기 ], 부정 텍스트 확률 : 98.73%"
"[ 주문하고 진짜 빨리옴ㅋㅋ성격 급하니까 빨리받고싶어서 쿠팡에서 주문할까 하다가 쿠팡은 후기이벤트 안해준다고 그래서 일부러 네이버스토어로 샀쥐그래도 배송 이틀만에 옴], 부정 텍스트 확률 : 76.42%"
"[ 아고 거꾸로 찍혔넹키로 이하까지 태울 수 있고개월개월까지 사용 가능 ], 부정 텍스트 확률 : 84.72%"
"[ 식판도 포함된 구성이였당 식판은 바 뽑고 그자리에 꽂아서 사용하는 방식임 ㅋ직접보니 잘안쓸듯이유식먹는 어린아기들은 유용하게 쓸듯하다 ], 부정 텍스트 확률 : 55.18%"
"[ 이런식으로 발받침을 안으로 접어야 그나마 작더라능 ], 부정 텍스트 확률 : 99.26%"
"[ 기본구성으로 유모차], 부정 텍스트 확률 : 72.04%"
"[유모차식판], 부정 텍스트 확률 : 72.88%"
"[컵홀더], 부정 텍스트 확률 : 53.29%"
"[ 다리가 긴 개월 아기라서 유모차에서 누웠을때 다리가 좀 많이 튀어나오는데 올뉴지니는 길이가 긴편인듯? 발만 좀 튀어나오더라이점은 엘솔보다 좋았음], 부정 텍스트 확률 : 88.61%"
"[.?올뉴지니폴딩올뉴지니폴딩 며칠 뒤 유모차를 끌고 외출을 해보았다근데 폴딩에서 엘솔이랑 너무 비교되서 마음에 안들었음... 이유를 정리해보자면], 부정 텍스트 확률 : 57.28%"
"[ . 폴딩하기전에 등받이각도를 최대한 눕혀야됨....그리고. 티바를 안쪽으로 접어야되고 . 폴딩하고 나서 발받침을 안으로 넣어야됨 . 그리고 결정적으로 폴딩했을때 엘솔보다 커보임... 아니 큰듯... 높이가 높은게 확실 ], 부정 텍스트 확률 : 96.22%"
"[ 번은 생략해도 되는 부분이긴하나 생략하면 접었을때 진짜 대박큼 단으로 접었을때 크기에서 단으로 접은크기 정도?심지어 레버도 뻑뻑해... 이건 쓰면 쓸수록 부드러워진다고 하니.. 뭐 일단 패스그래도 뭔가 더 할일이 많아지고 번거로워져서 한숨 푹푹 나온다 ㅎㅎㅎ게다가 휴대용에서 중요한..폴딩했을때의 크기도 더 커져서... 괜히 샀나 바로 후회했었다 ㅠㅠ전보다 가벼우면 뭐해 큰데 ㅠㅠ하지만 빼꼼이는 유모차가 편한지 아쿠아리움에서 구경하는 내내 유모차에서 내리길 거부하더라], 부정 텍스트 확률 : 92.86%"
"[ 등받이각도가 거의 도정확히는 도라서 전보다 꼿꼿하게 앉을 수 있다는 점은 좋은듯그런데 엉덩이에서부터 허벅지까지의 시트폭이 좀 좁아보이더라발받침을 위로 올리면 좀 편해보이는데 내리면 좁아서 좀 불편해보임 내눈에는], 부정 텍스트 확률 : 83.76%"
"[ 바 간격을 전보다 넓혔다는데 전에는 얼마나 좁았단걸까 ㅠㅠ근데 올뉴지니후기 찾아보면 다 너무 찬양글 밖에 없어서내가 너무 유난인가 싶고요? ], 부정 텍스트 확률 : 59.02%"
"[ 스페이스블랙], 부정 텍스트 확률 : 53.29%"
"[ 애쉬그레이 세컬러중에 엄청 고민하다가 고른 색상인데젤예쁘고 시크하고 그런듯 스페이스블랙이 첨에 맘에 들었는데 후기 보니까 옛날에 유행하던 블루블랙 염색 같아서 별로더라그리고 여름에는 애쉬그레이가 또 괜찮을거같아서 엄청 고민했는데...결론은 또 블랙임ㅋㅋ 그래도 잘고른듯 아직 유모차가 익숙치않아서 지나가면서 보면 올 예쁨 한다는], 부정 텍스트 확률 : 69.09%"
"[ 컵거치대도ㅋㅋ 무광블랙으로 유모차랑 어울림 시크해 ], 부정 텍스트 확률 : 62.83%"
"[ 안전벨트가 점식], 부정 텍스트 확률 : 73.42%"
"[ 세로공간은 좀 좁아보이지만가로공간은 또 넓다 그래서 전보다 가로공간은 여유로워졌음], 부정 텍스트 확률 : 75.77%"
"[ 이만큼이나 남는다는 옆에 토토친구애착인형도 태워다녀도 되겠어융], 부정 텍스트 확률 : 50.57%"
"[ 유모차시트 뒤에 옷을 넣어둔 저공간이 좀 커서급하게 꺼내고 넣을 가벼운 짐들 넣기에 편함], 부정 텍스트 확률 : 90.93%"
"[ 그리고 차양막을 다 걷으면 위에서 아이가 뭐하고있는지 잘보임아 차양막 다 내리면 거의 다 가려짐 거의 핸들바 바로위까지 가려지더라그래서 애가 유모차에서 잠들었을때 좋을듯], 부정 텍스트 확률 : 91.21%"
"[ 장바구니는 똑딱이자석이 붙은 확장형 장바구니라서물건 넣고빼기 편하고 좋더라는 근데 브레이크는 좀 작은편이라서 아쉬움 빠르게 착 착 이게 안됨. 무슨느낌인지 아실런지?더듬더듬... ㅊ.. ㅊ 착 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ], 부정 텍스트 확률 : 96.88%"
"[ 그리고 방향전환 테스트도 해보았는데바퀴가 약간 뜨는 현상이 있었다 실내나 잘깔린 야외도로에서의 주행은 전혀 문제가 없겠지만 턱이 있거나 빠른 방향전환이 필요한 주행에는 약간 무리가 있음], 부정 텍스트 확률 : 75.71%"
"[아주 오랜만에 블로그를 켰더니], 부정 텍스트 확률 : 54.46%"
"[새로운 버전이 적응이 안되서 어렵다.. 나란 올드한 ㅠㅠ아기를 키우다보니 그냥 저절로 멀어진 블로그요즘에는 또 인스타를 더 많이 하다보니 더 그런 것 같기도.이번에 휴대용 유모차를 구입했는데], 부정 텍스트 확률 : 80.29%"
"[방풍커버를 받기위한 노력이랄까.. 오랜만에 블로그에 접속하게 만들어준 ㅋㅋㅋ그래도 최대한 솔직하게 적어봐야지. ], 부정 텍스트 확률 : 94.36%"
"[ 와이업 올뉴지니는 휴대용유모차], 부정 텍스트 확률 : 89.07%"
"[기내반입 유모차 라고 검색하면 상위에 뜨는], 부정 텍스트 확률 : 58.45%"
"[인기 많은 유모차인 것 같다. 사실 많이 찾아보고 산 건 아니어서.. 일단 평점이 높아서 끌렸다.. .이었나.우리집 아기는 지금 개월인데], 부정 텍스트 확률 : 76.14%"
"[유모차 거부가 심한편이라고 나는 생각한다이어서 왜 그럴까 고민하다가 푸쉬카는 또 잘탄다는 점..혹시 앉은 자세의 문제는 아닐까 생각이 들었다. 호기심천국인 아이라 앉아있는 걸 좋아하는데 원래 사용하고 있는 제품은싸이벡스 미오스앉히면 최소각도로 해놓아도 기대누워있는 느낌이랄까.그래서 올뉴지니가 가장 끌린 이유 중 하나가 도 각도로 바른자세를 만들어준다는 것이었다. 아이가 유모차 거부가 심한 편이고원래 푸쉬카도 안타다가 신기하게 개월 넘어가니 푸쉬카는 또 얌전히 잘타줘서 고마웠는데 이제 너무 추워져서미니쿠퍼는 바람막이도 없다는ㅠㅠ 못태울 것 같아서 와이업 올뉴지니를 사게 된 것도 있다.그냥..너무 무거워서 안고다니기는 허리가 나갈 것 같으니.. 뭐라도 희망을 걸고싶었던.. ], 부정 텍스트 확률 : 99.99%"
"[ 싸이벡스 조립할 때는 꽤 걸렸던 것 같은데..이건 그냥 바퀴 두개만 꽂으니 끝원래 바가 꽂혀있는데], 부정 텍스트 확률 : 97.16%"
"[아직까지사용 일차ㅋㅋㅋ 나에게 최고 장점은 식판같다.떡뻥이나 군것질거리 등등 간식을 좋아하는 아기라서 그나마 유모차 태울때는 먹을 거를 주는데], 부정 텍스트 확률 : 94.11%"
"[식판이 없는 유모차를 썼을 때는가다가 멈춰서 간식 꺼내주는 걸 계속 반복해야 했었는데식판에 담아주니 번거로움이 없다는 것 예근데 많이 먹고 배부르면 이것도 무용지물이겠지ㅠㅠ ㅋㅋㅋ바 대신 식판을 꽂아놓았을 때의 단점은 안전벨트 착용시키기가 좀 불편하다는 것. 이정도는 감수 할 수 있어여..식판은 사랑식판 꽂고도 폴딩되는 건 더 럽], 부정 텍스트 확률 : 87.97%"
"[ 올뉴지니의 또 다른 장점 중 하나는 풀 차양막맨 끝쪽에 지퍼 열어서 차양막을 끝까지 내리면 진짜 바까지 내려온다는 거.이거는 풀차양막 안써본 사람들에게 더 와닿는 장점 같다. 기존 거는 아기 잘때 차양막 다 내려도 틈이 있어서 천이나 옷 같은 걸로 덮어줘야했었는데이건 그러지 않아도 되니 좋은 것 같다. 유모차에 달아놓은 핸드머프이것도 내돈내산ㅋㅋㅋ는 추워지기 산건데잘샀다고 생각하는 아이템 중 하나 장갑끼면 핸드폰할 때나 아이 잠깐 봐줄때 꼈다뺏다 하기 번거로운데 요건 그냥 손만 쏙 집어넣으면 되니 겨울 추천템.. 아직 태워본 건 하루 밖에 안되서 좀 더 태워봐야알겠지만], 부정 텍스트 확률 : 99.59%"
"[가성비 좋은 제품인 건 맞다고 생각하는데단점 중 하나는 손잡이 각도 조절이 안된다는 거?기존 사용하던 제품이 손잡이도 각도 조절이 되서 손목이 편했어서 그런지처음 딱 잡고 끌었을 때 느꼈던 거였다. 어랏 손잡이는 고정인가.이건 뭐..나에게만 느껴지는 단점일 수도. 그리고 나는 키가 정도 인데도 요 제품이 좀 높다고 느껴졌다는 거.원래 사용하던 제품의 영향이 있을 수도 있어서..키가 작으신 분들은 매장가서 확인해보고 구매하시는 게 도움이 될듯 싶다.], 부정 텍스트 확률 : 77.44%"
