"[ 쌍둥이유모차 즉시할인역대가특가 엄선해 보았습니다 인기상품은 조기 품절되니 유의하시구요.특가 추천 상품중에 득템해 보세요 품 구매리뷰후기는 아래 링크로 들어가세요 ▼.. ], 긍정 텍스트 확률 : 78.15%"
"[ 둘째 안고 있음 첫째가 싫어할 수 있다는 말에 아에 처음부터 유모차에서 키웠어요.첫재는 업고 안고 있었더라는 ㅎㅎㅎㅎ 그런데 어느날부턴가 첫째가 자기가 아가를 재우고 싶다더군요.이후로는 거실에 살금 살금 다니면서 첫째가 유모차 끌어주던 것이 아직까지 지속되고 있어요.누나가 끌어주는걸 좋아하는건 지금도 마찬가지. 둘이 그러고 있음 진짜 너무나 예쁘답니다], 긍정 텍스트 확률 : 98.33%"
"[만약 제가 아가를 또 낳게 된다면 이걸로 선택할 것 같아요.디자인 예쁘고 핸들링도 좋은데다 프리미엄 디럭스라 안정감도 좋거든요.영국에서 사랑받는 이유를 알겠더군요. ], 긍정 텍스트 확률 : 90.69%"
"[원주와 청주], 긍정 텍스트 확률 : 62.66%"
"[그리고 양산은 직원이 직접 배송을 해주고방문과 수거], 긍정 텍스트 확률 : 62.22%"
"[그리고 까지 전부 해준대요. 완전 대박이죠.애기 키우면서 내가 가져가서 맡기고 택배 부치는것도 일인지라 이런 서비스들은 정말 고마울 따름이에요. ], 긍정 텍스트 확률 : 99.50%"
"[ 밀어보고 끌어보면서 실컷 만지작거리다가 내가 이거 보러 온게 아닌데 하면서 다른 곳으로 자리를 이동했어요 ㅎㅎ이번에 시댁 모임을 저희 집 근처에 있는 워터파크에서 하기로 했는데 동서네가 애기가 아직 어려서 짐이 많아요. 그래서 제가 분유는 준비할테니 싸오지 말라고 했거든요. 먼데서 오니까 물 싸오기가 어려울 것 같아서요. 그런데 보니 여기 액상분유가 있네요. ], 긍정 텍스트 확률 : 80.24%"
"[ 이탈리아 프리미엄 액상분유로 휴가철이나 외출 할 때에 사용하기 편리하다는데 저 역시 액상을 사용해보니 정말 편하더라고요. 그래서 이거 어떠냐고 물어보니 안그래도 지난번에 받아서 한번 먹여봤는데 잘 먹더래요. ], 긍정 텍스트 확률 : 78.93%"
"[ 아무리 좋다 해도 애기가 안먹으면 말짱 도루묵이잖아요 챙겨갔는데 안먹으면 발 동동구르며 그 사태를 어쩔꺼야. 그래서 물어봤더니 다행히 잘 먹는다고 ㅎㅎ 그래서 냉큼 선택했어요. 이건 호불호가 갈리는 스타일은 아니고 대부분의 아이들이 잘 먹는거 같다고 하면서 조동 모임에 한 엄마가 샘플받았다고 가져온걸 나눠 먹었는데 다 잘 먹는다고 담부터 이거 준비해야겠다 했었다네요. ], 긍정 텍스트 확률 : 95.77%"
"[ 이탈리아산 원유만을 사용하고 매일 새롭게 짜낸 신선한 원유 맛을 살렸대요.균형잡힌 영양설계를 통해 소화흡수도 잘 되고요 회사 자체가 년 전통을 갖고 있대요. 난 왜 이런게 있다는걸 몰랐을까 우리 애들 분유 먹을때에도 있었다면 참 좋았을텐데 싶었죠. 조카 연령에 맞는 단계를 선택했어요. ], 긍정 텍스트 확률 : 99.90%"
"[ 알마드마미아이베베 라이트핏 힘시트캐리어도 볼 수 있어요.와], 긍정 텍스트 확률 : 89.00%"
"[이거 시원하고 편해보인다 하면서 봤는데 이거더라고요. 덮개 오픈하고 등받이도 오픈해서 완전 시원하게 변신 그래서 처음에는 못알아봤어요.엄마랑 붙어있으면 아가가 얼마나 덥겠어요. 안고 있는 엄마도 열이 후끈후끈 오르니 말이에요. 요거 하나면 사철 시원하고 따뜻하게 이용할 수 있어서 참 좋겠어요. 전 여름용은 따로 썼었거든요. ], 긍정 텍스트 확률 : 96.79%"
"[ 그 외에 젖병 건조기도 보고 범퍼침대도 봤어요. 내가 애 낳을것도 아닌데 구경이 어찌나 재미있는지 시간가는 줄 몰랐네요.출산용품 매장에 진짜 오랜만에 오는데 젖병건조기들도 어찌나 디자인이 세련되고 예뻐졌는지 구경하는 재미가 쏠쏠해요. ], 긍정 텍스트 확률 : 97.91%"
"[그리고 줄리안까지 모두 살펴보았어요. ], 긍정 텍스트 확률 : 72.99%"
"[ 예때를 구매할 경우 아까 보았던 오브맘을 증정한다길래 더 솔깃하긴 했어요 ㅎㅎ어차피 구매할거 기왕이면 사은품까지 챙기면 좋으니까요. ], 긍정 텍스트 확률 : 70.13%"
"[ 같이 간 언니는 출산이 얼마 남지 않아서 자꾸 디럭스를 봐요. 나는 디럭스가 너무 좋드라 이러면서요 ㅎㅎ전 절충형을 보러 간거라 줄리안을 유심히 살펴보았죠. ], 긍정 텍스트 확률 : 62.72%"
"[ 제로니모는 디럭스와 절충형의 장점을 쏙쏙 모아놓았어요.바퀴는 절충형 같아 보이지만 시스템은 디럭스와 동일해요. 디자인이 예쁜건 예때 공통이고 아무래도 기술력 좋은 독일에서 만든거라 잘 만들었더라고요. 독일차가 명품이듯 윰차 역시 명품이네요 ], 긍정 텍스트 확률 : 96.80%"
"[ 양대면도 가능해서 한번 해보았어요.디럭스가 이렇게 슬림하고 작다니 조금 충격.제껀 진짜 어마무시하게 크고 부피도 많이 차지했었거든요. ], 긍정 텍스트 확률 : 62.02%"
"[이거면 딱 좋겠다 싶더라고요. 만나면 보여주려고 사진 찍었어요. 돌선물 미리 주는셈 치고 시부모님이랑 나눠서 선물해주면 어쩔까 했는데 지금 할인중이라 가격도 괜찮아서 저 혼자 선물해도 부담 없을것 같더라고요. 가격도 착해], 긍정 텍스트 확률 : 80.36%"
"[기능 훌륭해 계속 만지작 거리는 이유가 있어요. ], 긍정 텍스트 확률 : 93.67%"
"[ 그래도 우선은 내꺼 보러 온거니까 하면서 후딱 제껄 살펴봅니다.원래는 지미 보러 간거에요. 친구가 사용하는데 진짜 좋고 편하다고 추천해줬거든요.근데 막상 가보니 제 시선을 사로잡고 마음을 빼앗은건 줄리안이에요.], 긍정 텍스트 확률 : 87.13%"
"[ 이거 어떻게 접는거냐고 여쭤보니 사장님이 와서 시범을 보여주셨어요. 한손에 볼펜든 채로 뚝딱 하고 접는데 완전 빠르고 쉽게 졉혀서 깜짝 놀랐죠.우산접는거랑 비슷하더라고요.손잡이부분이 접히니까 폴딩했을때 폭까지 좁혀져서 더 콤팩트해요. ], 긍정 텍스트 확률 : 85.45%"
"[ 게다가 접었을때 셀프스탠딩이 가능해서 시트가 바닥에 닿지 않으니 시트를 항상 깨끗하게 사용할 수 있는 것도 마음에 쏙 들었어요. 지금 이건 등받이를 내린 상태에서 접어서 그래요. 원래는 세운 상태로 접었어야 하는데 넘 쉽게 접힌다며 바로 접었더니 이런 부분은 디테일하게 신경쓰지 못하고 접어버렸네요. 여기서 중요한건 셀프스텐딩이 된다는 것 ], 긍정 텍스트 확률 : 98.64%"
"[ 게다가 핸들링도 예술이에요. 역시 독일에서 만들어서 주행안정감이 뛰어나다며 감탄을 금치 못했죠.제가 이렇게 열정적으로 보고 있는 와중에도 같이간 언니는 계속 디럭스에 꽂혀서 저를 쳐다도 보지 않았지만요. 이 언니], 긍정 텍스트 확률 : 84.54%"
"[ 다시 펴는 것 또한 완전 초스피드.게다가 등받이 조절은 디럭스랑 똑같아요. ], 긍정 텍스트 확률 : 71.21%"
"[ 손으로 눌러서 가볍게 당기니 부드럽게 풀려요. 이렇게 끈과 버클로 각도를 조절하는 방식의 다른 브랜드를 써봤는데 그땐아이가 누워있어서 힘이 가해졌을때에 살짝 문제가 되었었는데요], 긍정 텍스트 확률 : 74.46%"
"[ 절충형이지만 바퀴가 볼베어링 시스템이 적용되어있는건 충격이었어요. 이게 적용되어있는거랑 그렇지 않은 것을 바로 끌어보면 어떤게 더 좋은지 확실히 느낄 수 있는데요], 긍정 텍스트 확률 : 97.85%"
"[전 자동차를 워낙 좋아해서 자동차구조와 시스템 같은걸 많이 공부했었는데 그때 지식이 윰차 고를때 많이 사용되었었거든요 ㅎㅎ 그런데 얜 진짜... 박수가 절로 나와요. 절충형에 서스펜션 적용된거 진짜 엄청 좋은거에요.휴대용 꺼리게 되는 이유가 말그대로 막대기 연결해서 천 얹어놓고 수레바퀴 같은거 달아서 무게는 줄이고 애는 앉는데 달구지와 별 다를바 없는 그런거잖아요 근데 얘는 절충형이고 볼베어링 적용된 바퀴로도 모자라서 바퀴와 본체 사이에 충격흡수하는 장치를 달아서 주행하면서 도로에 있는 요철이나 유격에도 아이 몸에 충격이 전해지는 것을 줄여주는거에요. 왜], 긍정 텍스트 확률 : 98.50%"
"[흔히들 머리흔들림 이런거 이야기 많이 하잖아요. 근데 이건 머리 흔들림은 물론이고 몸 전체에 가해지는 충격까지 줄여주는거죠. 쉽게 설명이 되었을까요? ], 긍정 텍스트 확률 : 60.22%"
"[ 게다가 코어컨트롤까지 완벽하다는거.뒤로 나자빠지는 휴대용 한번 끌었다가 난리난 후로 특히 신경쓰고 있는 부분이 중앙으로 무게 중심이 잘 잡히는건지인데요얜 절충형이라 그런지 프레임 자체가 아래쪽으로 힘이 쏠리는 안정감있는 각도로 만들어졌어요. 전복 될 위험을 최소한으로 줄였다는 말씀.독일차들이 그런걸 참 잘하잖아요 빨리 달려야 하니 속도가 높아질 수록 아래로 무게중심이 향하게 되어서 바닥에 착 달라붙는 느낌으로 달리는거. 얘가 딱 그렇게 만들어졌어요. 물론 윰차 끌고 달릴껀 아니지만 아이가 타고 있는데다 물건을 적재하는 경우가 많아서 무게중심은 굉장히 중요해요. ], 긍정 텍스트 확률 : 70.93%"
"[ 오늘 진짜 장바구니 가득 담기도 했고 브랜드를 한 자리에서 한꺼번에 비교해보면서 기술 진짜 좋아졌다고 감탄에 감탄을 연발했던 날이에요. 건후유모차 보고 이쁘다고 꺅꺅 거리다가 주행안정성 때문에 놀라고 예떼 보면서는 역시 대박이라며 박수까지 쳤답니다 ㅎㅎ애가 이제는 좀 커서 저렴이로 고르려다가 가격차이는 크지 않은데 성능차이는 크게 나서 줄리안을 마음이 쏠렸는데요], 긍정 텍스트 확률 : 97.26%"
"[애초에 예상했던 예산보다 살짝 오버되어서 남편과 상의하려고 우선은 집에 왔어요. 남편 역시 자동차를 무척 좋아하니 제가 먼저 설명하지 않고 함께 가서 우선 끌어보라 하면 바로 어떤게 좋은지 알것 같아요. 내 아이에게는 보다 안전하고], 긍정 텍스트 확률 : 93.91%"
"[마누라에게는 보다 편한것을 사용하도록 하고 싶어하는 사람이라 분명 줄리안 사라고 할거 같아요 ㅎㅎ 에그유모차 보면 셋째 갖자고 하는거 아닌가 몰라요 헤헷쇠뿔도 단김에 빼라고 오늘 당장 같이 보러 가기로 했답니다. 어차피 사용하는거 빨리 사는게 그만큼 오래 쓸 수 있으니 이득이니까요.출산준비 하시는 분], 긍정 텍스트 확률 : 77.62%"
"[저처럼 애들이 커서 단계에 맞는거보고 싶으신 분들은 한번에 여러개 브랜드 비교해볼 수 있는 베이비플러스로 방문해보세요], 긍정 텍스트 확률 : 86.87%"
"[맘베에 이어서 코엑스베이비페어도 다녀왔지요 일부러 첫 날에 방문했는데 우와우와 사람이 느므느므 많아요 깜짝놀랬네 증말... 첫째 임신하고부터 키우는 년동안 이런 재미를 못느끼다가 둘째 낳고 더 잘 다니고 있어요. 박람회때 필요한 용품들을 저렴하게 살 수 있으니 이건 기회잖아요 눈으로 비교해보고 만져보고 살 수 있으니 얼마나 좋아요 지난 주], 긍정 텍스트 확률 : 99.11%"
"[맘베에서는 쓰윽 둘러보았고], 긍정 텍스트 확률 : 66.05%"
"[이번에는 맘먹고 사기로했던것들 알아보고 구입하러 왔지요 제가 사는 청라에서 코엑스까지 정말 먼...거리지만... 전 뚜벅이지만.... 껌딱지 둘째가 있어서 이지만.. 전 갑니다 아침부터 부랴부랴 준비해서 출발 ㅋㅋ], 긍정 텍스트 확률 : 96.45%"
"[ 만 개월 아기인 우리 둘찌 꼬율이에요제가 아침에 분유 딱 먹이고 졸려하는거 살짝 깨우고 그러고 아주 완벽한 계산 속에서 시간 이상 걸리는 지하철을 탔는데], 긍정 텍스트 확률 : 92.94%"
"[ 지하철 타고 가는 중에 옆에 덩치 좀 있고 살짝 우락부락 무섭게 생긴 아저씨가 타서 혹시 무서워하지 않을까 생각했는데 내가 무서웠나?ㅋㅋ], 긍정 텍스트 확률 : 72.75%"
"[아기를 너무너무 사랑하고 예뻐하시는 분이었나봐요. 꼬율이를 보시고 눈에 하트가 뿅뿅 막 웃어주시고 다양한 표정을 보여주시니 꼬율이가 웃고 또 웃고 계속 웃고 ㅋㅋㅋㅋㅋㅋㅋ웃는인형이야뭐야 ㅋㅋㅋㅋ 낯가림 도 없는 너란 아기....... ], 긍정 텍스트 확률 : 89.70%"
"[맘베에서도 눈여겨보고 박람회가격를 기억하고 있다가], 긍정 텍스트 확률 : 81.66%"
"[맘먹고 주문하러 왔습니다. 코엑스 베이비페어 알집매트 부스 현장이에요. 와 진짜 사람들 너무너무 많은거 있죠... 국민매트답게 여기에도 사람 저기에도 사람 사람에 치입니다 ㅋㅋㅋㅋ 알집매트 부스는 홀위치하고 있습니다 ], 긍정 텍스트 확률 : 51.44%"
"[ 제가 알집매트 범퍼침대를 둘째 낳고 지금 매우 잘 사용하고 있기때문에 더 눈여겨보고 특가 할인을 기다리고 있었거든요. 저희 집 아이 놀이방을 제대로 정리하면서 매트가 필요해서 이번 기회에 박람회가로 살 생각으로 작정하고 온 이 곳 ㅋㅋㅋ 이미 맘베에서 착한가격을 보고 왔기때문에 발걸음 가볍게 왔습니다. 코엑스 베이비페어 알집매트 에서는 박람회 특가 판매중이에요. 전시상품을 할인판해하기도하구요. 무엇보다 궁금했던 다양한 매트들을 직접 만져보고 올라가보고 비교해볼 보실 수 있답니다. 게다가 이번에 나온 신제품을 체험해 볼 수 있어서 더 특별했네요.맘베에선 안보였는데? 역시 코엑스에도 오길 잘했쒀....ㅋㅋㅋㅋ ], 긍정 텍스트 확률 : 90.86%"
"[ 흐흐흐 베이비페어에서 빠지면 섭섭한 방문이벤트첫번째로 코엑스 베이비페어 알집매트 구입하시는 분들 프린스사이어하트 젖병건조대를 ], 긍정 텍스트 확률 : 63.00%"
"[ 원에 구입하실 수 있구요이거는 조기품절 도리 수 있으니 스피드가 중요합니다. 괜찮은 제품이라 곰방 없어질 수 있어요 두번째로 인스타그램 팔로워 하시면 시원하고 맛있는 비타민음료를 받으실 수 있어요. 팔로우하는거 초도 안걸리잖아요. 모두 궈궈 하시고...사람많고 돌아다니느라 힘든데 비타민음료 하나씩 챙기시길 바랍니다. 넵 물론 저도 챙겼습니다 하하핫], 긍정 텍스트 확률 : 84.10%"
