"[ 정말 오랜만에 포스팅으로 인사드리네요..블로그 포스팅 못하는동안고객님들께서 정말 많은 문의를 주셨는데 항상 감사드립니다.고객님들의 많은 문의 속에서분명 매입문의 문자], 긍정 텍스트 확률 : 83.59%"
"[ 원하루에 백만원이상 쓰는갑부 코스프레를 했지만...매우 만족스런 출산용품베페 쇼핑이였습니다 ], 긍정 텍스트 확률 : 64.43%"
"[햇살같은 너우와 너무 좋네요.채팅드릴게요. 감사합니다.], 긍정 텍스트 확률 : 99.11%"
"[혹시 불발되면 저도 줄서 볼께요], 긍정 텍스트 확률 : 64.53%"
"[ 드림완료 인가요?날짜가 많이 지나서], 긍정 텍스트 확률 : 54.82%"
"[만원대 후반이었던거 같아요], 긍정 텍스트 확률 : 75.55%"
"[절충형이고용 핸들링도 나쁘지 않아요저는 양대면 바꾸기 쉬운걸 제일 우선으로 해서 저거 삿어요 디럭스 처럼 묵직한 느낌은 없는데 어차피 일 지나서 태워서 절충형으로도 충분했었어용], 긍정 텍스트 확률 : 69.83%"
"[챗 드렸어요], 긍정 텍스트 확률 : 66.13%"
"[ 네 맞아요 한국에선 유럽 유모차가 유행이죠 저도 처음엔 유럽산 태우다가 점점 가벼운거 위주로 가더라구요스토케는 못써봤네요 ㅎㅎ 아쉽지만 갠찮습니다], 긍정 텍스트 확률 : 84.39%"
"[보상판매 사랑합니다완전 잘 하셨습니다. 전화해보길 정말 다행이네요 안 그랬음 닦다가 성질만 버렸을듯요 ㅎㅎㅎ 육아에 관한 유용한 정보는다른 분들이 알려주시는걸루 ㅎㅎ], 긍정 텍스트 확률 : 95.62%"
"[저 증말 사랑합니다..요새 자동차도 그렇고 의도치 않게 일본제품으루만 구매하게 되는데 제품의 질도ㅠ그렇고 사후 서비스들이..캬..정말 한국도 좋은제품 많지만 여러모로 좀 더 분발해야겠다ㅜ생각했습니다 박부장님은 쇼핑 정보 주시는 것만으로도 항상 감사하답니다 ㅎㅎ], 긍정 텍스트 확률 : 99.06%"
"[그러니깐요 어차피 사야되는 유모차..한 개도 아니고 두개 정말 저렴하게 사서 완전 하루종일 행복했답니다에어가 가볍다니 정말 잘 산 것 같아요 ㅋㅋㅋ], 긍정 텍스트 확률 : 92.17%"
"[만원 만원...가격도 좋은데 사진상 제품도 너무 좋아보이네요..ㅎㅎ 득템입니다.], 긍정 텍스트 확률 : 99.74%"
"[네 저도 정말 놀랐어요 어차피 살거 완전 저렴하게 초 득템입니다 ㅎㅎㅎ], 긍정 텍스트 확률 : 99.11%"
"[네 잘 자라고는 있는데 제가 너무 오랜만에 아기를 만나서 머리가 백지 상태입니다 집에 돌아가면 둘째도 있는데..벌써부터 걱정입니다 ㅜㅜ], 긍정 텍스트 확률 : 95.34%"
"[가능해요ㅎㅎ], 긍정 텍스트 확률 : 76.14%"
"[저도 지금 디럭스쓰는데.휴대용으로는 타보 눈여겨 보고있어요 ㅎㅎ 컴팩트하게 접히는게 맘에드네용], 긍정 텍스트 확률 : 95.43%"
"[ 이면 괜찮아요], 긍정 텍스트 확률 : 94.40%"
"[즤집 첫째가인데 타요. 조금 작긴하지만요ㅋ], 긍정 텍스트 확률 : 71.86%"
"[슈라 말씀이신가요? 전 슈라팔고 타보로 정착중입니다요ㅎㅎ], 긍정 텍스트 확률 : 58.70%"
"[워킹맘과아들아이공 글쓰신지 오래된걸 보지도 않고 여쭷는데 답글 감사합니다 ㅠ], 긍정 텍스트 확률 : 73.74%"
"[ 유니유모차 살아이도 타는데 충분하더라고요폴딩도 쉬워서 잘쓰구있어요], 긍정 텍스트 확률 : 94.07%"
"[전 유니랑 요야랑 계속 고민중인데 디자인이 유니가 좀더 이쁜거같아요ㅋ바구니도 큰거같구 핸들링이랑 폴딩 진짜 좋나용?ㅎ], 긍정 텍스트 확률 : 99.31%"
"[ 소중하고 자세한 정보 감사합니다 도움 많이 되겠네요 팁 금액도 저랑 비슷하시네요], 긍정 텍스트 확률 : 95.74%"
"[상세하고 깔끔하게 정리해주셨네요...고맙습니다..], 긍정 텍스트 확률 : 54.82%"
"[상세한 후기 감사해요 저도 크림슨 가는데 도움이 많이 되었어요], 긍정 텍스트 확률 : 96.89%"
"[몽키트리에서 어떤거 사셨는지? 꼭 추천하는 상품도 있으실까요? 그리고 당일 엑베랑 전자렌지를 저도 요청해야 되는데... 뭐라고 해야될지? 영어는 도 못해서..ㅠㅠ 좀 알려주세용], 긍정 텍스트 확률 : 51.88%"
"[저랑 거의동선이 ㅋㅋ여기에전 솔레아추가였어요 ㅎㅎ아프리카도 픽업비 왕복페소ㅠㅠ 거진음식값이였죠 ㅠㅠ 담엔 잇츠명동시켜보세요 전 한식중 잇츠명동이제일맛있엇어요 ㅎㅎ], 긍정 텍스트 확률 : 94.31%"
"[조아요♡], 긍정 텍스트 확률 : 88.39%"
"[크림슨 내일 가는데 좋은 정보네요 감사해요], 긍정 텍스트 확률 : 97.27%"
"[좋은정보 감사해요 ], 긍정 텍스트 확률 : 95.26%"
"[ 좋은 정보 감사합니다잘 해결되셔서 다행이에요], 긍정 텍스트 확률 : 99.06%"
"[감사합니다 기분좋게 해결되서좋아요], 긍정 텍스트 확률 : 97.06%"
"[맞아요. 이래서 정가로 사는 맛이 있는 듯요. 서비스 참 만족했어요. 전화비가 좀 나왔지만요], 긍정 텍스트 확률 : 51.87%"
"[네 가깝고도 먼나라 일본인 것 같아요.정품 사는 문화는 이렇게 만들어지는건데 말예요... 한국은 비싸게 사면 바보취급 받고.. 정품 유통으로 사도 제대로 된 서비스 못 받는 경우 많잖아요...], 긍정 텍스트 확률 : 62.61%"
"[좋은정보 감사해요.], 긍정 텍스트 확률 : 94.54%"
"[ 헉 저 이 고민 어제부터 했는데ㅜㅜ 개월이라 가끔 태워야 제가 살거같아서요 안 갖고 가도 되겠네요 저도 혼자서 데려갈려니 어쩌나 했는데 감사합니다👍👍], 긍정 텍스트 확률 : 99.58%"
"[네 혼자 데려가실땐 손도 모자라고... 혹시라도 계단나오면 ㅠㅠ 전 우리나라에서도 윰차가지고는 대중교통 안타요ㅋㅋㅋㅋ], 긍정 텍스트 확률 : 98.01%"
"[감사해요 덕분에 고민해결됐어요], 긍정 텍스트 확률 : 77.92%"
"[상세한 답변 감사해요짐바구니 작은거야 감안하려고 했고], 긍정 텍스트 확률 : 91.81%"
"[수호맘용암핸들링이 편하다니 좋네요 역시 청주 오프라인 매장에서 찾아보긴 어렵나 보네요 이번에 베페에두 아프리카 유모차는 없겠죠...?답변 감사해요], 긍정 텍스트 확률 : 92.33%"
"[ 혹시.. 오래된 글이지만 아이가 지금도 잘타고있는지 궁금하네요 저희아이가 개월 키 키로인데 버스이용이 많아서 고민중입니다 잠들면 발이 끌리진않을지도 걱정이에요], 긍정 텍스트 확률 : 99.81%"
"[쏘쏘지금사도 앞으로 년은 더탈수있을까요? 답글 감사드려요], 긍정 텍스트 확률 : 52.92%"
"[지금살인데 아직도 가끔타요근데 무게가있다보니 핸들링이좀 떨어죠요], 긍정 텍스트 확률 : 93.10%"
"[쏘쏘도움많이 되었어요 정말감사합니다], 긍정 텍스트 확률 : 95.40%"
"[맞아요가전제품이나 가구같은건 왠만하면 매장에서 사려고해요인터넷 최저가 고집하다가 몇번 낭패본적이있어서 잘 해결되서 다행이에요대한항공은 쫌 맘에 안드네요 ㅠㅠ], 긍정 텍스트 확률 : 72.78%"
"[ 우와 축하드려요 오늘 보람 요가 못갔는데 요가 수업 들으시군요 저도요 더 반갑네요], 긍정 텍스트 확률 : 70.65%"
"[감사합니다 요가 수업들으신다니 저도 더 반갑습니다오늘은 호흡수업이었는데 담주는 근력수업한데요담주에 뵈요], 긍정 텍스트 확률 : 90.45%"
"[축하드려요], 긍정 텍스트 확률 : 66.13%"
"[감사합니다 ], 긍정 텍스트 확률 : 84.51%"
"[우아 축하드려요 튼튼이꺼라 튼튼한 유모차가 왔네요], 긍정 텍스트 확률 : 60.61%"
"[감사합니다아들인데 딱 파란색으로 튼튼한 유모차가왔어요. 혜미맘도 편안한밤 보내세요], 긍정 텍스트 확률 : 93.34%"
"[축하드려요예쁜아기 태우고 날좋은날 산책다니셔용 ㅎㅎ우선은 순산이 먼저이시니 좋은생각 좋은날만 되셔욤], 긍정 텍스트 확률 : 95.46%"
"[좋은 말씀 감사합니다태경맘도 늘 좋은일만 있으시길 바래요], 긍정 텍스트 확률 : 99.76%"
"[유모차 당첨 축하드려요], 긍정 텍스트 확률 : 66.13%"
"[감사합니다], 긍정 텍스트 확률 : 84.51%"
"[아 이렇게 말씀하시니 아프리카에 쏠리네요ㅋㅋ답글 감사합니당], 긍정 텍스트 확률 : 94.74%"
"[무조건 가벼운게 최고라 생각합니다.아무리 이쁘게 접어도 아이 델고 들고 다니긴 ㄷㄷㄷ.키로 있는데.. .키로 다시 알아봐요 ㅠ], 긍정 텍스트 확률 : 99.77%"
"[저도 이왕이면 디자인보다 실용적인걸로요 키로 차이가 엄청나더라구요 저도 휴대용으로 아주가볍고 기내반입되는걸로 장만했에요], 긍정 텍스트 확률 : 97.92%"
"[다른거 다제껴두고 무게 가벼운걸로 아프리카매지컬에어 사서 잘사용하고 있어요. 기내반입이나 부피작은게 중요점이면 요요가 좋을듯하고], 긍정 텍스트 확률 : 91.57%"
"[일본 가니 엄마들 아프리카 엄청 밀더라구요 ㅋㅋ 인기있는데 이유 있을 고같아요], 긍정 텍스트 확률 : 96.27%"
"[유모차 모두 아프리카 쓰는데요 엄청 만족하고 잘 쓰고 있어요 아프리카 제품 잘 만드는 것 같아요], 긍정 텍스트 확률 : 92.11%"
"[ 꺄ㅑㅑㅑㅑㅑ악 아가 너무 귀여워요♡♡앞보기 가능한 휴대용 유모차라 저도 갖고 싶은데 ㅜㅜ 휴대용 윰차가 있어서 또 사지도 못하고... 이쁜 후기 보면서 대리만족 하겠습니당♡], 긍정 텍스트 확률 : 91.17%"
"[으으으악 윰ㅎ차타고있는 아가가 너무귀여워요♡], 긍정 텍스트 확률 : 98.15%"
"[저도 한달째 고민중이예요 어디에서 밀어볼 수도 없고], 긍정 텍스트 확률 : 54.06%"
"[저도 둘째라서 고민만 몇달째예요ㅋㅋ기다리시던 댓글이아니라죄송요], 긍정 텍스트 확률 : 68.10%"
"[저 어제 한 세달 고민했다가 매장가서 끌어보고 바로 데려왔어요 진심 왜 고민했나싶어요. 타보 핸들링 디럭스만큼 좋아요ㅎㅎ마트다녀오는길에 턱에 한번도 안걸렸어요], 긍정 텍스트 확률 : 82.00%"
"[아 정말요???? 대박 아.감사해요. 알려주셔서... 그런데 매장은 어디서 끌어보셨는지...여쭤봐도될까요??], 긍정 텍스트 확률 : 98.08%"
"[감사한맘전 베이비파크 은평점에서 샀어요한번 매장가서 실물보시고 끌어보세요 확 느낌와요ㅎㅎ인터넷 후기 사진으로는 네이비가 예뻤었는데 실물로보니 브라운이 제일 예뻤어요ㅎㅎ], 긍정 텍스트 확률 : 99.68%"
"[공릉동동하엄마브라운이 만원 비싸서 였어요ㅎㅎ], 긍정 텍스트 확률 : 89.95%"
"[전 디럭스 오르빗쓰고 휴대용으로 타보들였는데 좋아요 ㅎㅎ 핸들링도 좋고 블루색상 쓰는데 브라운살껄 후회중이예여 ㅋㅋㅋ], 긍정 텍스트 확률 : 97.72%"
"[ 저도 이거 쓰는데 정말 좋더라구요], 긍정 텍스트 확률 : 98.02%"
"[ 자세한 후기 잘 봤습니다.우리 집에서도 아이 어릴 때 대박났던 책이어서 반갑네요.], 긍정 텍스트 확률 : 52.18%"
"[살 딸아이도 도서관가면 이책 꼭 보고 와요 ㅎ], 긍정 텍스트 확률 : 98.15%"
"[살 아이도 좋아하는군요저희딸도 오래도록 좋아해주면 좋겠네요. 사실 제가 봐도 잔잔하고 재미있는거 같아요.], 긍정 텍스트 확률 : 99.90%"
"[후기 감사합니다 아이가 좋아한다니 저 또한 고맙네요 저도 여름엄마님께 이 책 드림받고 아이가 새야새야], 긍정 텍스트 확률 : 98.68%"
"[네제목은 수정할게요 다시한번 감사합니당 저희 아이랑 같은 책들 좋아했다는 것도 신기하네요. 아이들이 좋아하는 요소가 있나봐요 ], 긍정 텍스트 확률 : 98.95%"
"[이 책 사고 싶었는데 후기 보니 더 간절해지네요 그림이 너무 예뻐요ㅜㅜ], 긍정 텍스트 확률 : 92.51%"
"[다른 후기들보면 쪽박인 집들도 있던데 저희애는 좋아하더라구요 ㅎ 보면 볼수록 매력에 빠져드는 책 같아요. 꼭 구하시길 빌게요 .], 긍정 텍스트 확률 : 98.47%"
"[관심있게 알아보던 책인데 마침 딱 후기가 올라와있어서 너무 잘봤어요 잘모르던 식물 동물에 대해 엄마공부가 될것같은 느낌도 있어서 끌리는 책이네요], 긍정 텍스트 확률 : 98.64%"
"[도움되셨다니 다행이에요곤충이랑 물고기 이름은 생소한게 많아서 저도 새롭더라구요 ㅋ 근데 이제 애낳고 머리가 굳어서 그런지 머리에 잘 입력이 안돼요 ㅋㅋㅋ 저도 아이따라 반복독서 해야지 외울 수 있을 거 같아요. ㅎㅎㅎ], 긍정 텍스트 확률 : 97.82%"
"[ 아이가 좋아했을 것 같아요], 긍정 텍스트 확률 : 58.24%"
"[넹ㅡ아이도 좋아하고 어른들도 곤돌라타고 가는거 좋아하셨어요], 긍정 텍스트 확률 : 92.96%"
"[여러 동물들 구경하고 좋네요], 긍정 텍스트 확률 : 69.85%"
"[에버랜드동물원만큼은 아니지만 입장료도 저렴하고 규모가 크고다양한동물들 보기 좋았어요], 긍정 텍스트 확률 : 68.38%"
"[발밑이 보이니 기분이 후덜덜 할거 같아요 ㅎ], 긍정 텍스트 확률 : 60.05%"
"[저 살짝 무서웠답니다ㅋㅋㄱㅋ😂], 긍정 텍스트 확률 : 60.63%"
"[저도 부모님과 아이들 데리고 갈 계획인데 좋은 후기 감사합니다], 긍정 텍스트 확률 : 94.53%"
"[네넹ㅡ아이들위한 코스가 필요하더라구요], 긍정 텍스트 확률 : 70.32%"
"[동물원 정보 좋네요아이랑 가 봐야겠어요], 긍정 텍스트 확률 : 93.66%"
"[아이가 좋아할거에요], 긍정 텍스트 확률 : 89.99%"
"[주원마미아 식탁의자가격만따로없나보네용ㅜㅜ감사해요], 긍정 텍스트 확률 : 60.63%"
"[저는 팝업스토어에서 사니까 후기남기면 사은품준다고 하더라고요. 에이원컴퍼니에 문의해보시는건 어떨까요?], 긍정 텍스트 확률 : 59.49%"
"[ 가격 진짜 좋으네요 절충형 엘베없는 층이라 사고 싶은데.. 이번달 카드값이 덜덜이라 슬퍼요..], 긍정 텍스트 확률 : 86.22%"
"[저도 카드값....ㅠㅠ 생각을 안하고지르고 나서 담달에 줄여야지...하고있어요 ...], 긍정 텍스트 확률 : 78.08%"
"[대박완전싸요 완전반값이네요ㅜㅠ 저이거사서 쓰고있는데 좋아요], 긍정 텍스트 확률 : 99.73%"
"[좋다니 안심이예요 사놓고도쪼금 걱정이 되써용 ㅎㅎ], 긍정 텍스트 확률 : 91.26%"
"[ 저요], 긍정 텍스트 확률 : 51.92%"
"[ 쳇드릴게요], 긍정 텍스트 확률 : 66.13%"
"[불발되면 저요 줄서볼게요], 긍정 텍스트 확률 : 83.69%"
"[불발시 쳇드릴게요], 긍정 텍스트 확률 : 66.13%"
"[ 어머 후기 감사해요.. 세탁하셔서 잘쓰셨음 좋겠습니다..], 긍정 텍스트 확률 : 93.49%"
"[네 히히.. 정말 감사합니다], 긍정 텍스트 확률 : 93.81%"
"[ 내일 가지러가도 되면 저 줄서보아요], 긍정 텍스트 확률 : 77.93%"
"[맘님 드릴게요문자 한통 부탁드릴게요], 긍정 텍스트 확률 : 91.15%"
