"[우리아기 어떤 분유를 먹일지 알아보는 것도 엄마의 큰 고민중에 고민나는 일단 밴쿠버에 있기때문에임신 기간 중 여기서 먹는 분유들을 알아보게 되었다.대표적으으로 시밀락], 긍정 텍스트 확률 : 94.92%"
"[ 물과 미역국을 엄청 먹은 후 시도된 두번째 유축에는 겨우 정도를 성공했었습니다.젓병 바닥을 간신히 적시는 아주 작은 양에도 얼마나 기쁘고 다행스러웠는지 ㅎㅎㅎ 드디어 조이에게 무엇인가를 처음 먹일수 있게 되었으니까요.그동안 얼마나 배가 고팠을까 미안해하며..... 그 의 모유를 들고 니큐에 신이나라 갔었습니다. 그러나 조이의 배가 조금 크다고불어올라와 있다고 지금은 줄 수 없고 다음날 아침 의사의 검진 이후 소견에 따라 줄수 있을것이라는 간호사의 답변에.... 훌쩍.....그래도 먹기 시작하면 시간에 한번씩 수유를 해야하니 유축을 계속하라는 간호사 샘의 말씀에..... 또 열심히 세번째 유측에는 정도가 나왔습니다. ㅎㅎㅎ 아직도 바닥을 적시는 수준....다음날 아침 담당 소아과선생님께서 병실에 방문하시어 아이의 상태를 말씀해 주시며 모유는 잘 나오냐고 물어보시기에라고...ㅋㅋ그러나 최선을 다하고 있다고 말씀드렸더니 정글쥬스 제조법을 주시고 가셨습니다.정글쥬스가 뭐냐고요? 저는 한국에서는 들어본 적없는 마법의 모유 촉진 음료라고 말하고 싶습니다. 사람마다 다를수는 있겠지만 적어도 저에게는 드라마틱 했습니다.], 긍정 텍스트 확률 : 99.69%"
"[ 헉 처음에 레시피를 받고....저게 뭐지 했습니다.다행히 병원 약국에 다 팔더라고요 ㅎㅎ 남아공나 에서도 팔던것 같아요. ], 긍정 텍스트 확률 : 52.09%"
"[방부제 무첨가 등을 확인한 후 제조하여 마셨습니다.맛도 딱 같은 맛입니다.돼지족 삶은 육수? 보다는 훨씬 기분좋게 맛있게 마셨습니다. 제품들 효과효능도 별것은 없는 제품들입니다. ㅎㅎㅎ 에너지 충전], 긍정 텍스트 확률 : 97.39%"
"[저는제가 경험했던 정글쥬스의 마법같은 즉각적인 효과를 인정하지 않을수 없었습니다.조이가 니큐에서 나온 후.....출산 두달쯤후 조이의 수유량이 늚에따라모유량을 다시 늘려야겠다고 생각하고 정글쥬스를 다시 마셔보았지만... 직접수유가 아닌 꾸준한 일정 유축량에 이미 제 몸은 적응을 끝낸것인지..... 이 전만큼 드라마틱한 효과는 보지 못하였습니다.그래도 정글쥬스 덕분에 남아공에서 한국 오기전까지 조이는 개월 가량 모유를 먹으며 자랄 수 있었네요. 정글쥬스를 알려주신 .선생님 감사드립니다한국에 온 조이는 현재 생후 개월차 분유인파트리니엔파밀 뉴로프로 수유 중입니다. 인파트리니독일는 단백질 함유량이 높은 저체중아이른둥이 살찌우기용 특수분유라고 생각하심될듯 하고요 아산병원 신생아과 의사선생님 추천으로 먹이기 시작했습니다. 엔파밀 뉴로프로미국는 엔파밀에서 새로 나온 제품으로 기존 제품에 아가의 두뇌발달을 돕는 모유에만 있는 특유 영양소를 더한 제품이라고 합니다.미국인 아빠와 함께 열심히 엔파밀 공식사이트는 물론], 긍정 텍스트 확률 : 95.99%"
"[ 제품 후기들까지 열심히 구글링 정독 후 선택한 분유로...아직까지는 아가가 건강히 잘 자라주어 후회없는 중 입니다. 주 .에 태어난 조이는 현재 생 재태주수 주로 . 입니다. 월 일 .월 일 . 일만에 . 증가월 일 . 일만에 . 증가 일만에 . 증가체중도 정상 평균체중도 곧 따라 잡을 듯 하고요한달 후부터는 인파트리니 주문하지 않아도 될것같다고 담당 의사샘께서 그러시더라고요 ㅎㅎㅎ ], 긍정 텍스트 확률 : 99.46%"
"[가입후 배송비를 내면 받을수 있는 구디백들이 있다..한국에선 산모교실 같은데 참석해야 받을수 있는게 대부분인데 요건 집에서 할수 있으니 편하다👍🏻.보통는 ], 긍정 텍스트 확률 : 80.51%"
"[ ...여러종류의 크림 샘플과], 긍정 텍스트 확률 : 52.79%"
"[ .에서 내 정보를 입력하니.내 보험으로 커버되는 유축기 목록이 나왔다..여러 종류의 유축기들이 있었는데.구성이 좋은 것들은 너무 후기가 없고], 긍정 텍스트 확률 : 91.01%"
"[ .후기가 좋은것들은 액세서리를 따로 구매해야해서 추가금액 발생..고민하다가 불 정도를 내고 스펙트라 유축기로 하기로 결정했다 .아직까진 잘 사용중...출산전에 이걸 사용할까? 싶어 서랍 한쪽에 두었던 크림 샘플들이 출산후에 보니 생각보다 유용했다..라온이가 태열이 올라와 어떤 크림을 사서 발라줄지 고민하던중 샘플 받는게 생각나서 발라줬는데.잘 맞아서 계속 사용중.본품 샀는데 아기 피부랑 안맞아서 버렸다는 후기들도 많이 봤는데 요렇게 사용해보고 살 수 있으니 굿굿👍🏻... .?미국출산미국출산.?구디백구디백.?타겟구디백타겟구디백.?아마존웰컴박스아마존웰컴박스.?임신선물임신선물.?스펙트라유축기스펙트라유축기.?월마트월마트.?.?.?.? .... ], 긍정 텍스트 확률 : 99.87%"
"[저렴하니 중고를 사는 것도 방법이다. 유축기는 단순히 압력을 넣었다 빼주는 기계이니 위생상 중고를 써도 전혀 문제가 될 것이 없고 부속품모유를 담는 젖병과 깔대기만 새 제품을 사면 된다. 우리 아가는 주 일에 태어나서 최소 주까지는 에 있어야 했기 때문에 직수가 불가능하기에 유축기는 필수였다.보건소 유축기 대여는 한달까지 회라고 적혀있다. 개인적인 생각으로는 대여 수요가 많이 없다면 연장도 가능하지 않을까 싶다. 한달 쓰고 반납을 한 후에는 때마침 친구가 쓰던 각시밀 유축기를 줘서 지금까지 잘 쓰고 있다.스펙트라 부속품이 각시밀에도 쓸 수 있다. 젖이 안나오는 산모분들도 꽤 많다. 절대 걱정할필요 없다. 미숙아분유가 있으니까. 미숙아분유는 에서 알아서 타서 먹이기 때문에 살필요도 없다. 오히려 미숙아분유가 칼로리가 높고 영양분이 풍부하여 살이 더 잘찐다고 한다. 젖병솔], 긍정 텍스트 확률 : 94.86%"
"[젖병소독기 구매지금와서는 너무 당연하다고 생각하지만 갑작스런 입원과 분만에 정말 정신이 없었다. 아무튼 젖병솔과 젖병세제도 계속 모유유축을 해서 가져다줘야 하면 필수다. 젖병소독기도 위에서 언급한 당근마켓지역 중고마켓 어플에 들어가보니 꽤 많아서 적당한 것으로 중고로 구매했다. 젖병소독기가 필수인가?라는 물음에는 개인에 따라 다르지 않을까 싶다. 우리 형님은 젖병소독기를 쓰지 않으셨다. 옛날에는 젖병소독기 없이 애들을 잘 키웠다고 생각하셔서 필요없다고 생각하셨단다. 그리고 젖병세제로 어느 정도의 소독 효과가 있다고 한다. 열탕소독도 소독이니.. 두명의 조카는 아주 건강하다. 그리고플라스틱 재질의 젖병을 소독기 안에 돌리면 또 무슨 환경호르몬이 나온다는 이야기도 있다. ㅜㅜ 선택은 부모가. 모유유축팩], 긍정 텍스트 확률 : 85.39%"
"[ 역시 네이버 카페 아름다운 이른둥이에 들어가면 꽤 올라오니 중고로 사는 것도 방법이다. 유통기한만 잘 확인하면 된다. 나는 모든 이른둥이들은 모유강화제를 먹는 줄 알아서 에서 요청하기도 전에 미리 드렸는데 우리 아가는 꼭 필요한 건 아니었던 것 같다. 더 구매하려고 했는데 그 정도면 된다고 하셨고 굳이 필요하지 않은데 내가 구매했으니 사용한다고 하셨다. 그래서 우리아가는 포만 사용했다. 우리처럼 포까지 필요하지 않은 아가들이 많아서 중고가 많이 나오는 것 같다.비판텐], 긍정 텍스트 확률 : 99.90%"
"[ 원이다. 우리아가 생후 일인데 벌써 통을 다 섭취했고], 긍정 텍스트 확률 : 78.89%"
"[ 공갈젖꼭지 는 대학병원에 구비되어있는 게 있다. 굳이 구매하지 않아도 되지만 우리 아가 전용으로 있으면 좋을 것 같아서 그리고 퇴원후에도 사용할 수 있기에 구매했다. 에서 칭얼거릴때나 배고파서 울때 잘 사용하고 있다. 그 당시 우리 아가 키로 대였기 때문에 이른둥이몰에서 구매했다. ....?....?], 긍정 텍스트 확률 : 81.36%"
"[인터넷에 찾은 정보입니다.], 긍정 텍스트 확률 : 77.52%"
"[안년하세요진짜오랜만이죠아마거진일년이넘었을거같아요 ㅠㅠ그동안육아와 임신.출산 으로 바쁘게살다보니포스팅하려고 사진찍고 할시간도 없엇고어디놀러가거나 맛집을갈일도없엇어요 ㅠㅠ그러다보니 포스팅할내용도없어지고...여자처자 이제서야 돌아왓지만그래도 간간히올릴게요..😅아직 나갈여력이없어요...ㅋㅋ ], 긍정 텍스트 확률 : 91.89%"
"[ 사실월달에 둘째를출산 했어요많은일이잇었죠???임신을 년월에알았는데둘짼 임신부터가 너무너무힘들었어요첫째가 너무너무에너자이저에 활발해서그리고말도잘안듣는 시기였고. 점점 배불러오면서 더힘들었고 여름이엇고..거기다 임당까지걸려서 먹고싶은것도제대로못먹고.. 굉장히 힘든나날이었는데..임당식단은 나중에따로올릴게요그와중에 첫째 구내염으로 일주일 집콕중하다가일주일후 어린이집보내고 정기검진갔는데왠날벼락을 맞았네요...혈압도크게안높았는데..대엿어요근데 주이후부터제가붓기가좀있엇어요첫째보단 덜하다고생각햇고.. 첫째보다빨리붓기가찾아왔네?라고생각햇고붓기정도는 코끼리발되기전상태정도였어요..그거말곤 별 이상이없엇는데글쎄.......긴급하게 대학병원으로가라고하시네요?지금 소견서 써줄테니 당장가라며.. 두둥..임.신.중.독.증.이라는거에요.... ], 긍정 텍스트 확률 : 52.04%"
"[ 월일 주일둘째탄생정말너무너무작아서 안쓰러웟어요사진으로보면 별다른거모르겠지만 실제로보면 여간작은게아니에요...폐도당연히 약해서 인공호흡중이고요..주이상이되었을때부터 폐와뇌가발달해요.막달이라고..후기라고 안전한게아니였더라구요산모님들주이후부터가 정말중요해요 몸조리잘하셔요 ], 긍정 텍스트 확률 : 83.93%"
"[ 면회는 .월수금 시분 ㅡ분간하루한번뿐 이에요집에서 차로분거리모유를먹이는게제일좋다고해서 양도적은 모유를 열심히유축해서 인큐에있는동안만이라도 먹이려고 유축해서 이틀에한번씩가져다줬어요. 여름이라 냉동해서 아이스박스에넣어 다녔네요..ㅠㅠ모유먹이는동안 .?엔파밀엔파밀이라고모유강화제준비해오라해서 부랴부랴 준비했는데 해외배송이라 일주일은걸려요 ㅠㅠ미리미리준비해두셔요.?이른둥이몰이른둥이몰이라고 검색해서 들어가심 갖가지정보와 준비물들.그리고 너무작아 일반옷이너무커서입을게없었는데 작은사이즈옷들도많아요 꼭이용해보세요 ], 긍정 텍스트 확률 : 60.01%"
"[ 몇일짼지기억도안나지만.인공달고있는걸보니 아직 한달되기전인거같아요 ], 긍정 텍스트 확률 : 98.80%"
"[ 호흡기떼져서 완전좋아했엇는데..눈뜬날이있으면얼마나기뻤는지 ], 긍정 텍스트 확률 : 84.55%"
"[ 다시 안좋아서 양압기 달았어요 ㅠ 더안쓰러웟네요 코가눌렸거든요 ㅜㅜ ], 긍정 텍스트 확률 : 80.89%"
"[ 호흡기도 다떼고생후일째 우리 둘째는. 키로로건강히 퇴원했답니다 ], 긍정 텍스트 확률 : 69.10%"
"[ ❤ 이른둥이맘 ❤이되면서 정말세상알지못했던세계를알게되었구요세상에 이렇게많은 아가들이 인큐베이터에있구나 실감했고 이른둥이맘이아니면 알지못했을것들을알게되었어요. 면회갈때의 맴찢하는심정.한번안아보지못하는심정.정말 어떤아가는 일도 인큐에서지내요.정말 세상몰랐던 단어.명칭.아마 이른둥이맘이아니라면 평생모르실거에요 세상모든 이른둥이들이건강히퇴원하길바라며 엄마들도 힘내시길바래요 ], 긍정 텍스트 확률 : 97.55%"
"[ 추가많은분들이 준비물에대해 궁금해하셔서요추가글남겨요지금은 성서로이전해서 시설이 훨씬좋아졌는데요제가출산할당시엔 이전하기전이라 시설도 별로였고 갖춰진것도 여성병원보다 훨없어서 준비할게많았어요.생각나는것들 적어볼게요 이외궁금하신거있으시면 댓글달아주세요 .유축기필요한가?처음부터분유먹이실거아니면 준비하셔야할거에요. 어쨋든 출산하고 ㅡ일후부턴 젖이돌구요. 이른둥이에긴모유가가장좋다고해서 유축해서 조금이라도가져다주시면좋아요. 모유저장팩에담으셔도되고 젖병이담아드려도되는데 저장팩이 더 낫다고하시네용양이많으신분들은 필히 저장팩에하셔유그리고 유축실이없는걸로아는데 제가입원당시엔없어서 침대에서 ...새벽마다 유축하시더라구요..전 늦게돌아서 조리원가서 유축시작했어요 마사지만받았어요. 개인마사지사분들이 입원실돌면서 가슴마사지 영업하고다니시더라구요.? 신세계였어요 ㅋㅋㅋ 여성병원은 전혀이런거없거든요. 간호사분이 해주시기도하고 알려주시기도하는데 대학병원은 일체없어요 ㅋㅋ.위생용품및 아기용품기본적인 출산시 패드.물티슈. 휴지등등은다 필요하구요인큐에들어갈시이른둥이전용기저귀근처의료기상사에서팔았고배달까지해주셨어요.멸균장갑.물티슈.젤처음넣어드렸어용전부의료기상사에서 팔아서 전화주문하면 무료배달로 병실로갖다주시거나 신생아집중치료실로 넣어주셨는데성서에서는 병원내에 의료기상사가 있긴하더라구요그리고 인큐에있다보면 필요한것들 미리알려주셔요.저는 엔파밀모유강화제.비타민디.영양제.철분제.같은거 사오라고하셔서 제돈주고 다 사다넣었네요..퇴원시.퇴원할땐 뭐가져오라고 이야기해주세요전 일가량있다보니 조리원은 저혼자갓다와서 애기는퇴원하고 집으로 바로갔거든요.베넷저고리.속싸개 준비했어요. 남은 물티슈.멸균장갑.등등물품은 다시돌려주셔요.멸균장갑 안쓴 새통은 의료기상사가니환불해주셧어요.초기엔 영양제들먹야야하는데 워낙작은량이라일회용주사기에 넣어 먹였네요. 그래서 퇴원할때 주사기도사서갔구요.이정도생각나네요지금은너무나잘크고있어요.물론애기마다다르겠지만 보통은 인큐나와서 집에가면 잘먹는다고 잘큰다고 하던말들 다 맞더라구요.집에오자마자 분유량도많이늘었구요. 그러면서 엄청 잘컸어요. 확실히잘먹으니 잘크더라구요너무걱정하지마시길바래요 ], 긍정 텍스트 확률 : 98.16%"
"[출산과 동시에 부랴부랴 준비하게된윅 프로그램미국에서는 저소득층을위해 정부에서 해주는 혜택들이 많은데 그중의 하나가 윅사이판 또한 미국령이니 해당되는 혜택이다. ], 긍정 텍스트 확률 : 77.03%"
"[과일과 야채 장정도의 쿠폰이 들어가있다.쿠폰에 적혀있는 날짜내에 사용해야하며금액이 남았을경우 잔액은 소멸된다. ], 긍정 텍스트 확률 : 61.33%"
"[ 쿠폰으로 구매가능한품목들이 나와있는 책자 ], 긍정 텍스트 확률 : 65.97%"
"[현재 판매가 중단된품목엔 또 따로 체크해주셨다. ], 긍정 텍스트 확률 : 60.83%"
"[ 이쥬스들은 한번도 먹어본적이 없지만원액이라 물에 희석해서 먹는거라고 한다 ], 긍정 텍스트 확률 : 51.77%"
"[ 한달치 쿠폰으로 조텐마켓에서 장본것들우유는 한국이랑 다른 멸균우유인데총 팩이라 생각보다 넘 많아서걱정임... 총 불어치의 혜택 ], 긍정 텍스트 확률 : 97.31%"
"[아기 낳기전까지 임당산모로 궁금증이많아 여러 선배어뭉님들께 질문폭탄을 드렸던토리맘입니다ㅎㅎ아가가 태어나자마자 황달때문에 입원을 하는바람에 조리도 제대로 못하고 병간호 하느라 후기도 늦었네요 ㅠ.ㅠ지극히 개인적인 의견과 후기라 편하게 썼으니이해해주세요탄생일.. 분무통 회음부절개 ..일 오전 분경쯤 왠일인지 새벽에 자는줄 알고 전화를 잘 안하는 친정엄마가 한국에서 전화가 왔다. 또 정말 이상하게 눈이 자연스레 떠진 나도 별 진통이나 배당김 등 없이 편안하게 자리에 일어나서 창가에 기대 전화를 받는데 순간 뭔가가울컥?이라 해야하나...아주 큰 액체괴물같은 젤리가 나오는 기분이 들면서 따뜻한 뭔가가 다리사이로 쪼르르...순간 혹시 ...내가 실수했나?..’ 하는 민망함을 느낄세도 없이 전부터 나란여자는 선배어뭉님들께 토맘에서 양수증상], 긍정 텍스트 확률 : 96.00%"
