"[ ......성분표시되어있구요 ], 긍정 텍스트 확률 : 60.77%"
"[그러던중 아는 언니가 페디아슈어를 추천해줬고페디아슈어를 검색해보니 너무 비싸서비슷하다고 하는 하이키드를 사게되었어요 ], 긍정 텍스트 확률 : 66.82%"
"[맛은 프리미엄 밀크 초코 가지 인데.초코는 제가 안주고프리미엄 밀크 둘다 잘마셔요ㅡ 처음 먹기시작할때 우리아이개월이었기때문에 젖병을 먹고있었고 젖병에 담아주니 분유맛이 변했는지 잘안먹더라고요. ], 긍정 텍스트 확률 : 60.54%"
"[영양성분표인데요단백질과 탄수화물 성분이 높은편이여서 마음에 들었었어요철분에 비타민..왠만한 영양제는 안챙겨먹어도 될듯해서..이참에 젖병을 끊으면 밥을 좀먹겠지 싶어서젖병도 끊고 빨대에다 우유를 주기 시작했어요젖병을 끊어도..언제나 그렇듯 밥은 한수저도 안먹고 거부...어른이 먹어도 맛있는음식을 줘도.. 거부과일도 과자도 아무것도 안먹던 아이였어요ㅡ하이키드 탄 우유 미리로만 하루를 하루를 연명하던게....달가량후맛에익숙해졌는지...하이키드탄 우유으로 달정도 버티고... 최근달정도는 하루 하이키드탄 우유 정도마시고 저녁한끼정도 먹어요한 두달전부터 저녁을 먹어주기 시작했어요물론 본인이좋아하는 반찬만 골라먹고다른 아이들에 비해 매우 소량이지만...너무 안먹던 아이라서그거라도 고마울 따름이예요. 지금은 개월 몸무게 킬로 나와요 그정도면 많이 발전한거 같아요 ], 긍정 텍스트 확률 : 99.12%"
"[지금도 여전히 지독하게 안먹고..막 하이키드 먹고 몸무게가 늘었다 이런게 아닌..대 영양소가 들었다니까....아이가 밥을 안먹지만..저도 좀 마음을 느긋하게먹게되더라고요...밥안먹는거만큼 불효가 없고 엄마와 아이와의 관계가 안좋아진다고 하더라고요..ㅠ저도 그랬던거같아요ㅡ달래도 보고 혼내도보고..ㅠ근데 하이키드 먹이고는 그냥..그전보다는...아이에게 스트레스를 안주려고했던거 같아요..지금은 빵먹느니 하이키드 한잔 마시는게 낫겠다..이렇게 생각하고 막 그러네요ㅋㅋㅋ 지금도 우리아이가 밥안먹어서 마음고생하는 어머님들...힘내세요ㅠㅠ때되면...먹겠죠?ㅠㅠ 내돈주고 내가사서 먹여본 후기], 긍정 텍스트 확률 : 99.38%"
"[ 오가닉 피디아 스마트 어린이 비타민 파우더], 긍정 텍스트 확률 : 59.03%"
"[오가닉이라 맘에들어요안에 스푼이 들어있어서 편리해요용량은 가루완전히 녹였을때에 스푼이니 에 한스푼녹이면 얼추 맞아요푹떠서 위를 수평으로 깍은게 한스푼인데국내 제품들처럼 위를 깍을수있게 된게 없으니 첨에 포장 뜯을때 분에정도 남기고 잘라서 쓰면 편리할꺼같아요저희아이는 저녁에 자기전 한번줄때 두스푼해서 주는데 그자리에서 쭉쭉 원샷해요설탕이 들어가 있어서 자기전에 먹어도 될까 싶은데양치 잘시켜주면 되겠죠포장지에는 비타민파괴가 될수있으니 시간안에 먹는걸 추천한다고 하지만일안에 다 먹이려면 밥안먹이고 이것만 먹여야될꺼같구요한통에 일정도 걸리는것 같아요아이허브는 약일정도걸리고 쿠팡은 주문한지 딱일이면 옴그리고 가격비교해보먄 거의 천원정도쌈 배송도 만원이면 무배이고가끔 할인쿠폰뜰때면 진심 엄청싸게사는거임 좋음세 쌍둥이 딸둘다 저체중에 식사량이 적어 영유아검진에서도 프로 정도.후기가좋아 구매.처음이라 어떨지몰라 양은 좀 적게 탔는데 마시긴 마심.살찌게 해주는거라 하니 마심.꾸준히 먹고 살좀 찌면좋겠음.이걸 왜 우유에 타먹이는지모르겠어요. 물에 타서 주는건데우유랑 먹이려면 물에 용량에 맞게 타서 농도맞추고 우유랑 섞여야되요. 안그럼 단백질 과다됩니다. 그램 가루에 물 섞어서 총가 되는거에요.아무튼 우리 아이 살찌우려고 먹이고있습니다. ], 긍정 텍스트 확률 : 77.95%"
"[ ’오가닉 피디아 스마트 어린이 비타민 파우더 ], 긍정 텍스트 확률 : 59.03%"
"[저도 첨이라 비교는 안되지만 영양 상담은 괜찮았어요 . 피검사 결과 좋게 잘 나오면 좋겠네요 ㅠㅠ 저도 피검 결과 기다리고 있는데 한약 몇 번 먹인 적 있어서 수치 잘 나왔으면 좋겠어요 .], 긍정 텍스트 확률 : 98.95%"
"[물고기 잡으며 밥 먹여요. 그래도 괜찮겠죠?], 긍정 텍스트 확률 : 88.10%"
"[저도 요즘 동영상 없으면 아예 못먹일 것 같아서 그냥 보여주며 먹여요 ㅠㅠ 조금 더 크고 나서 말 알아듣기 시작하면 타협하면서 먹일 수 있겠죠 ㅠㅠ 일단 키우는데 목적을 두고 있어요 ㅠㅠ], 긍정 텍스트 확률 : 99.65%"
"[킹콩맘지금 개월인데 간단한 의사 표현을 하는데 그게 더 속상할때도 많아요. 오늘도 그닥 먹은게 많지 않은데 밥을 떠서 먹여주려고 하니까], 긍정 텍스트 확률 : 96.34%"
"[엄마 내놔내려놔 엄마 시러], 긍정 텍스트 확률 : 66.93%"
"[안먹어.. 등을 얘기하네요. 그럼 이거동영상끈다 했더니 본인이 직접 끄고 식탁에서 내려왔어요. 밥 먹으면 사탕까줄게 하면서 사탕 손에 쥐어주며 겨우 몇숟갈.. ㅎㅎ 전 살까지 기다릴까 생각중이에요. 동영상도 본인이 보기 싫음 안보니까 보여줄때 먹음 그냥 보여주세요. 저도 일단 키우는게 목표거든요], 긍정 텍스트 확률 : 99.64%"
"[가지양아 어떤 건지 알 것 같아요 ㅠㅠ 요즘 저희 아기도 동영상에 점점 미련이 없어져가요 ㅠㅠ ㅋ 예전에는 보다가 끄면 울고 난리났는데 지금은 동영상 끄면 안먹어도 된다는 걸 알아서 그런지 꺼도 미련 없네요 ㅠㅠ 정말 영상 보며 잘 먹어주면 그나마 잘 먹는 거라는 말이 맞는 것 같아요 ㅠㅠ ㅎㅎ 일단 최대한 먹여봐야겠어요 ], 긍정 텍스트 확률 : 83.23%"
"[킹콩맘진짜 비슷하네요. 전 밥먹을때 진짜 물고기도 접시에 준적 있어요. ㅋㅋㅋ 손으로 잡으면서 먹었어요 ㅎㅎ 뭔가 새로운게 있음 얼떨결에 잘 먹기도 하고요 오늘 밥은 안 먹어도 성공한 메뉴가 생새우 구이], 긍정 텍스트 확률 : 99.90%"
"[ 둘짼갤 젖먹고 완분], 긍정 텍스트 확률 : 66.12%"
"[간식먹어도.키로], 긍정 텍스트 확률 : 63.54%"
"[ 살때 .였는데지금 살인데 키로 넘어요 첫째가 젤 작아요ㅠ크는 시기가 다를수 있으니 잘먹기만 하면 좋겠네요], 긍정 텍스트 확률 : 98.30%"
"[돌 지나면 안큰다고 어른들이 자꾸 그러셔서 더 조바심나 그러는거 같아요 ㅠㅠ 조언 감사합니다..], 긍정 텍스트 확률 : 90.28%"
"[저두 아이가 작아서 걱정인데 선생님들마다 견해가 다른거같아요 어떤데는 분유먹이래서 갤쯤 단유하고 분유먹였어요ㅠ 이유식도 엄청먹는데 살안쪄서 피검도했었거든요ㅠ근데 정상으로 나오니 체질일수도 있다더라구요 울애기는 갤인데 아직 키로도 간당해요 단유는 엄마맘인거같아요... 병원서 분유먹이라고 해서 일고생하면서 단유했는데 여전히 몸무게안느는거보니ㅠ 어떤샘은 키만 잘크고있음 괜찮다고 하시더라구요 오히려 키작고 비만인게 걱정이라고... 같이 화이팅해요 ], 긍정 텍스트 확률 : 99.98%"
"[단유가 일만에 끝나셨다니 부러운데요 아무래도 외갓집 식구들이 다 작아서 애기도 작은것 같긴 하지만.. 체질인거 같아요 ㅜㅜ 저 결국 담주에 단유하기로 결정했어요응원 감사합니다], 긍정 텍스트 확률 : 75.78%"
"[조언 감사드립니다 근데 오늘 샘한테 다시 여쭤보니 우유 두유 섞어 먹이라시네요 둘다 잘 안먹지만요 ㅠㅠ 오늘 두유 도 겨우 먹였어요.. ㅠㅠ], 긍정 텍스트 확률 : 99.49%"
"[오묘올가에 보니 연세대학교에서 나온 아기두유 있더라구요 그거 먹였어요 그리고 잘크톤은 두달 전부터 냉장고에.. ㅠㅠ 이건 죽었다 깨나도 안먹겠대요 발버둥치고 난리도 아니네요 ㅠㅠ], 긍정 텍스트 확률 : 67.36%"
"[네 내일부턴 양을 좀 조절해 보려구요감사합니다 포비수빈님], 긍정 텍스트 확률 : 88.11%"
"[우선 너무 속상하시겠어요 ㅜㅜ 아기도 힘들거같아 마음이 아프네요. 일부러 이유식 먹이시는건지 모르겠지만..개월이면 우유는 아침저녁 혹은 간식으로 먹이시고 완료기 이유식으로 넘어가는데 집중해보심 어떨까요. 우유량이 줄면서 밥량이 늘어 뱃고래도 커지고 아이도 좀 크는것 같더라구요. 곰국같은거에 밥 말아 먹이시면 아이도 쉽게먹고 영양보충에도 좋을것 같아요.아무튼 힘내시고 얼른 아이가 좋아지길 바랍니다], 긍정 텍스트 확률 : 97.91%"
"[도움이라뇨.. 이건 마치 하늘의 계시와 같네요.. 정말 넘넘 감사합니다♡], 긍정 텍스트 확률 : 97.84%"
"[에고.. 얼마나 힘드실 지 짐작이 가요ㅠ 저의 딸도 진짜 안 먹는 아가여서 정말 저 돌 지경이었거든요. 님 아가는 먹는데 토하는 거니 다르긴 하지만 여튼 먹는 것 땜에 무지하게 속썩었어요. 제발 과자라도 먹어다오 할 정도였으니.. 아기가 일부러 토하는 게 아니라 어쩔 수 없어 그러는 것이니 소화기가 성숙할 때까지 기다리는 수 밖에 없을 것 같아요ㅠ 조금씩 자주.. 거의 종일 먹인다 싶을 정도로 조금조금 주면서 빨리 크길 바래야 할 듯 합니다. 힘내세요.. 그렇게 애태우던 제 딸은 지금 초등학생이에요. 저도 지난날 끔찍했었지만 내가 잘 참고 버텨줘서 이렇게 컷구나 하는날 올거에요], 긍정 텍스트 확률 : 98.82%"
"[옆에 붙어있으려는 둥이 여자아기 때문에 남자아기만 케어하기가 쉽지가 않네요..히융.. 이렇게 열씨미 씨름하다 보면 저도 학부모될 날 오겠죠?ㅎ 넘넘 감사해요 꽃분이님], 긍정 텍스트 확률 : 99.65%"
"[저희아가가 돌쯤됐는데 토를원래자주했는데 우유알러지같더라고요 그래서 우유를아예안먹여봤더니 토도안하고 속도편한지 잘놀아요 혹시아기가안맞는 제품이있는지도찾아보세요], 긍정 텍스트 확률 : 59.34%"
"[아하 그럴수도 있겠네요 우유를 세번에서 두번으로 줄여볼까 해요 이유식을 더 잘 먹기를 바라며...ㅎ 감사합니다 쿨맘님], 긍정 텍스트 확률 : 92.38%"
"[ 저희도 교정 개월인데 ㅎㅎ숟가락은 고사하고 생우유는 아직 시작도 안했네요 ㅜㅡ], 긍정 텍스트 확률 : 52.85%"
"[ 유용한 정보 감사합니다], 긍정 텍스트 확률 : 84.51%"
"[맘별말씀을요 댓글 감사해요 ], 긍정 텍스트 확률 : 94.91%"
"[저희 아이들은 이미 다 컸지만 세세한 정보 감사드려요. 장기로 가시는 아기엄마들에게 유익한 정보 같아요.], 긍정 텍스트 확률 : 67.51%"
"[맘댓글 감사합니다 그랬으면 좋겠어요좋은하루 되세요], 긍정 텍스트 확률 : 93.47%"
"[정보 감사합니다현재아기가개월 입니다여행시 이유식이 걱정입니다이유식은 어떻게 해야하나요?], 긍정 텍스트 확률 : 90.74%"
"[맘초기 이유식 할 때가 제일 편하죠 시중에 나와있는 동결건조 제품이나 스틱제품 같은 거 많으니 한국에서 가져오시는 게 제일 좋은 것 같아요 전기팟 전기포트 주전자말고 라면 끓여먹을 수 있는 전기냄비있죠 가져오셔도 좋을 것 같고요 몰에가도 유리병 이유식이나 과일퓨레 같은 건 쉽게 구매하실 수 있으니 필요하시면 추가 구매하시면 될 것 같네요], 긍정 텍스트 확률 : 97.86%"
"[네 ㅎ 감사합니다], 긍정 텍스트 확률 : 94.73%"
"[유익한 정보감사해요], 긍정 텍스트 확률 : 84.51%"
"[네 구독 감사드려요 ], 긍정 텍스트 확률 : 66.13%"
"[기저귀에 대한 정보 잘 봤습니다. 아기가 개월이라 기저귀를 쓰는데], 긍정 텍스트 확률 : 68.91%"
"[ ......성분표시되어있구요 ], 긍정 텍스트 확률 : 60.77%"
"[ .....인공적인 성장호르몬이 포함되지 않았다고해요.글루텐프리], 긍정 텍스트 확률 : 50.50%"
"[ 할랄 무첨가.유당장애가 있는 아이들도 믿고 마실 수 있는 식품이예요....단백질함량이 무려 이나 돼요.고기안먹는 우리아이에게는 정말 딱입니다ㅎ.가지의 비타민 미네랄 오메가 등등.성분표시 보시면 뭐가 많아요 ], 긍정 텍스트 확률 : 89.56%"
"[ ......요기를 잡고비닐을 제거해주세요 ], 긍정 텍스트 확률 : 52.77%"
"[ ....열면돼요ㅎㅎ ], 긍정 텍스트 확률 : 85.91%"
"[ ......초코맛우유ㅎ.초콜렛 향이 마구마구ㅎㅎ ], 긍정 텍스트 확률 : 88.99%"
"[ .이러니 어떤아이들이 싫어하겠어요ㅎ ], 긍정 텍스트 확률 : 81.37%"
"[ .......꼴짝꼴짝 맛있게 먹어요 ], 긍정 텍스트 확률 : 65.75%"
"[ ....... 페디아슈어 후기입니다 ..그런말이 있죠.페디아슈어 하루개를 주동안 꾸준히 먹이면.살이찌고.개월을 먹으면 키가큰다는.....그래요 .주는 더 먹은것같아요.우리는 한통씩밖에 안먹었지만.그래도 확실히 살이 붙었어요.이걸 먹으면서부터는 다른것들도 먹기시작했거든요.뭐 달라고 하는애가 아니였는데.이것도 달라 저것도 달라 주문이 많아졌구요.뭐든 먹으라는 마음으로 달라는건 다 줘봤는데 어쭈?먹네????.저는 아주 만족하고 있구요..특히 아기들 구내염이나 수족구같은 뭐 먹기 힘들때 진짜 최고의빛을 보는 아이템이예요.집에 아기 이온음료처럼 두고 먹이면 좋을 것 같아요ㅎ..맛은 아까 말씀드렸듯이 허쉬 초콜렛맛이구요.바닐라는 허벌라이프 드셔보셨나요??.딱 그맛이예요ㅎ 단백질쉐이크맛ㅎㅎ .딸기맛도 있다는데 저는 딸기맛은 먹어보지 못했네요..진짜 안먹는아이들을 키우는 엄마들은 속이 정말 타들어가거든요ㅜㅠ 그 한입이 얼마나 간절한지요ㅠㅠ.저도 그맘을 알기에 솔직한 정보로 포스팅했어요...아이들도 엄마들도 모두가 덜 힘들고 행복해지자구요....본 포스팅은 저희 시언니가 시언니돈으로 사주신 제품을 아주 솔직하게 작성한 후기입니다.. 포스팅이 도움이되셨다면 공감♡ 해주세요 .. ], 긍정 텍스트 확률 : 100.00%"
"[ 대충 계산해보면 하루 총칼로리 정도 먹는 것 같네요.지금 시기는칼로리 정도 먹어야 한다고 하더라구요.아침 하이키드 점심 페이다슈어 저녁 하이키드 이젠 밥이나 고형식이 간식이에요 ㅡ 지금 이 상태인데.... 일단 지켜보면서 고형식은 계속 들이대 보려고 하고 있어요 ㅠㅠ암튼 이번 영양 상담 듣고 나서... 한 번 가보기는 잘했다는 생각이 들어요.채소도 고기도 계란도... 안먹는 아기 나중에 피검 결과 나오면영양 밸런스가 어떤지 한 번 올릴게요별 문제 없으면... 그냥 당분간 아기 스트레스 안받는 쪽으로...안먹는 아기 키우기 ㅎㅎ 참 어렵고 힘드네요 .], 긍정 텍스트 확률 : 99.81%"
"[ 하소연과 더해 조금 길어질것 같아요..저희 딸램.. 이유식 안 먹기로 동네방네 유명한 아가에요 ㅠㅠ만 개월 지났는데 아직 .고 키도 또래보다 많이 작네요..제왕절개로 낳고 담날부터 젖물려서 오늘 이때꺼정 완모중인데 다이어트도 못하고 지치기도 하고], 긍정 텍스트 확률 : 95.85%"
"[하루종일 독박으로 애한테 정신 쏟다보면 밤 되면 보상으로 맥주도 먹고싶고 그런데.. ㅠㅠ애가 하도 밥을 안 먹으니 얼마전 소아과 추천받아 갔다가 애기 배 엑스레이 찍어보니 위와 장에 가스가 많아 더부룩해 지금껏 안 먹었을 거라구요..약 타다가 지금 열흘 정도 먹이는데 점차 밥먹는건 좋아졌어요.하도 밥 안먹어 친구네서 밥동냥하는 통에 완료기 들어갔다가 다시 후기 초반 정도 되는 무른밥으로 후퇴했구요. 근데 또 오늘 저녁엔 그것조차 안 먹을라해서 참기름에 간장에 밥 비벼주니 한그릇 뚝딱.. 대체 뭘 먹겠다는 걸까요..원래 다니던 소아과에선 젖 떼도 된다], 긍정 텍스트 확률 : 77.08%"
"[지금 애기같은 상황에서 젖을 떼는게 맞는건지 떼면 언제 떼야하는 건지 도무지 혼자 결정을 못내리겠네요 ㅠㅠ선배맘님들 소중한 조언 부탁드립니다..두서가 길었기에 요약하자면], 긍정 텍스트 확률 : 61.51%"
"[네이쳐스원 피디아 스마트 어린이 비타민 파우더], 긍정 텍스트 확률 : 59.03%"
"[스마트 네이쳐스원 피디아 비타민 ], 긍정 텍스트 확률 : 59.03%"
"[식품의 유형], 긍정 텍스트 확률 : 52.07%"
"[유통기한배송되는 상품중 가장 빠른 유통기한 기준임], 긍정 텍스트 확률 : 90.28%"
"[원재료명 및 함량], 긍정 텍스트 확률 : 52.23%"
"[원재료명컨텐츠 참조], 긍정 텍스트 확률 : 52.23%"
"[피디아 네이쳐스원 파우더], 긍정 텍스트 확률 : 59.03%"
"[비타민 스마트매일 서로이웃 신청 확인하고 있으니 거리낌 없이 신청해주시길 부탁드립니다해당 게시글의 정보는 제품게시자에 의해 정보 및 가격이 변경될 수 있습니다이 포스팅은 쿠팡 파트너스로부터 일정액의 커미션을 대가를 받고 작성된 광고입니다. ], 긍정 텍스트 확률 : 80.64%"
"[ 저희 쌍둥이 중 남자 아기가 태어나서 인큐에 달 있다가 심장수술하고 집에 왔어요. 그때부터 먹는걸로 엄청 애태웠죠. 잘 먹지도 않고 하루에 토하지 않은 날이 없어요. 남들은 백일 지나면 좋아진다는데 우리 아기는 여태 좋아지질 않네요. 토하면 코로 입으로 분수토하는 아기라 울고불고 본인도 너무 힘들어 하고 지켜보는 저도 힘들구요. 힘들다 못해 왜 맨날 열심히 먹이면 참지 못하고 토하는지 이제는 화가 날 때도 있어요..아산병원에서 출산해서 소아과 전문의들 다 만나봤지만 그냥 토하는 아기래요. 어디가 잘못된건 아니고 그냥 그렇게 태어난 아기라고 하네요. 잘 먹지도 못하고 항상 토를 하니 돌 쯤에는 몸무게가 키로 좀 넘었었어요. 정말 마른 아기였죠. 같은 쌍둥이 여자 아기랑은 키로 넘게 차이나구요. 돌 지나서 두번째 심장수술했구요. 하고 나서 기력을 되찾았는지 한 달만에 키로가 찌더라구요.이때 제가 어찌 먹였냐면요..이유식에 참기름 섞어 먹이기분유에 페디아슈어 섞어 먹이기고칼로리 폭탄이죠. 이런 식으로 세번씩 먹였더니 살이 붙는데 정말 세상 다 가진 기분이더라구요. 두번째 수술 이후로는 토도 거의 안했어요.그런데 언제부턴가 요즘 들어 먹기만 하면 족족 토하기 시작하네요. 이유식도 중기와 후기 사이로 먹여서 알갱이도 그리 크지 않구요. 이유식은세번 분유도세번 정도 먹여요. 그리 양도 많지 않은데 먹이기만 하면 전타임에 먹었던 것까지 분수토하니 이제 어찌 먹여야 할지를 모르겠어요.제가 먹이는 방법에서 뭐가 잘못된 걸까요?아기 토를 줄이면서 살이 붙게 하려면 어찌 먹이면 좋을지..여자 아기 먹는 거는 국에 말아 대충 먹여 너무 미안하기도 하고.. 남자 아기한테 온 신경을 집중하는데 여전히 마른 모습 보자면 눈물만 나옵니다..울 아기에게 제가 어떻게 해줘야 할까요....], 긍정 텍스트 확률 : 57.29%"
"[ 주에 낳아 벌써 교정 개월 되어가고교정 돌이 주 남았네요.교정 개월 아가들 요새 어떻게 먹이고 계시나요?분유부터 숟가락질 젖병떼기까지초보라 쉬운게 하나도 없네요 ㅠㅠ선둥이가 콧물이 질질나서 오늘 병원갔다가몸무게를 쟀더니 .킬로...열심히 먹이고 있는데 더 먹여야한다며분유 싫어하는년째 전쟁중이네요 ㅠㅠ 아이라하였더니이제 생후로는 개월이니 생우유 먹어서거부없음 생우유라도 간식으로 줘서 수유양채우라고 하더라구요..체중이 넘 적게나가서 두돌까진 분유 주든지생우유 갈아타고 페디아슈어 먹이려고 했는데개월에 분유랑 생우유 같이 먹어도 될까요?어제 몇숟갈 줘보니 거부하진 않던데 ㅠㅠ간식도 과일은 바나나만 먹고 사과 배 이런거는 그닥 관심없고요 대신 빵 고구마 이런거만 좋아하네요 ㅠㅠ 씹기를 잘 안하는지 큰 덩어리는 맨날 구역질...ㅠㅠ 그럴싸한 간식도 다 어질러만 놔요재활다니느라 간식도 제대로 못챙겨먹이는데....분유빵이라도 만들어서 매일 먹여야할까요?이유식은 후기이유식으로 씩 번 먹는데 분유는 많이 먹어야정도에요..... ㅠㅠ체중 적게나가는 아가들 키우시는 맘님들요맘때쯤 어떻게 하셨는지 궁금해요.잘 안씹는 아가들도 어떻게 하셨는지 궁금하구요참고로 이는 위개 아래개....ㅠㅠ뭐든 잘먹는 후둥이는 쉽게 가는데 선둥이는 늘 어렵게 가네요 ㅠㅠ 에효무지한 초보엄마에게 조언좀 주세요♡♡], 긍정 텍스트 확률 : 100.00%"
"[ 조리원나오고 나서 엄마나 시어머니나 애기케어를 도와주실 상황이 안되서 바로 산후도우미 알아봣어요여기저기 업체가 많았는데 그래도 리얼 후기?가 많고 규모잇는 업체가 좋을것같아 맘마미아로 선택했어요조리원에서 예약 하면서 제가 원하는 조건 여러가지 작성해서 드리면 최대한 조건 맞는 분으로 보내주신다고 하더라고용ㅋㅋ 출퇴근 시로 처음에는 누가 집에있는게 어색했는데 이모님오시면 오전에 자고 오후에 같이 애기보고 하니 주가 순식간에 지나갓어요 ㅋㅋ조리원에서는 다 해주던걸 막상 집에서 하려니 멘붕이었는데 애기케어 하는 요령이나 이런저런 팁들을 알려주셔서 가시고 나서도 많은 도움이 됐어요제가 조리원나오고 나서 입맛이 뚝떨어져서 잘먹지도 못했는데 입맛돌아오게 하려고 이것저것 세심하게 챙겨주신것도 너무 감사했네요반신반의하며 이용해봤는데 도움받는 주동안 너무 편하게 지냈네요 ㅋㅋ금액부담만 아니면 계속 쓰고싶은 생각만 ㅠㅠㅠ 여튼 맘마미아 이용하면서 너무 만족했습니다 ], 긍정 텍스트 확률 : 86.86%"
"[ 분유 수유가 필요한 경우 두 돌까지 모유 수유를 하는 것이 최고라는 것은 누구나 잘 알고 있는 사실입니다. 하지만 아무리 좋다고 해도 모든 엄마들이 다 모유만으로 아기를 키울 수는 없습니다. 만일 모유만을 먹이기 힘들 경우는 모유 수유 대신 분유 수유를 할 수 있습니다. 돌 전에는 생우유를 먹이지 않는 것이 기본입니다.모유가 부족한 경우는 모유를 끊고 분유를 먹이는 것이 아니고 모유를 먹이면서 분유를 첨가해서 먹이는 것이 기본입니다. 만일 모유를 먹이던 아기에게 모유가 부족해서 분유를 혼합하려 할 때는 분유를조금 먹여서 이상반응의 유무를 반드시 확인하여야 합니다. ], 긍정 텍스트 확률 : 92.13%"
"[ 분유는 모유와 마찬가지로 배고플 때만 먹이는 것이 중요하고 분유 수유아는개월 사이에 이유식을 시작할 수 있습니다. 분유를 먹이는 아기는 돌이 되면 서서히생우유로 바꾸어서 먹이는 것이 좋습니다.한번에 바꾸기 보다는 서서히 바꾸는 것이 좋습니다.분유를 먹는 아기는 개월부터 분유를 컵으로먹는 연습을 시작해서 돌이 되면 우유병을 끊고 컵으로 먹이는 것이 좋습니다. 간혹 두 돌까지 우유 대신 분유를 먹이는 것이 더 좋다고 생각하시는 분도 있는데 그것은 사실이 아닙니다. 음식을 제대로 먹이면서돌이 되면 생우유로 먹이는 것이 좋습니다.우유보다 분유가 영양이 더 좋다고 생각하시는 분도 있는데 이 역시 사실이 아닙니다. 돌이 지나면 신선하고 가공이 적게 된 일반 우유가 더 좋습니다. 만일 이유식을 너무 잘 먹지 않아서 영양상의 문제가 있다면 이 경우는 소아청소년과 선생님과 상의해서 조금 더 오래 우유를 먹일 수도 있습니다. 하지만 분유를 먹여야 하는 아기들에게 분유 대신 두유나 페디아슈어소아영양보충제 같은 것을 먹여서는 안 됩니다. ], 긍정 텍스트 확률 : 85.39%"
"[ 미추홀구], 긍정 텍스트 확률 : 78.63%"
"[ 금액은 글작성 당시 가격입니다. 꼭 다시한번 확인해주세요 ], 긍정 텍스트 확률 : 86.06%"
"[ 현제 할인율할인 ], 긍정 텍스트 확률 : 57.16%"
"[ 갤아기가 너무잘먹어요 돌까지 퓨어락분유먹고 쑥쑥 잘크던아기가 수족구랑 아데노바이러스때문에달을 아팠는데 몸무게가 늘지않고 줄더라구요 페디아파우더며 하이키드며 안먹여본게없어요 킨더밀쉬는 설사하고 너무스트레스였는데 카페에서 효과봤단 거보고 반신반의로 사서먹였는데 몸무게가 이거먹고 키로늘더니 쭉쭉 크고 몸무게도 꾸준히늘고있어요 지금갤에 .에서 .까지됬어요 꾸준히클때까지 먹이려구요 잘먹기도하구요 쌀때좀 쟁여놔야지 가격이 원대였다가 막 들쑥날쑥하네요ㅠㅠ 하루한병만먹이는데 효과너무좋아요 퓨어락먹일때 수입분유라 잘큰단소리듣고 먹인건데 확실히 수입제품이좋네요 .키로에센치 태어나서 갤에 키.몸무게.키로 엄청컸어요 안먹어서 속상한 엄마마음을 보상받는기분이에요 ], 긍정 텍스트 확률 : 99.80%"
"[아이가 너무 말라서 또 찾게 되네요. 오랜만에 사려니 직구는 배송비가 상품가격보다 많이 나오겠더라고요유명한 배대지 구대하려다 쿠팡구대에 혹시 있을까싶어 보러왔다가 더 저렴해서 여기서 구입했어요. 성인도 단백질쉐이크 많이 먹으면 부작용있듯이 이 제품도 너무 어릴때부터 과용하면 안좋을것 같아요 그래도 병약하거나 기타 특이사항일때 의사와 상의후 먹이기엔 매우 좋더라고요], 긍정 텍스트 확률 : 99.96%"
"[ 우리아들 살이 포동포동 찌길 바라며 살찌는 제품 다찾아서 먹여봤는데 요고가 쵝오네요 제일 잘먹었어요 너무 달다는 상품평 봤는데 아이고 오히려 다른제품보다 훨 덜 달아요초코를 좋아하는 일곱살 서른일곱살 두남자가 다 맛있다네요. 전 끝맛 단백질쉐이크맛나던데 허쉬쵸코 우유좋아하는 남편도 진하다고 맛있답니다. 근데 아들이 변비가 있는데 기분탓인지 이거먹고 되게심해진것같아요. 한번씩 심해질때가 있는데 우연인지 이제품때문인지는 잘모르겠네요분유를 끊기 위해 또 영양이 부족해서 찾다가 찾다가 찾은 겁니다. 상품평에 인위적인 바닐라향이라서 잘 먹지 않는 아이들이 있다긴 했으나 다행이 우리 집 꼬맹이 입맛엔 괜찮은것 같습니다. 그냥 주면 아주 찐한 맛과 향이 남아서 세척후에도 젖병에서 바닐라향이 남는건아이가 분유에 섞어서 줬더니 이제는 가루에 액상 같이 섞어달라고 난리네요 ], 긍정 텍스트 확률 : 99.96%"
"[ 금액은 글작성 당시 가격입니다.구매전 꼭다시한번 확인해주세요 ], 긍정 텍스트 확률 : 83.52%"
"[ 본 블로그의 모든 상품은공식 홈페이지를 통해 진행 되는 안전한 제품입니다. ], 긍정 텍스트 확률 : 67.93%"
"[이 포스팅은 쿠팡 파트너스 정책에 의거 판매금액의 일부를 제공받고 있습니다 ], 긍정 텍스트 확률 : 61.64%"
"[ 원해외상품구매네이쳐스원 피디아 스마트 어린이 비타민 파우더 ], 긍정 텍스트 확률 : 53.80%"
"[ 원 해외상품구매 네이쳐스원 피디아 스마트 어린이 비타민 파우더 ], 긍정 텍스트 확률 : 59.03%"
"[ 원 해외상품구매 네이쳐스원 피디아 스마트 어린이 비타민 파우더 ], 긍정 텍스트 확률 : 59.03%"
"[오가닉이라 더좋아요 ], 긍정 텍스트 확률 : 74.81%"
"[ 아이가 너무 잘먹어서 떨어지기전에 또 구매했어요너무 단거같지만 그래도 효과를 보면 좋겠네요], 긍정 텍스트 확률 : 96.50%"
