"[ ..뜬금없이 진심 뉴질랜드로 이민가고싶다며.분유때문에 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ웃기고 있네 ㅋㅋㅋ.ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ], 긍정 텍스트 확률 : 73.12%"
"[ ..아이엠뉴질랜드분유.입자가 부드럽고 엄청고운편이다.신생아들이 먹기좋은 분유라.소화 흡수잘되고 영양설계 잘되어있어 .아기설사에 좋다고하니 믿음이간다 ], 긍정 텍스트 확률 : 96.73%"
"[ ..한스푼당 라.분유양 늘려가는 중이다고니. 조유할때 편해서 좋음. ], 긍정 텍스트 확률 : 83.09%"
"[ ..아이엠뉴질랜드 분유 프로. 쌍둥이 분유바꿔보는날.잘먹을지 궁금하다. ], 긍정 텍스트 확률 : 89.57%"
"[ ..첫째 딸기도 분수토 자주하는데.요건 목넘김이 괜찮은지 생각보다.너무 잘먹었는다. ], 긍정 텍스트 확률 : 99.01%"
"[ ..둘째는워낙 다잘먹는데 대신 응가를 잘못하는스타일이라 이따가 잘봐야겠다.지금 분유 원샷하고 기분좋은지 .웃는 둘째 너무 귀엽다♡ ], 긍정 텍스트 확률 : 99.06%"
"[ ..딸쌍둥이들 분유 바꿔본거라 .어떨지 궁금했는데 .아이엠뉴질랜드 분유 잘먹는듯. ], 긍정 텍스트 확률 : 80.81%"
"[ ..두번째 분유먹을때부터는 .수유쿠션에서 스스로 먹고있는중ㅋㅋㅋ확실히 아기설사 에 좋은 분유 라고해서 .그런지 배변도 빨라지고 변 색도 좋아졌다.설사분유 사용하기 괜찮은듯... .?아이엠뉴질랜드분유아이엠뉴질랜드분유.?신생아분유신생아분유. .?아이엠뉴질랜드분유프로아이엠뉴질랜드분유프로.?수입분유수입분유 . .?아이엠뉴질랜드아이엠뉴질랜드.?아기설사아기설사.?신생아설사신생아설사. ], 긍정 텍스트 확률 : 95.99%"
"[ 안녕하세요 엉뚱이예요 요즘에 우리 둘째 아드님이 모세기관지염에 장염에 중이염에난리난리가 아니였는데 이제 좀 다 나았다 싶었는데 독감이라네요 .........휴.....자꾸 분유만 먹으면 분수토를 하고 .. 너무 힘들어해서 소화가 잘 안되는가 싶고 고민이 많았어요 목이붓고 가래가 자꾸 끌어서 기침을 하다가 토를하는데 분수토를 하더라구요 목감기때문에 그럴수있겠다 생각도하지만 완모를할때는 토를 전혀 하지 않았지만 분유를 갈아타는 시기부터 분수토를 자주했어요 의사선생님께도 상의했었지만 모유를 조금 더 길게 가는게 어떠냐고 하셨지만..저도 일을 하면서 유축을 하는것도 모유량도 점점 줄어들기때문에 한계에 부딧치면서 서서히 완분으로 갈아탓어요 처음에는 어떤 분유를 할지 고민했는데 첫째가 먹었던 홀레분유로 주문을 했었어요 그런데 첫째때와는 또 다르게 분수토를 하더라구요 정말 많이 검색해보기도하고 어떤분유가 좋을지 고민을 많이 했는데 정말 어렵더라구요 분유 추천하는것들은 엄청 많은데 우리 아이에게 맞을지 맞지않을지 고민되는것도 사실이고 결정하는데 진짜 선택장에 오백만번 왔었어요 혹시나 조금이나 도움이 될까해서 포스팅을 하려해요], 긍정 텍스트 확률 : 61.97%"
"[설사에도 효과가 좋아서 엄마들사이에사도 입소문이 자자하더라구요 먼저 저는 아이가 분수토를 하는이유는 그만큼 소화되는데에 부담이 있거나 먹고나서 속이 불편하거나 너무 빵빵한 느낌이 들어서 그럴수도 있겠다 싶었는데 이게 시간이 지나면 점점 좋아질거다하는데 토하는 아이도 치우는 엄마도 힘들고 지치는데 계속 먹일수없어서 바꾸는걸 결정했어요 치우는건 둘째치고 어쨌든 아이가 불편하다는 거니까요 굳이 불편한분유를 계속 먹어라먹어라 할순없었어요.. ], 긍정 텍스트 확률 : 62.84%"
"[ 유산균 함유량이 타 분유에 비해 높고비타민 함량이 분유중에서는 최고 라 하네요 그리고 아이들에게 유산균을 따로 먹이는데 이미 다 들어있기때문에 유산균을 따로 먹이지 않아도된다는점이 큰 장점 이예요 요즘 많이 개월이 지나 면역력이 많이 약해서 자주 아픈 우리 아들을위해 더 빨리바꿀껄 하는 생각이 드네요], 긍정 텍스트 확률 : 99.08%"
"[ 에 스푼을 넣어주면 끝 기존에 분유는 스푼을 넣어줘야하는데 손이 덜가네요 ㅎㅎㅎ저희 아들래미는 정말 배고프면 자지러지게 울어대는데 후다닥 갔다드리야지유....정신없이 흔들어서 갔다주는데 항상 분유찌꺼기가 남았는데아이엠 뉴질랜드는 급하게 흔들어서 줬는데도 분유잔여물이 별로 남지 않더라구요 생각보다 잘 녹았지만 그래도 저처럼 대충흔들지 마시구 잘 돌돌돌 비벼주세요 ], 긍정 텍스트 확률 : 95.47%"
"[ 먹으면서도 잠이 솔솔오는지 귀여운 아드님 거부없이 잘먹어주니 어찌나 고마운지 몰라요 그리고 정말 게워내는게 줄었어요 지금은 기침하면서 조금씩 더 게워내긴했는데 섞어먹일때도 조금은 있었지만 완전히 아이엠뉴질랜드로 바꾸고난후에는 정말 양도줄고 거의 안해서 바꾸길 잘했다는 생각이 들어요 이번에 한통 다 먹여보고 정말 분수토를 아예안하면 저는 완전히 정착할까해요 포스팅을 하면서 성분도 내용물도 만들어지는 과정도 살펴보니 더 맘에 들게 된 아이엠뉴질랜드 수입분유 ], 긍정 텍스트 확률 : 96.99%"
"[안녕하세요. 별이에요.드디어 아기가 일이 지났어요일의 기적을 기다리고 기다렸는데], 긍정 텍스트 확률 : 99.60%"
"[ 일이란 기적 버프를 받을 수 있는 시기가 와서 기분 좋은나날을 보내고 있는 요즘이에요이전에도 수입분유를 아가에게 수유 했었는데], 긍정 텍스트 확률 : 98.10%"
"[ 묽은변을 자주 눠서 걱정이 많은 초보맘이였다죠맘카페에도 아기설사 증상을 물어보고 했었는데 수입분유로 바꾸고설사 같은 묽은변이 없어졌어요 ], 긍정 텍스트 확률 : 89.28%"
"[ 제가 는 사진으로 못남겼네요분리수거에 투철한 사람인지라 바로 분리수거 행 했다쥬...무튼 분유포장 이렇게 꼼꼼하고 새밀한건 처음 보았답니다.다른 맘님들 후기에는 언급이 되어 있을지 모르겠지만 정말안전하게 포장되어 와요.택배로 받아보면 꼼꼼한게 한가지가 아니란걸느낄 수 있는 분유였어요. ], 긍정 텍스트 확률 : 55.07%"
"[ 분유 개봉 날짜도잘 표기 할 수 있도록 심플한 스티커가 부착 되어있어요.제가 개인적으로 개봉일 날짜 기입을 잘 안하는 타입인데], 긍정 텍스트 확률 : 81.38%"
"[ 아이엠뉴질랜드 수입분유는 한눈에 보기 쉽게 스티커가부착되어 있어서 왠지 모르게 날짜를 쓰고 싶더라고요.그래서 월 일 착하게 적어보았답니다. ], 긍정 텍스트 확률 : 86.21%"
"[ 아이엠뉴질랜드에서는 분유저장팩도 함께 동봉해서 보내준답니다..이런 새심한 배려까지], 긍정 텍스트 확률 : 92.36%"
"[ 제가 선택한 분유는프로 설사에 좋은 분유 인데요.. ], 긍정 텍스트 확률 : 54.73%"
"[ 남편도 쉽게 알아보라고 스티커를 뚜껑 쪽에], 긍정 텍스트 확률 : 74.20%"
"[부착해보았어요.분유 마다 조유법이 다르다 보니], 긍정 텍스트 확률 : 50.64%"
"[ 조유방법을 분유통에 표기하는건 필수더라고요], 긍정 텍스트 확률 : 50.00%"
"[ 아기 엄마들이라면 무조건 필수적으로 확인하는유통기한 날짜인데요제조된 날짜로 부터 년동안 수유 가능하네요], 긍정 텍스트 확률 : 50.36%"
"[ 유통기한 날짜 확인하려 뒤집었다가 분유가루도 함께 뒤집어짐..촬영하면서], 긍정 텍스트 확률 : 81.16%"
"[해외에서도 판매되고 있는분유라고 하더라고요 ㅇ자국민들에게도 판매하고 있따면 믿을만 하지 않나 라는 생각이 들어요.그리고 저는 아기에게 아이엠뉴질랜드 수입분유로 바꾸기 전하루 총 수유횟수에서 횟수조절로 바꿨어요 ], 긍정 텍스트 확률 : 52.91%"
"[ 센스있게 분유저장팩도 이렇게 개별 포장되어 보내주는데사용해봐야죠], 긍정 텍스트 확률 : 77.44%"
"[ 분유를 한번 바꿔보시는 것도 좋을 것 같아요.맘카페에 보아 하니], 긍정 텍스트 확률 : 57.39%"
"[조금씩 한 번 바꿔보는것도 좋을 것 같다 라는 생각이 드는수입분유 였어요.묽은변으로 인해], 긍정 텍스트 확률 : 68.33%"
"[제일 많이 고민하고 걱정한 후 결정내렸던 것이분유이다. 아마 모든 양육자들이 제일 걱정하는 부분 아닐까? 특히 이유식을 시작하기 전의 아기들은 태어나서부터 짧게는 개월에서 길게는 개월까지 모유나 분유만 먹는다. 모유를 먹이는 엄마들이라면 아무래도 걱정이 덜 하겠지만 나처럼 여의치 않은 상황이라 분유를 먹여야 한다면 더더욱 신경이 쓰이기 마련이다. 나의 경우], 긍정 텍스트 확률 : 99.20%"
"[ 시중에 수많은 제품들이 나와있어 가까운 마트에만 가도 선택의 폭이 정말 다양해졌다. 거기다가 인터넷 때문에 외국 제품도 직구로 구매가능하게 되면서 인터넷 카페에서 엄마들의 입소문을 타고 유명해진 그게 좋다카더라분유도 생기면서 더욱 선택할 수 있는 범위가 넓어졌다. 첫째 때만 해도 뭐 굳이 외국제품을 먹일 필요가 있을까. 우리 몸에는 우리 것이 최고여 라는 신토불이 마인드였는데], 긍정 텍스트 확률 : 95.30%"
"[아무튼 우리나라보다는 좋은 환경에서 소가 살고 있을 것 같다. 아무 상관 없을 수도 있지만 요즘 특히 미세먼지 때문에 공기도 안좋고 아기키우는 사람들이라면 전부 걱정이 될텐데], 긍정 텍스트 확률 : 93.51%"
"[의심할나위없이 뉴질랜드에서 만든 분유를 한국에서 직수입 한 것이다. 첫째 때 먹였던 다른 수입분유는우리나라 마트에서 파는 것과 직구한 것이 성분에 차이가 있어그 차이가 좋고 나쁘고 상관없이 헷갈리기도 했었는데 이건 그냥 말그대로 직수입 제품이다. ], 긍정 텍스트 확률 : 61.00%"
"[또한 직구로만 구매가 가능한 분유의 경우], 긍정 텍스트 확률 : 79.77%"
"[뉴질랜드 내에서는 요거트 제품이 특히 인기가 많은 것 같다. 그만큼 유산균에 대해서 만큼은 전문가이니 분유에 포함된 유산균도 효과가 좋을 것 같다.진작에 알았더라면 배앓이 때문에 고생했던 우리 둘째 신생아 때 사용해보는 건데.. 아쉽다 ㅜ ], 긍정 텍스트 확률 : 97.68%"
"[ 그리고 유산균이 중요한 이유는 우리 몸의 면역세포가 장에 많이 위치해있고], 긍정 텍스트 확률 : 71.48%"
"[그래서 장이 건강해야 면역력도 강해진다고 하니.. 장건강이 곧 우리 몸의 건강이라 할 수도 있을 것 같다. 그렇다면 아직 면역력이 약한 아기가 면역력을 키우려면 유산균 섭취는 필수 인 것이다 ], 긍정 텍스트 확률 : 71.35%"
"[ 아임뉴질랜드 분유의 스푼은당 한 스푼 기준이다. ], 긍정 텍스트 확률 : 76.46%"
"[ 는 봤는데 는 또 처음이다. 그러고보니 스푼이 깊은 것 같다. 다른 외국분유처럼 물을 먼저 넣어 물양을 맞추고 분유를 넣는 방식이다. 이 방식이 굉장히 편리한데 왜 국산분유는 총 양을 맞추는지 모르겠다.. 노이해..를 탄다면 물 을 먼저 계량하고], 긍정 텍스트 확률 : 96.69%"
"[분유를 먹인 후 변화.아이엠뉴질랜드로 바꾸고 일주일 정도... 나는 응가가 샌 바지를 빠는 것에서 해방되었다 ㅜㅜ 우리 소담이 변이 적당히 질펀한 정상변으로 돌아온 것이다. 간혹 이유식을 많이 먹은 날에는 더 고체에 가까운 변이다. 이렇게 빠르게 변화가 올 줄 알았으면 진작에 바꿀 걸 그랬다. 몸무게도 정상적으로 증가하고 있고], 긍정 텍스트 확률 : 73.68%"
"[이유식도 왠지 더 잘 먹는 느낌이다 ㅎㅎ 무엇보다 깨끗한 환경에서 자란 소의 우유를 먹는다고 생각하니 더 안심이다다른 후기들을 읽어보면 특히 골드 분유로 변비때문에 고생하는 아기가 정상변을 보게 하는데 효과를 많이 본다고 한다. 변비가 안왔으면 좋겠지만 혹시라도 그것 때문에 고생한다면 그땐 골드를 먹여봐야겠다.], 긍정 텍스트 확률 : 94.08%"
"[ 꼬율이가 완모아기에서 완분으로 갈아타면서 변비가 살짝 염려스러웠던 적이 있었는데요. 아이들은 주식인 분유선택에 따라 몸의 반응이 다르다고해서], 긍정 텍스트 확률 : 84.95%"
"[둘째는 바로바로 몸이 반응하니까 넘 신경쓰이는것 ㅠㅠ 그래서 늘 소통하고 지내는 육아맘 언니들에게 변비증상이 있는데 어떤 분유가 좋겠냐며 여쭤보았고], 긍정 텍스트 확률 : 67.54%"
"[그때 한 언니가 추천해준 아이엠뉴질랜드 골드 를 먹였던 적이 있어요.국산분유를 먹이고 있었기때문에 수입분유를 처음 접했던 것이 바로 아이엠뉴질랜드 골드 다행이도 서서히 변비증상이 좋아졌어서 쭉 먹였었죠. 아주 만족감을 가졌었지만], 긍정 텍스트 확률 : 91.37%"
"[분유를 지원받는 곳이 있어서 다시 국산분유로 돌아왔고], 긍정 텍스트 확률 : 75.05%"
"[그래도 다행히 별 다른 증상이 없이 잘 먹여왔는데], 긍정 텍스트 확률 : 81.35%"
"[ 최근에는 꼬율이가 변비가 아닌 묽은 응아를 자꾸 보는것에 스트레스를 엄청 받았는데요. 아이엠뉴질랜드 프로 는 이런 증상을 잡아준다고해서 다시 찾았어요. 처음 먹였던 기억이 좋았기때문에 고민하지않고 주문했고 서서히 갈아타서 한통 곰방 끝냈죠 ㅋㅋ 신생아설사 부분으로 고민을 가지고계시는 맘님들께 요거요거 추천해드리고싶어요. 확실히 먹이다보면 그 효과를 느끼고 잘 골랐군 하실거랍니다.소화가 잘 되는 분유라 신생아 배앓이나 구토 등등이 개선되어요아이가 편안히 잠들고 노는 모습을 보면 그제서야 안심 그래서 저에게는 매우 긍정적이고 이미지가 좋게 박혀있었는데], 긍정 텍스트 확률 : 78.96%"
"[이번에도 설사끼가 많이 좋아져서 완전 땡큐땡큐], 긍정 텍스트 확률 : 53.05%"
"[프로 둘 다 프리바이오틱스가 들어 있구요. 특히], 긍정 텍스트 확률 : 73.74%"
"[제가 오늘 소개해드리는 프로 는 프로바이오틱스 유산균까지 함유되어 있어서 평소에 변을 무르게 보거나 신생아설사 아기에게 참 괜찮은 분유라 말하고 싶어요. 추가로 유산균을 먹이고 어쩌고 하지 않아도 주식인 분유 안에 다 함유가 되어있기때문에 건강한 황금변을 볼 수 있도록 도와주는거지용 거기다가 비타민 함유량이 타 분유에 비해서 굉장히 높더라구요 거의 배 가까이 차이날정도로... 비타민를 통해서 아이이 면역력을 강화시켜준다는 부분도 정말 마음에 들었어요. 아이가 가장 많이 자라는 시기인 요즘 미네랄], 긍정 텍스트 확률 : 71.83%"
"[ 흐흐흐 조제하기 편한스품도 함께 동봉되어 왔구요. 분유저장팩도 추가로 왔어요. 안심박스라고 분유 전용 박스에 택배되어 왔는데], 긍정 텍스트 확률 : 72.19%"
"[아이엠뉴질랜드 분유는 단계까지 모두 조제분유라서 아이 성장에 더 도움을 주는 영양만점 분유라는 부분이 마음에 들었어요 ㅋㅋ], 긍정 텍스트 확률 : 98.26%"
"[ 아무거나 잘 먹었던 첫째와는 다르게 분유에 바로 반응하는 둘째에게는 좋은 분유를 먹여야겠다는 생각이 들어서 뉴질랜드 분유를 많이 찾아봤었거든요. 근데 흠 너무 고가들이라서 부담스럽고 계속 꾸준히 주문해서 먹일 수 있을까 싶고.. 그랬는데 그래도 아이엠뉴질랜드는 가격도 착한편이에요.그런데 프로바이오틱스 유산균은 훨씬 더 많이 함량되어있다잖아요 그렇다는데 선택을 안 할 수 없는 것 ㅋㅋ 그래서 더 알아보니까 요건 분유 제조사에서 직접적으로 관리하는 제품이라고해서 안전성 부분에도 걱정이 안되고.. 이래저래 정말 마음에 들었던 수입분유 ], 긍정 텍스트 확률 : 95.91%"
