"[ ..울 귀요미는 요 근래 밤잠을 자주 설치고], 긍정 텍스트 확률 : 77.72%"
"[ 이번 괌 여행은 아기와 함께 하는 여행이어서 대한항공 비지니스 클래스로 예약을 했어요. 처음으로 타보는 프레스티지석 ㅎㅎ 원래는 여행 가기 한참 전에 예약을 해서 특가로 예약하는 경우가 많은데 이번 괌 여행은 여행 가기 얼마 전에 항공권을 예약하려다 보니 일반석과 프레스티지석 가격 차이가 크지 않더라구요. 성인 인당 만원 정도 차이로 총 만원 정도 차이가 났는데 그 정도 차이면 아기와 함께 하는 여행에서 충분히 값어치가 있겠다 싶어서 예약 ], 긍정 텍스트 확률 : 99.42%"
"[체크인만 제 때 했으면 괜찮은 스케줄이었던 것 같아요 아기와 여행할 때도 요 시간대 괜찮은 것 같아요.올 때는 밤비행기 타면 돌아오기 넘 피곤하니 오후 비행기로 했구요. 그리고 대한항공 프레스티지 탑승하면 프레스티지 라운지를 이용할 수 있거든요. 대한항공 프레스티지 칼라운지 후기는 아래 포스팅을 참조하세요.▼▽▼ ], 긍정 텍스트 확률 : 72.38%"
"[ 괌 가는 대한항공 저녁 시간 비행기 게이트는 번인데 걸어가보니 제일 끝이더라구요. 오랜만에 가는 해외여행이라 두근두근 ㅎㅎ 그리고 우리 햇살이와 함께 하는 첫 번째 해외여행이라 더 신났었어요. ], 긍정 텍스트 확률 : 88.66%"
"[ 비행기 탑승하러 내려가는데 햇살이도 신나고 ㅎㅎ 괌 가기 전에 제주도에 먼저 데리고 갔었는데 그 때 비행기를 넘 잘 타더라고요. 그래서 이번에도 잘 타겠지 하는 마음으로 탑승하러 갔어요. ㅎㅎ ], 긍정 텍스트 확률 : 99.55%"
"[ 요즘 한창 이것저것 관심이 많은 때라 밖에 나가면 그렇게 여기저기 보더라고요. 비행기 타러 가면서도 밖에 처음 보는 풍경이 나타나니 신기해서 눈을 못 뗌 ㅎㅎ ], 긍정 텍스트 확률 : 96.31%"
"[ 인천공항에서 괌으로 갈 때 탄 대한항공은 석 이었어요. 프레스티지석도 보니까 종류가 네 가지가 있었는데요.석은 프레스티지 스위트 좌석배열로 되어 있고], 긍정 텍스트 확률 : 94.67%"
"[전 좌석이 사선으로 배치가 되어서 프라이버시가 강조된 좌석이에요. 창가석에 앉아도 바로 통로로 나갈 수 있도록 설계된 프레스티지 스위트갈 때는 만석이 아니어서 아기를 옆에 앉힐 수 있도록 좌석 지정 할 때 배려를 해 주시더라구요. 덕분에 햇살이도 한 자리 차지하고 앉았던 ㅎㅎ ], 긍정 텍스트 확률 : 86.74%"
"[헤드폰이 기본으로 제공되어요. 그리고 옆에 보면 슬리퍼도 있다는. ], 긍정 텍스트 확률 : 67.58%"
"[ 아기가 타니까 아기 헤드셋도 제공을 해주시더라구요. 아직 햇살이는 넘 어려서 아기 헤드셋 착용은 못했는데요. 귀여워서 한 번 씌워봤어요. ㅎㅎ ], 긍정 텍스트 확률 : 92.28%"
"[ 대한항공 프레스티지석이 정말 좋다고 느낀 것이 자리 하나에 창가 세 개를 차지하고 있더라고요. 넘나 넓고 쾌적하게 갈 수 있다는], 긍정 텍스트 확률 : 61.70%"
"[ 앞에 개인용 모니터가 있는데요. 무려 인치 화면에 해상도가 엄청 좋더라구요 바로 옆좌석이랑 이렇게 사선으로 배치되어 있어서 프라이버시 방해받지 않고 즐길 수 있어요. 그리고 사이에 칸막이를 올릴 수 있어서 칸막이까지 올리면 완벽히 독립적인 공간이 된다는 물론 저는 아기가 옆좌석에 있어 그럴 수 없었지만ㅋㅋ], 긍정 텍스트 확률 : 99.68%"
"[ 햇살이와 함께 하는 첫 번째 괌 여행 기념으로 사진도 남겨봤어요. 비지니스 좌석이라서 베시냇 신청을 안했었는데 같이 앉아도 괜찮더라고요.], 긍정 텍스트 확률 : 62.41%"
"[ 하늘에서 바라본 서울 모습한강도 보이고 한강 다리들도 빛나고 있더라구요. 이륙하면서 이 때가 기분 제일 좋은 것 같아요. ㅎㅎ ], 긍정 텍스트 확률 : 93.20%"
"[ 모니터가 굉장히 멀리 있다는 ㅎㅎ 그리고 좌석 오른편에 터치스크린 리모콘이 있어요. 이게 멀티태스킹까지 가능한 리모콘이더라구요.], 긍정 텍스트 확률 : 80.98%"
"[ 앞쪽에 멀티 아답터가 있어서 충전하기에도 편하구요. 좌석 오른편에 시트 각도를 조절하는 버튼이 있어요. 그림으로 직관적으로 알아볼 수 있게 되어 있어서 조절하기 편하더라구요. ], 긍정 텍스트 확률 : 70.96%"
"[ 터치감도 좋은 리모컨 ㅎㅎ 영화 뭐 있는지 봤는데 최신 영화 몇 개 있더라구요. 한국 영화는 개 있고 ㅎㅎ 스파이더맨을 안 봤으면 이게 딱이었는데 얼마 전에 봐서 돈 봤어요.], 긍정 텍스트 확률 : 80.57%"
"[ 좌석 오른편 윗쪽을 열면 식탁을 꺼낼 수 있어요. 식탁도 펼치니까 넓더라고요. ㅎㅎ ], 긍정 텍스트 확률 : 90.03%"
"[ 오른쪽 아래 보면 식사 메뉴와 슬리퍼 주머니가 있어요. 비행기 탈 때 장거리든 단거리든 슬리퍼는 필수 ], 긍정 텍스트 확률 : 91.33%"
"[중식새우와 관자요리 이렇게 있었는데요. 저는 비빔밥을], 긍정 텍스트 확률 : 78.61%"
"[신랑은 불고기 덮밥을 선택했어요. 그리고 아기와 함께 여행할 때는 사전에 꼭 유아식을 신청하세요 신청하지 않으면 준비되지 않는답니다. 저는 사전 정보를 입력하면서 유아식을 미리 신청을 해두었었어요. 아기를 두고 둘이 동시에 먹을 수가 없어서 일단 신랑부터 먹고 저는 그 때 햇살이를 먹이기로 ㅎㅎ ], 긍정 텍스트 확률 : 94.34%"
"[ 식사 전에 따뜻한 손수건이 먼저 제공되구요. 제일 먼저 식전주 서비스가 나오는데요. 바질을 곁들인 모짜렐라 치즈예요. 요건 먹기 편하다고 먼저 먹으라고 주시더라고요. ㅎㅎ 모짜렐라 치즈 넘나 맛있었던], 긍정 텍스트 확률 : 98.22%"
"[ 햇살이는 처음에 안전벨트를 했었는데 작다보니 금방 탈출하더라고요. 그리고 이내 좌석을 잡고 일어서는기내에서도 신기한게 많아서 자꾸 일어나서 보려고 하더라고요. ㅎㅎ ], 긍정 텍스트 확률 : 55.48%"
"[ 그래서 앞에 식탁을 펼치고 담요], 긍정 텍스트 확률 : 53.40%"
"[가방 등을 올려놓고 막았는데 무용지물 ㅋㅋ 중간에 저 칸막이를 올릴 수도 없고 ㅋㅋ 다행인건 햇살이는 비행기에서 울거나 소리지르거나 하지 않아서 자리 이탈하는 것만 막으면 된다는 것이었어요. ㅎㅎ 이륙할 때 약간 걱정했는데 아무렇지도 않고 잘 놀더라고요. ㅎㅎ ], 긍정 텍스트 확률 : 99.24%"
"[ 미리 주문해둔 유아식이 나왔어요 유아식은 아기 개월 수에 맞춰서 다르게 제공되더라구요. 개월 아기인 햇살이에게는 이유식 개와 과일주스], 긍정 텍스트 확률 : 74.65%"
"[그리고 물이 제공되었어요. ], 긍정 텍스트 확률 : 81.98%"
"[ 이유식은 헤인즈 이유식이었는데요. 개월 이상과 개월 이상 개를 준비해주셨더라구요. 개월 이상 먹을 수 있는 이유식인 호박 리코타], 긍정 텍스트 확률 : 67.89%"
"[시금치 이유식을 먹여봤는데요. 처음 맛보는 건데도 맛있게 잘 먹더라구요. 근데 다음날 사과 오트밀은 안 먹더라는 ㅋㅋ 정말 잘 먹는 아기인데 이유식 거부는 처음이었어요. ㅋㅋ 먹을 것이 눈 앞에 보이면 저렇게 손부터 뻗는 아기인데 말이죠. ㅎㅎ 주스도 처음 먹여서 그런지 잘 안 먹어서 제가 먹고 물은 분유탈 때 쓰고요. ], 긍정 텍스트 확률 : 99.98%"
"[ 아기를 먹인 후 식사를 부탁 드렸어요. 전채요리부터 제공이 되는데요. 파슬리를 곁들인 조개 관자가 나오더라구요. 올리브 오일이 같이 나오는데 뿌려서 먹으면 된답니다. 옆에 반찬], 긍정 텍스트 확률 : 84.96%"
"[참기름은 비빔밥을 위한 것 ㅎㅎ ], 긍정 텍스트 확률 : 84.40%"
"[ 조개 관자가 쫄깃쫄깃하니 맛있더라구요. 야채도 신선하고 구운 가지도 맛있고], 긍정 텍스트 확률 : 51.06%"
"[아래가 제가 먹은 비빔밥이에요. 다 그릇에 제공이 되니까 더 맛있는 느낌이었어요. 밥이랑 국도 맛있고음료는 오랜만에 화이트 와인으로 마셔봤어요. ㅎㅎ], 긍정 텍스트 확률 : 82.53%"
"[ 디저트는 계절과일과 아이스크림 중에서 선택할 수 있는데요. 저는 과일을 선택해서 먹었어요. 근데 다 먹고나니 아이스크림도 남았다고 주시더라고요. ㅎㅎ 하겐다즈 아이스크림 넘 맛남], 긍정 텍스트 확률 : 81.08%"
"[ 괌에서 인천으로 갈 때 탄 대한항공은 석 이었어요.석은배열이었고], 긍정 텍스트 확률 : 82.41%"
"[ 돌아갈 때는 오후 시간 비행기라 그런지 만석이었어요. 그래서 햇살이를 신랑이랑 번갈아가며 안았는데 비지니스석이라 그마나 괜찮았던 것 같아요. 좌석이 넓으니 옆에 앉힐 수 있더라고요. ㅎㅎ ], 긍정 텍스트 확률 : 83.24%"
"[ 갈 때와 동일하게 담요와 베개가 올려져 있구요. ], 긍정 텍스트 확률 : 92.09%"
"[ 노이즈 캔슬링 헤드셋과 슬리퍼도 동일하게 제공되어요. 이번엔 기내식 메뉴가 모니터 옆 공간에 꽂혀 있더라구요. 프레스티지 슬리퍼 좌석의 모니터는 스위트 좌석보다 조금 작은 .인치예요. ], 긍정 텍스트 확률 : 89.63%"
"[ 비행기 안에서는 무조건 슬리퍼 신어줘야죠. ㅎㅎ 좌석 간격은 인치이고], 긍정 텍스트 확률 : 85.81%"
"[좌석 윗쪽에 개인 독서등이 있고요. 높낮이와 각도를 조절할 수 있어요. 좌석 기울기도 원터치 버튼으로 조작이 간편하구요. ], 긍정 텍스트 확률 : 75.01%"
"[올 때는 뽀로로 두들북을 받았어요. 아직은 넘 어려서 나중에 좀 더 크면 줘야할 듯 ㅎㅎ ], 긍정 텍스트 확률 : 73.03%"
"[ 소고기 야채와 바나나 퓨레가 제공되었는데요. 거버 퓨레는 오트밀에만 섞어먹다가 이번에 단계를 처음으로 따로 줬는데 잘 먹더라구요. 개 다 싹 비웠어요. 소고기 야채를 훨씬 더 좋아했다는 ㅎㅎ ], 긍정 텍스트 확률 : 97.97%"
"[ 돌아올 때도 기내식은 코스요리로 제공되는데 이번에는 신랑이 비빔밥을], 긍정 텍스트 확률 : 52.57%"
"[ 늦게 먹었더니 후식은 과일밖에 남지 않아서 과일을 먹었어요. 신랑은 먼저 먹어서 하겐다즈 딸기 아이스크림을 먹었다는 ㅎㅎ 좌석과 기내식 모두 마음에 들었어요.], 긍정 텍스트 확률 : 97.81%"
"[ 인천공항에 착륙할 때쯤 마지막으로 찍어본 기념사진괌 공항에 도착해서는 잠들어가지고 비행기 탑승할 때 딱 깨버렸었거든요. 그래서 한숨도 안자고 놀면서 왔는데 울거나 시끄럽게 하지 않아서 다행이었어요. 다만 옆좌석 앉은 분한테 자꾸 애교부리고 웃어서 부담스러우실까봐 못하게 했더니 그 분이 괜찮다고 ㅎㅎ 아기가 정말 순하다고 하면서 언니분이 아기 이 맘때쯤 괌 다녀왔는데 너무 힘들어했다고 하시며 이 정도만 되면 여행다닐만 하겠다고 하시더라고요. 제가 봐도 햇살이는 여행 체질인 듯 ㅋㅋ 아기와 여행할 때 일반석이랑 가격차이가 크지 않다면 비지니스석 이용하는 것을 강추 이번에 괌 여행 하면서 대한항공 프레스티지석 이용해보고 완전 반했다는아기가 순해도 일단 같이 비행기를 타는 것 자체가 힘들잖아요. 좌석이 넓고 여유로우니까 아기와 함께 하는 여행이어도 여행의 피로도가 훨씬 낮았어요. 그래서 괌에서도 더 즐거운 시간을 보낼 수 있었던 듯 ㅎㅎ 다음에 여행갈 때 또 이용하고 싶어요], 긍정 텍스트 확률 : 98.85%"
"[ ..분유를 줄이면서..탄수화물부족이 나타날수 있어서..이유식을 죽으로 회], 긍정 텍스트 확률 : 51.50%"
"[ ...람작으로 선택한이유는... 우리집 밥솥이 인용], 긍정 텍스트 확률 : 54.12%"
"[ ...도착하자마자..신랑이 뜯어서.연마제 제거해줘서..포장 없어짐], 긍정 텍스트 확률 : 66.84%"
"[ ....밥솥이유식의 단점이라하는..육수의 단일화ㅋㅋㅋ..섞이기 때메 어쩔수없고], 긍정 텍스트 확률 : 74.38%"
"[씻고.잠깐있으면.완성...넘나편해], 긍정 텍스트 확률 : 62.71%"
"[ .따뜻할때 넣기..죽은 식으면 단단해지니께.. ], 긍정 텍스트 확률 : 95.55%"
"[루안이 다음주에 돌이에요.첫돌 맞이해서 가족여행을 떠나는데 이번에는 휴양지가 아니라서아기 밥 먹일 일이 고민이더라구요.평소 먹이던 실온이유식들은 다 전자렌지 데워야 하는데 해외에서 전자렌지 데워서 먹이기가 쉽지 않을 것 같아서얼쓰베스트 이유식을 잔뜩 샀어요. ], 긍정 텍스트 확률 : 61.81%"
"[ 기호성은 정말 좋더라구요.이유식 안 먹기로 유명한 정루안씨께서 간식처럼 순삭했어요 ], 긍정 텍스트 확률 : 78.47%"
"[ 다만...먹고나서 ], 긍정 텍스트 확률 : 58.57%"
"[ 알갱이가 조금 있구요.스파게티가크기로 잘라져 있어요. ], 긍정 텍스트 확률 : 64.37%"
"[ 맛있는지 한병 금방 다 먹었어요. ], 긍정 텍스트 확률 : 51.48%"
"[ 이건 옥수수향이 진짜 강하게 나고 먹어보니 고소한 단맛이였어요.이것도 잘 먹더라구요. ], 긍정 텍스트 확률 : 85.58%"
"[ 이건 푸딩같은 식감이에요.탱글탱글 ], 긍정 텍스트 확률 : 61.61%"
"[갑자기 정해진 여행으로 이유식중인 우리아가준비물을 어찌 챙겨야하나 고민했다.개월 막바지이고 엄마의 귀차니즘으로 일번 이유식 중인 망고씨.찾아보니 레트로트 식품을 가져가거나 직접만든 이유식을 꽁꽁얼려 가져가는 분들 두분류로 나뉘었는데.. 망고씨는 자기주도이유식중인데.. 아무리생각해도 가져갈 수가 없는 것.. 여행은 일.그래서 몽땅 맘마밀과 파스퇴르 일번으로 계산하여 준비해갔다. 물론 사전에 아기가 먹는지 테스트해야함. 다행이 잘 먹었지만 여행막바지엔 좀 질렸는지 거부했고. 못먹일 상황일때는 분유를 먹이기도 했다.무거워서그렇지 너무 편한 것... 간식으로 거버 과일퓨레도 평소 먹는 과자도 든든히 준비해놓고], 긍정 텍스트 확률 : 99.91%"
"[혹시몰라 김도 챙겼다.다녀온 후기로는 전부 다 먹고왔다.ㅋㅋㅋ뭐든 있으면 좋다. 라는 결론현지에서는 조식때 과일을 주거나], 긍정 텍스트 확률 : 86.92%"
"[여행지가 태국이었으므로 스티키라이스도 주었다. 마트에서도 현지 레트로트이유식을 판매하고있어서 과자], 긍정 텍스트 확률 : 59.70%"
