"[.뢰벤짠 새로 꺼내며 찍어본 우리집 도련님 저장고. ], 긍정 텍스트 확률 : 60.69%"
"[주간 산후도우미의 도움을 받아 육아를 시작하게 되었어요.저는 맞벌이라 그런지 지원금액은 가장 낮은라형으로 자부담금 ], 긍정 텍스트 확률 : 74.33%"
"[ 원 이었고요. 연장도 안되는 조건이었으나 절반정도 금액이 정부 지원되니 고민없이 신청했습니다. 근데 육아도 배울 수 있고 산욕기에 몸조리 조금 더 할 수 있어 좋아요. 친정엄마도 앞으로 고생길이 훤한데? 주정도 덜 고생하실수 있고요? 산후도우미 꼭 하세요. 두번하세요ㅋㅋ저는 몇 군데 전화 상담을 한 후 마더앤베이비 구로.영등포 지사와 계약을 했고], 긍정 텍스트 확률 : 90.88%"
"[문금희 관리사님이 오셨었는데년이상 경력에 베테랑이셨고 아기를 정말 잘 케어해주셨어요. 음식솜씨도 좋으시고 매일 같이 목욕 시키면서 아기 목욕 방법 정말 잘 배웠거든요.혹시 저와 비슷한 동네에서 고민하시는 분 있으면 강력 추천 합니다 그리고 조리원 나온 후 열심히 사용하게 된 이라는 모바일 앱 아기 수유시간], 긍정 텍스트 확률 : 99.66%"
"[수면시간들을 체크해 볼 수 있어요.], 긍정 텍스트 확률 : 77.89%"
"[ 모유 먹는 아기라서 텀이 뒤죽박죽이예요.이 때는 산후도우미님이 계셔서 분유도 많이 먹였던 시기 ], 긍정 텍스트 확률 : 64.24%"
"[ 기록하는 걸 챙기는 건 어렵지만 꼼꼼히 해두면 나중에 주간으로 한번에 볼 수 있어서 되게 좋아요.지금 두달째 잘 사용중인데 완전 유용하고 좋습니다♥험난한 모유수유의 길출산방법을 엄마가 결정할 수 없듯], 긍정 텍스트 확률 : 99.80%"
"[수유 역시 아기가 선택한 방법에 따라 가는 것 같아요.모유 수유에 대한 목표나 생각이 별로 없었던 제가 고되고 험난하다는 완모의 길을 가게 될 줄은 ..조리원을 퇴소한 이후 육아의 육자도 몰랐던 저는 아기가 배고파하고 칭얼댈 때마다 모유를 먹였어요. 모유는 원래 아무때나 줘도 되는거라 배웠거든요. 근데 그 이후 수유텀이 엉망이 된 것은 물론 아기가 한번에 많이 먹질 않고 쪼금씩 쪼금씩 먹기 시작했네요수유텀이 시간밖에 안되서 수유], 긍정 텍스트 확률 : 61.84%"
"[트림의 무한 반복에 갇혀 살고 있습니다. 사실상 거의 쉬는 시간이 없어요. 조리원에서먹던 아기가 집에 온 이후 분유이상은 먹지 않아요 .. 그리고 가끔은 아예 거부하고 자지러 지는 적도 있고요.그래도 완모할 생각 없으면 분유 먹는연습도 계속 해야 한다길래], 긍정 텍스트 확률 : 85.10%"
"[응가색깔도 늘 좋아요. 혼합수유가 가능한 아기라면 모유를 계속 줘도 좋은 것 같아요.모유보다좋은 분유가 없다고 하니깐용 분유 교체하기압타밀 프로누트라 어드밴스조리원에서 먹이던 분유는 앱솔루트 센서티브였어요. 앱솔루트 라인 중 가장 고가이기도 하고], 긍정 텍스트 확률 : 88.09%"
"[뢰벤짠 이었어요. 독일 내수용 제품을 직구해야 해서 수급이 어려워질까봐 일단 패스 했어요.이때까지만 해도 국내에서 수급이 되는 분유로 살려고 마음먹고 있었음홀레와 힙 분유는 국내에서 공식 수입이 되기도 하는데], 긍정 텍스트 확률 : 68.70%"
"[변비 걸렸다는 후기를 자주 봐서 약간 고민을 하게 되었고요. ], 긍정 텍스트 확률 : 57.67%"
"[딱 한번 먹였는데 아기가 일넘게 변을 못봐서 ..그 다음에 먹이기가 무섭더라고요.. 음 ..그리고 은근히 광고성 리뷰도 많은 것 같아 잘 걸러야 할 것 같아요. ], 긍정 텍스트 확률 : 51.37%"
"[ 아이엠 뉴질랜드를 실패하고 마지막으로 도전 해 본 분유는 압타밀아직 정착은 아니고 분유 갈아타기 중이예요 새롭게 리뉴얼된압타밀 프로누트라 어드밴스 독일내수용으로 구입했어요. 주변에 압타밀 먹이고 키운 엄마들도 많았고], 긍정 텍스트 확률 : 60.38%"
"[세계적이고 대중적인 분유라 신뢰가 가기도 했습니다.사실 가장 프리미엄 라인이라는 압타밀 프로푸트라를 먹이고 싶었는데], 긍정 텍스트 확률 : 91.84%"
"[토 냄새가 역하다고 해서 좀 두렵더라고요.울 애기가 워낙 토를 잘하는 아가라.. 그리고 저 비위약하거든요? ㅋㅋ그래서 너무 욕심내지 않고 프로누트라로 구입했어요.분유 전문으로 하는 구매대행이 워낙 많아서 생각보다 편안하게 받았습니다. 전 쿠팡직구로 구입했고], 긍정 텍스트 확률 : 87.07%"
"[모유에도 있는 성분인 면역력에 좋은 뉴클레오타이드도 함유 되어 있어요. 그리고 압타밀 어드밴스로 리뉴얼되면서 전 단계 무전분으로 바뀌었다고 합니다.앱솔루트 분유보다 잘 안녹는게 단점이지만 아직까진 응가색도 좋고], 긍정 텍스트 확률 : 98.68%"
"[아기도 잘 먹고 있어서 계속 먹어보려고요. 나중에 정착하게 되면 리뷰를 남겨볼게요. 요즘 집중했던 분야라 그런지 온통 분유얘기 뿐 ㅋㅋㅋ ], 긍정 텍스트 확률 : 97.43%"
"[조유 방법이 설명 되어 있습니다.이마트에서 파는 건 압타밀 프로누트라 플러스 제품으로], 긍정 텍스트 확률 : 56.01%"
"[약간 다른 버전이예요. ], 긍정 텍스트 확률 : 67.78%"
"[ 병원에서 먹었던 명작은 포장을 뜯지 않은 상태이고요], 긍정 텍스트 확률 : 69.10%"
"[ 앱솔루트 센서티브는두통 정도를 먹었답니다. 아이엠뉴질랜드도 몇 번 먹었고요.분유 유목민 될까봐 걱정 중이었는데 이번에 압타밀로 잘 정착해서 꾸준히 먹어주면 좋겠네요♥♥ ], 긍정 텍스트 확률 : 98.05%"
"[ 생후 개월 이야기를해야 하는데 분유 얘기만 잔뜩 하게 된 오랜만의 기록이었어요. 벌써 아기가 개월에 접어들었답니다. 하루하루 예쁜 모습을 찍어줬음 좋았을텐데 제 폰엔 내추럴한 모습만 남겨져 있네요 얼마전 일 촬영도 다녀오고슬슬 외출할 준비도 하는 중이예요제 모든 일상이 육아가 되어버려 당황스럽긴 하지만], 긍정 텍스트 확률 : 70.61%"
"[그동안 기다렸던 아가라 건강하게 자라주는 것만으로도 감사하며 지내고 있어요 ], 긍정 텍스트 확률 : 99.36%"
"[뒤집기 시작하면 침대없애고 바닥에 매트깔고 범퍼침대 사용할 예정...타이니모빌 두번사셈 모빌틀어주고 분 밥먹거나 화장실 갈 때 매우 유용..에시앙범보의자 밑에 바퀴기 달려 의자에 앉혀놓고 끌어주면 너무 좋아함. 부엌에서 잠깐 설겆이 하거나 할때 옆에 두면 덜찡찡댄다. ], 긍정 텍스트 확률 : 88.65%"
"[ ..젖병소독기.꼭 필요한 육아템. 꼭 젖병이 아니라도 치발기나 공갈젖꼭지 세척해서 소독한 뒤 아기에게 물리면 조금은 안심이 된다...바운서등센서 작렬인 울집아가에게는 별로 유용하진 않음. 길게자봐야 분 내외. ..아기띠 힙시트 있는 것을 추천. 베이비뵨 올인원 아기띠와 보험가입 후 받은 와이즈웰 아기띠 중 힙시트 있는 와이즈웰을 더 유용하게 사용 중. 집에서 안아달라할때 힙시트만 허리에 차고 안아주면 세상편함. ..베베캐슬유로스타욕조.부피가커서 물낭비가 심할 수 있는데 커서도 오래사용할 목적으로 구매. 아토피땜에 탕목욕해야 하는 울아들에겐 제격이다. ], 긍정 텍스트 확률 : 96.35%"
"[하기스 등 사용해봤는데 아기 엉덩이 닿는 시트가 제일 부드럽고 땀 덜차는 것은 네츄럴블로썸 이었다. 네츄럴블로썸 단점은 얇다보니 자주 안갈아주면 기저귀 겉이 약간 축축한느낌이 난다는 것. ..아기손수건.무조건 먼지 적고 얇은 것으로..밤부베베 센서티브 손수건이 제일 얇고 원단자체 섬유의 먼지가 적어 침닦아줄때도 씻길때도 제일 좋았다. ..아기옷은 올인원이 제일 편했다. ..아기보습제.제로이드로션과 크림], 긍정 텍스트 확률 : 99.44%"
"[셀브릭 로션과 포텐트리치크림을 번갈아 사용중...유산균 .아토피있는 아기라 유산균은 필수다. .닥터프로바 골드비타민포함], 긍정 텍스트 확률 : 65.60%"
"[닥터루토피같이 먹인다. ..분유.힙콤비오틱 황금변.힙 황금색나는 녹변 달면서도 약간 씁슬한 맛 .뢰벤짠 황금변.네오케이트 황금색나는 녹변 맛없고 냄새역함], 긍정 텍스트 확률 : 56.16%"
"[모유수유가 주 인 울 아들이 잘 안먹으려하는 분유], 긍정 텍스트 확률 : 68.54%"
"[ 첫 아이 임신 이다보니 임신 했을때부터 육아템 검색을 진짜 많이 했다. 그중 제일 사고 싶고 매력적이던 것은 분유 타는 기계], 긍정 텍스트 확률 : 87.50%"
"[베이비브레짜 였다. 초면 분유라떼를 만들어 준다니 와 세상 좋아졌다 싶었다. 원래는 직구 해야 하며 도란스 라는 변압기도 써야 하는데 구매하려고 보니 다행히 국내용으로 판매를 하고 있어서 도란스가 없어도 깔끔 설치 가능했다. 외국에서는 이미 베짜가 나왔는데 아직 국내용 판매가 안돼어 월에나 신형 구매가 가능하데서.. 월 출산이니 어쩔수 없이 구형 버전으로 구매했다. 차이점은 모양도 틀리고 분유양도 틀리게 조제 한다는.. 뭐 잘먹는 아기라 큰 의미는 없어서 기대에 부풀어 구매를 했는데.. 베이비브레짜와 난 악연이었다ㅠㅠ ], 긍정 텍스트 확률 : 89.85%"
"[ 분유통이 결합이 안돼는 거다ㅠㅠㅠ 이렇게 들뜨는 현상이 발생.. 여긴 물들어가는 곳도 아니고 분유통인데... 딱 맞게 닫혀 지지가 않아 분유가 나왔다 안나왔다 한다. 꾹 눌러야만 조제 가능.. 또 다시 문의 하니 분유통 결합 고장 이란다... 여기서부터 스트레스 대 폭팔 신생아 아기엄마들은 잘 알겠지만.. 아기가 배고플때 “엄마 저 배고파요 분유 타오세요”라고 시간을 주는 것도 아니고 자지러지게 울면서 엄마 혼을 쏙 빼논다. 그래서 빠르게 타주고 싶어서 기계를 산건데 갑자기 고장나니 진짜 멘붕이었다. 불행 중 다행인지..기술팀 이나 상담하시는 분들은 매우 친절 하다. 그래도.. 친절은 친절이구.. 제대로된 기계를 써야 할거 아닌가? ㅠㅠ 분유통을 다시 교체 해야 한데서 기존 분유통을 또 택배로 보내야 했다. 하아.... ], 긍정 텍스트 확률 : 88.28%"
"[ ....힙은 정말 소화도 잘되고.게워냄도 없고.응아도 넘 이쁘고.가격도 넘 착하고..이런 분유가 없었는데 ㅠㅠ.이제 안녕... 해야해요..하지만 누구라도 분유추천을 원하시면.저는 신생아부터 .힙 강력히 추천합니다.. ], 긍정 텍스트 확률 : 99.85%"
"[ ..분유 스푼수가 외국거라.좀 달라요 ㅎ.힙이랑도 조금 다르네용 ㅎ..물 에 분유 스푼 하면 . 이 됩니다. ], 긍정 텍스트 확률 : 95.12%"
"[ ..위에거는 뢰벤짠 분유 스푼.아래는 힙 분유 스푼..뢰벤짠이 더 깊어요 ㅎ..섞이지 않게 조심해야겠어요 .디자인이 똑같아요 ㅋㅋ.같은 회사에서 만드는 것 같아요. ], 긍정 텍스트 확률 : 87.94%"
"[ ..개월 단계인데도.입자가 프레처럼 곱네요 ㅎ.힙 단계보다 곱고 .힙 프레보단 거친 느낌 이예요. ], 긍정 텍스트 확률 : 84.93%"
"[ ...근데 정말 다 먹었어요.분유거부로겨우 먹는 아이인데.을 꿀떡꿀떡..이럴줄 알았으면 더 탈 걸 ㅠㅠ.....아무튼 잘 먹어줘서 넘 좋네요.제가 먹어보니 맛이 비슷한데.뢰벤짠 이 좀더 고소한 느낌이예요..그래서 힙에서 뢰벤짠 분유 로 넘어가는.아기들이 많다고 하나봐요 ㅎ.. ], 긍정 텍스트 확률 : 99.88%"
"[ ...일단 응아하는거 보고.통 추가 주문 하려고 해요 ㅎ...뢰벤짠 분유 생각하시는 분들..힙보다 양은 에서 으로 적고.가격은 배송비 포함 각 원 정도예요.핫딜로 사시면 좀 더 저렴할 것 같아요 ..참고하세요 .. ], 긍정 텍스트 확률 : 74.62%"
"[홀레의 유기농이란 장점을 모두 갖춘 분유 라는 말에 믿고 구매대행으로 구입했답니다.두근두근], 긍정 텍스트 확률 : 54.26%"
"[주는데로 다 잘먹는 호씨이기에], 긍정 텍스트 확률 : 53.20%"
"[ 귀여운 종이 패키지 안에는 유통기한이 표시되어 있는 비닐팩으로 포장되어 있어요.홀레도 마찬가지지만], 긍정 텍스트 확률 : 62.66%"
"[ 유기농이라 그런지 환경을 생각해서 인지], 긍정 텍스트 확률 : 57.82%"
"[ 근데 뢰벤짠 입자가 정말 곱고], 긍정 텍스트 확률 : 65.59%"
"[ 아실분들은 이미 검색해보고 계실꺼고], 긍정 텍스트 확률 : 56.78%"
"[ 조금이라도 보탬이 되고자], 긍정 텍스트 확률 : 52.14%"
"[ 구매율이 높은 인기상품을 선별하여 소개해드리고 있습니다.매일 매일 소개되는 인기상품을 만나보세요 ], 긍정 텍스트 확률 : 66.04%"
"[ .. ★★★★☆뢰벤짠 분유를 쓰는데 국산분유와 다르게 비닐에 담겨져 있어 보관도 그렇고 분유 타기도 넘 어렵더라구요. 조리원 퇴소 후 급하게 분유통을 사려고 다이소를 갔는데 마땅한게 없어서 쿠팡검색 했습니다. 그냥 싼맛에 고민없이 산건데 어느정도 만족하며 쓰고 있어요 한통만 필요했는데 두통 있으니 한 통 다쓰고 세척하고 마르는 동안 다른 통 쓸 수 있으니 더 좋구요.첨에 세척시 뚜껑이 진짜 안빠지긴 했는데 그래도 전 다른 분처럼 파손되진 않았어요 몇 번 사용하니 뻑뻑함이 덜해지더라고요. 이후 불편함은 없었습니다. 또 최근에 분유포트 가열하다 물이 넘쳐서 옆에 있던 사각통에 물이 튀었던 적이 있는데 다행히 물이 안에 안들어가더라구요. 밀폐용기는 아니지만 비싼분유를 잘 지켜줘서 고마웠습니다ㅎㅎ조만간 빨래세제 담을 용기로 재구매 하려구요 ], 긍정 텍스트 확률 : 93.85%"
"[제품 모두 만족합니다 ], 긍정 텍스트 확률 : 70.96%"
"[ 자갈치의 포스팅은 제공받은 정보를 토대로 작성되며], 긍정 텍스트 확률 : 57.34%"
"[시간경과시 변경될 수 있습니다. ], 긍정 텍스트 확률 : 55.69%"
"[나카야홈스웰], 긍정 텍스트 확률 : 51.76%"
"[최고 ★★★★★★], 긍정 텍스트 확률 : 95.01%"
"[좋음 ★★], 긍정 텍스트 확률 : 88.39%"
"[이제 막 일된 아기를 키우는 입장에서분유 선택에 조금이나마 도움이 되길 바라며 낮잠을 포기하고 쓰는 글 ㅎㅎㅎ ], 긍정 텍스트 확률 : 71.96%"
"[사실 처음엔 압타밀을 먹일까 하다가], 긍정 텍스트 확률 : 71.73%"
"[언니 추천으로 힙과 홀레를 알게되었다.힙 바이오 콤비오틱으로 마음을 굳혀가던 중 보게된 표 하나. ], 긍정 텍스트 확률 : 92.80%"
"[ 나중에 모던하우스 파우더 저장통을 하나 사는 걸로 ㅎㅎㅎ ], 긍정 텍스트 확률 : 85.96%"
"[ 대략 스푼최근 를 주니 좀 더 먹고싶어하는 것 같아서.스푼에 물 총량으로 맞춰서 먹여보는 중.는 아직 너무 많은 것 같다. ], 긍정 텍스트 확률 : 62.33%"
"[원 환율로 약 만원한국에서도 비슷한 가격으로 구매했으니 비싸진 않다.아직까지는 통으로 주일 조금 안 되게 먹으니], 긍정 텍스트 확률 : 57.30%"
