"[ 갈리아 분유 먹여보신분들 있나요? 출산준비로 분유좀 사놓으려는데 갈리아에 대한 후기가 없네용..ㅎㅎ ], 긍정 텍스트 확률 : 73.90%"
"[아낙시메네스 등등을 주축으로 하는 소피스트들의집단인밀레토스학파이오니아학파가 결성되었다. 그리고 밀레토스학파의 뒤를 이어 피타고라스학파], 긍정 텍스트 확률 : 64.23%"
"[ 아리스토텔레스학파 등등의 거장巨長들을 중심으로 하는 학파들이 나타나 각종 영역의 학문세계를 발전시켜 나갔다.굴림고대의 철학자들.굴림우리는 여기에서 고대의 철학자들 중에 초기 기독교신학에 많은 영향을 준 몇몇 철학자들을 살펴보기로 한다.굴림쏘크라테스굴림수많은 명문학파들과 위대한 철학자들을 배출한 헬라철학은 특히 소크라테스에 이르러 절정을 이루었다. 쏘크라테스는 ..년에 아테네에서출생했다. 쏘크라테스의 용모는 심히 불규칙하여 보는 이들을 긴장시켰으나 그와 대화를 나눈 사람은 한결같이 그에게 매료되었다. 쏘크라테스의 젊은시절에 대해서는 많이 알려져 있지 않으나 그는 이미 청년시절부터 대단한 천재로 각광받았다. 당시의 사람들은 쏘크라테스를 쏘피스트들 중의 하나로생각했다. 그러나 쏘크라테스는 쏘피스트들을 날카롭게 비판하는 비평가로 더 잘 알려져 있다. 쏘크라테스는 많은 사람들과 끊임없는 문답을 했기때문에문답자 쏘크라테스라고 불리었으며 그의 문답법을쏘크라테스 문답법이라고 한다. 반면에 그는 언제나인간은아직도 그것을 모른다라는 결론을 내리어 상대 문답자가 자신의 무지를 스스로 인정하게 했다. 굴림굴림쏘크라테스의문답론을무지론이라고하며 그의너 자신을 알라는 유명한 격언으로 전해진다. 쏘크라테스는 문답자들에게 자신의 무지를깨닫고 항상 노력하고 발전하라는 의미에서무지론을 전개했다. 그러나 상대 문답자들은 나중에쏘크라테스는 그것을 알고있었다라는 것을 깨닫게 되어 쏘크라테스의 음흉한 농간에 조롱당했다고 분노하였고 쏘크라테스는회의론 자파괴론자패배론 자등등의 오명을 받았다. 그리고 그것이 빌미가 되어 결국은 고발당하여 재판정에서 사형언도를 받고처형되었다.굴림쏘크라테스는 단 한권의 저서도 저술하지 않았다. 쏘크라테스에 대한 모든 자료는 그의 측근들과 추종자들에 의하여 전승되었기 때문에 그의사상에 대한 여러 가지 설이 전승되어 과연 어떤 것이 진실인가 하는 문제가 제기되었고 역사가들은 그것을쏘크라테스 문제라고 했다.역사가들은 쏘크라테스의 제자 중 가장 걸출한 제자였던 플라톤의 기록을 토대로 하여 쏘크라테스를 이해한다. 따라서 우리도 플라톤을 통하여 정립된쏘크라테스의 사상을 그대로 접수한다. 쏘크라테스의 사상은 곧 플라톤의 사상이므로 이 문제는 플라톤의 사상을 통하여 소개한다.굴림플라톤굴림쏘크라테스의 사상은 플라톤에 의하여 집대성되었고 발전되었다. 쏘크라테스와 플라톤의 철학사상은 우주], 긍정 텍스트 확률 : 100.00%"
"[ 역사 등등의 다양한 차원에서 역대 소피스트들의 사상을 폭넓게 초월하였다. 때문에 그들의 철학사상은 오랫동안 헬라 철학자들의 사상으로 전승되어졌고소위 지식인들을 자처하는 자들은 스스로자신들을쏘피스트쏘크라테스주의플라톤주의신플라톤주의등등으로 자처하면서 종교], 긍정 텍스트 확률 : 92.03%"
"[ 예술 등등의 각종 영역들을 섭렵하고 호령했다.굴림①플라톤의 생애.굴림플라톤은..년에 고대의 도시국가였던 아테네의 저명한 귀족가문에서 출생했다. 이때에 장차 그의 스승이었던 소크라테스는세였고 아테네는 밀레토스학파의 영향을 받은 소피스트들의 다양한 영역적 활동 속에서 문화적], 긍정 텍스트 확률 : 93.78%"
"[예술적 번영을 크게 누리고 있었다. 그의 부친은어린 플라톤에게 가문의 혈통을 고대 아테네의 왕족이라고 가르쳤으며 더욱 거슬러 올라가 바다의 신인 포세이돈이라고했다. 플라톤의 모친은 페릭티오네스였는데 그의 오빠인 카르미데스와 사촌인크리티아스는 ..년에 있었던 페로폰네소스전쟁에서 아테네가 몰락한 후 단 기간 동안아테네를 이끌었던 과도적 정치체제의 지도자들이었다. 굴림굴림플라톤의 부친은 플라톤이 아직 어렸을 때에 사망했고 그의 모친은 남편이 사망한 후 당시의저명인사였던 페리클레스의 친구], 긍정 텍스트 확률 : 99.55%"
"[피릴람페스와 재혼했다. 본래 귀족 가문출신이었던 플라톤 가문은 그의 모친이귀족들과 결혼을 통한 연합을 이루는 가운데 아테네의 저명인사 가 문으로 인정받게 되었고 이러한 분위기 속에서 자라난 플라톤은 어린시절부터 예술], 긍정 텍스트 확률 : 96.33%"
"[문화 등등에 관한 소피스트들의 철학사상을 두루 섭렵했다. 플라톤은 펠로폰네소스전쟁과 그의 스승이었던 쏘크라테스의 죽음을 통하여 자기나름대로의 정치적인 사상을 수립하였다. 플라톤은 이때에 민주주의 정치체제는 위대한 정치적 지도자들을 배출할 수 없는 반면에 오히려 쏘크라테스와같은 위대한 인물들을 죽일 수도 있다는 것을 깨달았다. 굴림굴림플라톤은 아테네의 붕괴와 쏘크라테스의 사형집행 과정을 통하여 민주주의 정치 체제에 대하여크게 실망하였다. 때문에 그는 권위와 지식이 적절하게 조화를 이룬 정치 지도자에 대한 구상을 하게 되었다. 플라톤은 그러한 정치지도자상像을 배乘를 통하여 정립했다. 그는 국가는 하나의 배로 비유할 수 있으며 배가 경험과 지식을 갖춘 권위적선장에 의하여 운항되어야 하듯이 국가도 정치에 대한 충분한 경험과 지식을 갖춘 권위적 통치자에 의하여 운영되어야 한다고 생각했다. 플라톤은아테네에 만연하였던 다양한 형태의 철학들에 대해서 상세하게 알고 있었다. 그러나 플라톤의 철학사상을 형성하는데 가장 큰 영향을 준 것은쏘크라테스의 철학적 가르침과 그의 철학적 삶이었다. 플라톤은 어릴 때부터 쏘크라테스의 지도를 받았기 때문에 그의 사상과 삶의 유형은 거의쏘크라테스의 것과 같았다. 굴림플라톤의 철학사상은 쏘크라테스가 그랬던 것과 마찬가지로 하나의 전문화 된 기술적 행동이 아니라 삶의 방식 그자체였다. 굴림굴림철학은 과학과 인간행동의 영역에 공히 적용되기 때문에 철학을 하기 위해서는 지적 능력뿐만 아니라 도덕적 품성도 요구된다는 것이플라톤의 철학 사상이었다. 플라톤에게 있어서 모든 지식의 분야分野들이 추구하고 목적하는 궁극적인 사명은 인간들로 하여금 우주의전체적인 체계와 조화되는 방식을 이해할 수 있도록 해주는 것이었다. 인간들은 스스로 노력하면서 철학적인 삶을 정열적으로 사는 가운데 철학에내포된 각종 영역적 지식들을 이해하고 깨닫고 적용하면서 우주 전체적인 영역에 자신을 적용시키는 궁극적인 목적을 달성하게 된다는 것이다.쏘크라테스와 마찬가지로 플라톤 역시 자신이 완전한 지식이나 절대적 진리를 발견했다고 자부하지 않았다. 그는 인간이 지식적 존재가 되는 확실한방법은 모든 영역적 사상들에 대한 끈임없는 변증이라고 생각했다. 굴림굴림플라톤은 변증법이란 대화나 논술의 기술로서 어떤 문제에 대한학설學說이나 주장主張에 대하여 더 이상의 총체적인 이의異意와 의문疑問과반론反論이 있을 때에 그것에 대한 합리성을 다양한 각도에서 조명하고 확인시켜 주는 것이거나 또는 반대로 그것에 대한 총체적인이의異意와 의문疑問과 반론反論을 논리적으로 제기하는 기술이라고 정의했다. 쏘크라테스는 매우 겸허하고포용력 있는 삶을 살기위하여 그와 같은 삶을 살 수 있는 조건과 방법을 스스로 세운 후에 그것에 대한 변증을 긍정적 차원과 부정적 차원에서 끊임없이 시도했다. 쏘크라테스는 실제로 제자들을 문하에 거느린 적은 없었지만 플라톤은 다른 제자들과 마찬가지로 쏘크라테스의 영원한 제자였으며쏘크라테스는 또한 평생에 전혀 작품을 남기지 않았으나 플라톤은 스승], 긍정 텍스트 확률 : 100.00%"
"[쏘크라테스의 사상과 학문과 철학적 삶을 자신의 저술들을 통하여 정립하고보존함으로서 그것을 후세에 전했다. 플라톤은 쏘크라테스의 사형을 지켜보면서 정치에 대한 환멸을 느꼈고 그리하여 어릴 때부터의 꿈이었던 정치가에대한 꿈을 접어버렸다. 굴림굴림그러나 플라톤은 정치가 시대와 역사에 주는 영향이 얼마나 대단하고 중요한가? 하는 것을 알고 있었기 때문에 정치가들을교육하고 훈련하는 일에 전념했다. 플라톤이 자신의 저술인 대화편對話篇들을 거의 완성하였던 무렵인..년경 그의 나이 세 때에 그의 학문적], 긍정 텍스트 확률 : 91.17%"
"[사상적], 긍정 텍스트 확률 : 51.25%"
"[권위는 그 방면의 정점頂點에 있었다. 이때에 이르러 그는 아테네근교], 긍정 텍스트 확률 : 76.06%"
"[ 과학적], 긍정 텍스트 확률 : 51.25%"
"[지식을 추구하는 것이었고 플라톤의 주요 관심사는 정치가들에 대한 교육과 훈련이었다. 플라톤은 정치가들의 능력과 권위가 시대와 역사를주관한다는 인식의 전제 하에 정치가들에 대한 훈련과 교육을 매우 철저하게 시행했다. 굴림굴림플라톤은 정치 지도자들의 정신正信은속견俗見과 감정을 배제할 수 있어야 하고 엄격한 사유思惟를 통해 실재를 직시하고 지식에 입각하여 상황을 판단할 수있어야 한다는 전제 하에 정치 지망생들에게 수학], 긍정 텍스트 확률 : 79.32%"
"[알다를 의미하는 동사에서 파생된 용어로서 원래는보이는것], 긍정 텍스트 확률 : 55.27%"
"[ 모습], 긍정 텍스트 확률 : 51.52%"
"[물건의 형식이나 종류를 의미하는단어였다. 그러나 플라톤 철학에서의 이데아는 그 이상의 의미를 갖는다. 플라톤은 시공간을 초월하여영원 불변히 존재하는 것을 이데아라고 했다. 플라톤은 이데아를 설명함에 있어생성에 대한 존재다多에 대한하나타他에 대한 동同인간의 육안肉眼이나 감각感覺을 통하여 보게 되거나 느껴질 수 없는것오직 영혼의 눈으로만 볼 수 있는 것으로서 정신], 긍정 텍스트 확률 : 99.14%"
"[진실한 실유는 오직 이데아일 뿐이다. 플라톤의 필로쏘피아는 곧 쏘크라테스의 필로쏘피아다. 그러나 쏘크라테스의 필로쏘피아는자신을 모르는무지無知적인 것에 머물러 있는 반면에 플라톤의 필로소피아는 이데아를 통하여 그 무지를 초월하는필로쏘피아이다.굴림.우주론.굴림플라톤의 중요 관심사는 도덕철학과 정치철학이었지만 그는 과학에도 세심한 주의를 기울였다. 플라톤의 자연에 대한 이론인 물리학은주로티마에오스플라톤의 대화편을 통하여 나타난다. 플라톤 시대의 과학은 매우 고착상태에 빠져서 더 이상의 진행이 불가능한상태였다. 당시에 최고의 권위를 자랑하던 아낙시만더], 긍정 텍스트 확률 : 96.59%"
"[데모클레이토스 등등의 과학분야 거장들의 주장들은 상호 모순은 물론이고자체적인 모순까지 겹치고 또 겹쳐서 전혀 믿을 수가 없었다. 쏘크라테스는 이미 그들의 주장에 환멸을 느껴서 그 분야에 대해 거론조차 하지않았으며 플라톤 역시 같은 입장이었다. 이러한 상황 하에서 플라톤은 과학특히 자연과학에 집착하게 되었고 그것이 발전하여 우주에대한 자신의 사상 체계를 구축하였다. 플라톤은 피타고라스학파의 수학원리를 적용하여 우주관을 정립하였다. 굴림굴림그러나 피타고라스학파가 만물을수數라고 묘사하고 그 수數에 근거한 수학數學원리에 의하여 우주를 설명한 반면에 플라톤은 만물을 수라고묘사하지 않고 만물은 수數를 분유分有한다고 말하였으며 따라서 사물들이 수를 분유하는 차원에서의 수학원리를 적용하여우주론을 전개하였다. 당시의 우주관은 데모클레이토스의우연적결합론으로서 우주는 어떤 우연적인 결합에 의하여 생성되었다.는 것이었다. 그러나 플라톤은 데모크레이토스의우연적결합론을 반대하고목적적우주론을 주장하였다. 플라톤은우주가절대적 지고의 실유가 어떤 특별한 목적을 가지고 만물에 존재적 근거를 제공하며 또한 만물의 배열과 운행을 주관한다.고하였다. 플라톤은 세계는 수없는 변화와 불완전으로 가득차 있으면서도 존재적 목적에 따라 질서를 유지하고 있다고 주장하였고 이러한 우주만물의배후에는 우연하면서도 계기적인 메커니즘이 존재할 뿐만 아니라 그에 대한 분명한 이유와 목적이 반드시 존재한다고 주장하였다. 플라톤은 이와같은자신의 주장을 우주에 만연되어 있는 행성들이 일련의 엄밀한 기하학적 간격에 따라 상호조화를 이루어 배열되어 있는 것과 그 행성들의 운행 역시기하학적 법칙에 따라 질서정연하게 궤도를 따라 운행되어 지고 있음을 근거로 변증하였다.굴림굴림훗날 기독교 신학자들은 이러한 사상을 근거로 하여하나님의 실유 존재하심에 대한 우주론적 논증과 목적론적 논증이 성립되었다.그러나 플라톤이 말하는 절대적 지고의 실유는 종교적 차원에서의신적 존재가 아니라 철학적 차원에서 의정신이데아였고 따라서 그의 우주론은 종교적 차원에서 의창조론이 아니라 철학적차원의생성이었으며 우주만물의 질서나 운행 역시 종교적 차원에서의 창조주에 의한 섭리가 아니라 철학적 차원에서의 수학적], 긍정 텍스트 확률 : 82.77%"
"[질서적], 긍정 텍스트 확률 : 51.25%"
"[조화를 이루면서 배열되어 존재하고 운행된다는 것은 그들의 존재함과진행함의 뒤에 어떤 필연적이고 계기적인 원인이 존재한다는 것을 스스로 증명해 주는 것이며 또한 그 원인이 어떤 특별한 목적을 위하여 우주에게그러한 질서와 조직과 조화를 부여했다는 것을 증명하는 것이기도 하다. 만물에 질서와 조화를 부여하는 것은 정신情神이다. 따라서우주에 질서와 조화를 부여한 것은 어떤 정신의 지성적 작용이다. 한편 인간과 세계는 상호유사성을 갖는다. 왜냐하면 양자는 우선 지적이고 영원한요소를 함유하며 그 다음으로는 감각적이고 일시적인 요소를 함유하기 때문이다. 이러한 이원성二元性은 영혼정신과 육신의결합으로서의 인간을 통하여 표현된다. 이와 마찬가지로 모든 영역세계 속에도 영혼정신이 존재하며 모든 영역세계는 그영혼정신을 통해 질서 있고 조화롭게 배열되는 것이다. 생성을 거듭하는 우주만물은 어떤 필연적인 동인을 통하여 이루어진다. 이때의필연적인 동인은 곧 조물주를 말한다. 조물주는 정신들 중에 최고], 긍정 텍스트 확률 : 99.99%"
"[체계적으로 조화 있게 배열함으로서 사물들이 형성되는 것이다. 조물주는 세계를 형성시킴에 있어서 자신의형상을 닮은 선한 세계로 형성하고자 했으나 세계는 그의 뜻대로 형성될 수 없게 된다. 왜냐하면 이데아 또는 정신의 세계는 지성과 이성의 세계인반면에 상대적인 필연必然], 긍정 텍스트 확률 : 55.42%"
