"[우리 아이에게 엄마가 직접만든 이유식을 먹이는게 제일 좋겠지만 여행을 가거나 더운 여름철 외출이 길어질때는 배달이유식도 불안.. 실온이유식], 긍정 텍스트 확률 : 82.06%"
"[ .고소하고 맛있어서 잘 먹더라구요ㅎㅎ.휴대하기 좋은 스파우트 파우치 형태로 언제 어디서나 편하게 먹일 수 있는인증 시설과 식품이력추적 시스템으로 더욱 안심하고 먹일 수 있는 일동 후디스 아이밀 처음이유식 아기가 잘 먹으니 더욱더 만족스럽네요ㅎㅎ스파우트 파우치 형태의 이유식은 혼자 먹을수 있다는게 매력인데 우리 유하는 아직 뭔가를 들고 혼자 먹으려 하지 않는 아기라 이렇게라도 해서 먹여야겠다 싶어 해줬는데 잘 먹더라구요ㅎ ], 긍정 텍스트 확률 : 100.00%"
"[로 나뉘어져 있는 일동후디스 아기밀냠냠 유기농 주스예요ㅎㅎ ], 긍정 텍스트 확률 : 89.34%"
"[ .생후 개월부터 먹일 수 있는 스텝 아기전용 이온음료 아기밀냠냠 유기농 이온의 샘 ], 긍정 텍스트 확률 : 66.38%"
"[유기농 포도 과즙을 함유.아기의 건강을 위한 가지 성분인 갈락토실락토스], 긍정 텍스트 확률 : 54.46%"
"[콜린이 배합되어 있음.안전하고 편리한용기로 휴대하기 쉽고], 긍정 텍스트 확률 : 54.18%"
"[ .아침먹이고 멀티커넥터 연결해서 쥐어주니한병을 순식간에 다 마셔버렸어요 ], 긍정 텍스트 확률 : 52.09%"
"[ .생후 개월부터 먹일 수 있는 스텝 아기밀냠냠 유기농 사과 배 주스와 스텝종합과일 주스 ], 긍정 텍스트 확률 : 70.72%"
"[비타민가 배합되어 있음.타우린], 긍정 텍스트 확률 : 65.84%"
"[ 올리고당 이노시톨이 배함되어 있음 ], 긍정 텍스트 확률 : 72.69%"
"[ .어제 저녁 외식하러 가면서 사과 배 주스를 한병 챙겨갔어요ㅎ .멀티커넥터를 챙겨가지않아 빨대컵에 담아서 식사후 고깃집 바로 앞 마트에 장보러 가서 쥐어줬는데 역쉬ㅎㅎ ], 긍정 텍스트 확률 : 94.93%"
"[그 이후에는 차츰 섭취량을 늘려줘야해요 ..부드럽고 안전한 아기전용 주스 일동 후디스 아기밀냠냠 유기농 주스로 우리 아가들에게 건강하고 맛있게 먹이자구요....본 후기는 업체로부터 제품만을 제공받아 작성한 후기입니다..... .?일동일동.?일동후디스일동후디스.?아이밀아이밀.?아기밀냠냠아기밀냠냠.?아이밀냠냠아이밀냠냠.?아이밀처음이유식아이밀처음이유식.?일동후디스아이밀처음이유식일동후디스아이밀처음이유식.?아기밀냠냠유기농주스아기밀냠냠유기농주스.?일동후디스아이밀일동후디스아이밀 .?일동후디스아기밀냠냠유기농주스일동후디스아기밀냠냠유기농주스.?처음이유식처음이유식.?유기농주스유기농주스.?어린이간식어린이간식.?아기간식아기간식.?유아이유식유아이유식.?유아간식유아간식.?유기농이온의샘유기농이온의샘.?유기농주스사과배유기농주스사과배.?유기농주스종합과일유기농주스종합과일.?아기과일주스아기과일주스.?유기농유기농.?레토르트식품레토르트식품.?레토르트레토르트.?전해질보충전해질보충.?아기이온음료아기이온음료.?아이밀샷아이밀샷.?아기과자리뷰아기과자리뷰 .. ], 긍정 텍스트 확률 : 80.07%"
"[ 나의 번째 산모교실.조금 지난 후기라 기억나는 대로 남겨본다.많은 산모교실이 보험사 강의가 많다하여...심사숙고하여 골랐던 기억이 난다.신청 당시 후기 엄청 찾아본 ㅎㅎ하지만 지금은 집에 있는게 더 심심해서 왠만한 산모교실은 다 신청하는 중], 긍정 텍스트 확률 : 93.88%"
"[ 후디스맘 아카데미 장소에 도착하여 갔을 때], 긍정 텍스트 확률 : 80.49%"
"[ 광나루역에 있는 청소년 수련관에서 진행했는데], 긍정 텍스트 확률 : 51.06%"
"[강의실 식 강당이어서 앞도 잘 보이고 좋았다.교육에 대한 의지가 강했던 터라 앞자리로 가서 착석 ㅋㅋ ], 긍정 텍스트 확률 : 73.60%"
"[ 역시 소문내기 이벤트는 있었으나], 긍정 텍스트 확률 : 83.98%"
"[소소한 웃음과 함께 지루하지 않게 해주셨다 ㅋㅋ ], 긍정 텍스트 확률 : 52.40%"
"[처음듣는 모유수유 강의라 아주 좋았다.사실... 학교 다닐 때 다 배웠는데 아주 새로웠다는....따로 메모장을 안가져가서 열심히 카메라로 찍었다.언제 다시 볼지는 모르겠지만..ㅎ중요한건], 긍정 텍스트 확률 : 94.74%"
"[모유수유는 엄마의 인내과 끈기로 성공할 수 있다는 것은 느끼고 옴.일목요연하게 잘 정리하고 강의해주셔서 귀에도 쏙쏙 들어왔다. ], 긍정 텍스트 확률 : 86.25%"
"[ 후디스 연구원께서 알려주셨는데 약간 조금 지루했다.그건 아직 내가 분유에 대해 관심이 없어서인듯 ㅜㅜ모유수유 꼭 하고 싶은 인 ], 긍정 텍스트 확률 : 95.31%"
"[시어머니와 함께 온 산모들도 몇 있었다.알았더라면 나두 남편이랑 올걸 ㅜㅜ 그리고 마지막 경품추첨시간 정말정말정말 도 기대 안했다. ], 긍정 텍스트 확률 : 61.46%"
"[ 추첨된 경품을 제외한게 참석자 전원 선물 젖병 한개가 기본으로 들어가있다.그리고 영양제 샘플도 줘서 나중에 아기한테 샘플 먼저 복용해 볼 수 있어 좋은 선물인 듯.가능하면 일동 후디스 아카데미는 다른 강의 내용으로 한번 더 참여하고 싶다.?산모교실산모교실.?산모교실추천산모교실추천.?일동후디스일동후디스.?후디스맘아카데미후디스맘아카데미.?예비맘아카데미예비맘아카데미.?서울산모교실서울산모교실 ], 긍정 텍스트 확률 : 98.28%"
"[ 초원에 귀여운 양이 그려진 패키지가 인상적이네요ㅎㅎ제가 먹이고 있는건 후디스 산양유아식인데요.분유가 아니고 유아식? 뭐지?라고 생각 드실 수도 있어요. ], 긍정 텍스트 확률 : 92.96%"
"[등 엄격한 품질관리를 통해 만들어지고로하스 인증 을 받은 최초의 유아식 업계예요.믿을 수 있는 업계에서 만드니 더더욱 잘 골랐다 싶네요. ], 긍정 텍스트 확률 : 94.50%"
"[ 많이들 추천해주시길래 왜 좋은가 찾아봤어요. ], 긍정 텍스트 확률 : 89.92%"
"[모유와 동일한 유즙분비방식으로 분비되며 단백질과 지방 조성이모유에 가깝고 천연 기능성 성분이 풍부하다. 소화가 어려운카제인 단백질이 모유처럼 거의 없고지방 입자가 우유보다 로 작고 소화가 잘 되는 가 풍부해서소화 흡수가 잘 된다. 알레르기의 위험이 적다. 알레르기], 긍정 텍스트 확률 : 55.10%"
"[면역에 좋은 폴리아민], 긍정 텍스트 확률 : 73.98%"
"[뉴클레오타이드 같은기능성 성분이 천연으로 풍부하다.이렇게 좋은 점이 많기에 많은 엄마들이산양분유를 선호하는 것 같아요. ], 긍정 텍스트 확률 : 62.23%"
"[ 그보다도 타사에서도 많이 나오는데제가 일동후디스로 먹인 이유는요.제일 큰 이유는 가공 탈지분유나 유청단백을 쓰지 않고 산양원유 로 만들었기 때문이에요.우리 아기는 소화가 잘 안되서 많이 게워내기도 했거든요.그런데 확실히 후디스 산양으로 먹이고나니까소화가 잘 돼서 게워내지 않았어요. ], 긍정 텍스트 확률 : 95.87%"
"[ 또한 유해물질 걱정이 적은 최적의 원산지뉴질랜드에서 사계절 자연방목 한 산양의 원유이기 때문에더욱 깨끗하고 신선하기에 더욱 믿고 먹일 수 있어요.자연방목을 하기에 스트레스가 없어요.스트레스가 없고 청정환경에서 자라기 때문에질병이 거의 없어 원유의 품질이 아주 좋아요 ], 긍정 텍스트 확률 : 96.79%"
"[ 분유를 열어보았어요.이 은색 보호씰을 뗄 때마다 기분이 좋아요.아이를 키우다 보면 언제는 많이 먹고언제는 많이 안 먹고 하잖아요.그런데 분유통을 새로 뜯는 날이면우리 아이가 정말 잘 먹었구나 하며 기분이 좋아집니다.저만 그런거 아니죠?ㅎㅎㅎㅎㅎㅎ ], 긍정 텍스트 확률 : 97.96%"
"[ 오픈하고 스푼이 안 보여서 어디 있나 했더니살짝 흔들흔들하니까 보이더라구요. ], 긍정 텍스트 확률 : 51.82%"
"[ 손바닥에 한번 올려봤어요.입자가 정말 곱더라구요.입자가 고와서 물에도 잘 녹는답니다.가끔 잘 안 녹아서 애먹었던 적이 있는데요.이건 입자가 워낙 고와서안 녹아서 애먹은적이 없어요 ], 긍정 텍스트 확률 : 96.61%"
"[ 제대로 흔들어주면 뭉치거나 가루가 남아있지 않아요.아주 잘 녹아서 뽀얀산양유가 되었네요 ], 긍정 텍스트 확률 : 51.96%"
"[ 처음에 산양유아식으로 갈아탈 때는일정도는 모유와 섞어서 서서히 바꿔주시는게 좋아요.입맛이 예민하지 않다면 괜찮지만대부분의 아이들이 처음 분유를 바꾸게 되면이상 현상이 나타나더라구요.변을 묽게 본다거나 게워낸다거나안 먹으려고 한다거나 그럴 수 있어요.그러니 웬만하면 일에 걸쳐서 서서히 바꿔주시는게 좋아요. ], 긍정 텍스트 확률 : 72.62%"
"[ 우리 아가도 일에 걸쳐서 서서히 바꿔주었더니아주 잘 먹어요꿀꺽꿀꺽 잘 먹는거 보니 기분이 좋네요ㅎㅎㅎ ], 긍정 텍스트 확률 : 90.47%"
"[ 우리 아이에게 좋은 것만 먹이고 싶은엄마의 마음을 대신한일동후디스 산양유아식 ♡덕분에 입맛이 좋아진건지이유식도 잘 먹고 간식도 잘 먹고 있답니다ㅎㅎ앞으로도 꾸준히 먹여야겠어요더욱 튼튼하고 건강하게 자라렴 ], 긍정 텍스트 확률 : 99.94%"
"[일동후디스로부터 소정의 원고료 및 제품을 지원 받아 작성한 솔직한 후기입니다.], 긍정 텍스트 확률 : 72.38%"
"[혹시 요 영상을 보신적이 있나요?ㅎㅎ요즘 인싸라면 모르는 사람이 없는 아주 핫한.?편의점커피편의점커피 랍니다], 긍정 텍스트 확률 : 92.49%"
"[ 한국인들이 참 많이 사랑하는 것중 하나가 바로.?커피커피 죠 저도 커피를 참 좋아해서 늘 하루 한잔이상을 즐겨 마신답니다진짜 커피를 마셔줘야 에너지충전이 되는것 같더라구요 .?커피종류커피종류 도 요즈음에는 엄청 다양해져서 많은 종류의 커피를 마실 수 있죠], 긍정 텍스트 확률 : 95.11%"
"[ 아기들 이유식 영양간식 등 다양한 상품을 만들어 내고 있답니다그래서 저희 아기도 일동후디스 제품들을 많이 먹이고 있는지라 믿고 먹을 수 있는 회사라는 이미지가 엄마들 사이에서는 꽤 강하답니다 일동후디스앤업카페는 생카라멜마끼아또 마일드모카 플랫화이트 리얼라떼 에스프레소돌체라떼 이렇게 종류의 커피가 있답니다 ], 긍정 텍스트 확률 : 52.74%"
"[.?일동후디스앤업카페생카라멜마끼아또일동후디스앤업카페생카라멜마끼아또 국산원유에 생카라멜시럽을 블렌딩하여 고소하고 담백함으로 하루를 시작하는 커피 입니다입니다 ], 긍정 텍스트 확률 : 78.32%"
"[.?일동후디스앤업카페리얼라떼일동후디스앤업카페리얼라떼그린커피빈 블렌딩으로 건강과 바디밸런스 시키는 오리지널 이너뷰티 커피], 긍정 텍스트 확률 : 61.11%"
"[.?일동후디스앤업카페에스프레소돌체라떼일동후디스앤업카페에스프레소돌체라떼 국산 원유에 연유를 블렌딩하여 더욱 부드럽고 달콤함을 채워주는 일상의 커피테라피], 긍정 텍스트 확률 : 93.87%"
"[ 젊은 사람부터 나이대가 있는 연령층 까지 모두 좋아하는 일동후디스앤업카페 꼭 드셔보세요한번 먹으면 빠져 나올수가 없답니다 외출할때 일동후디스앤업카페 하나씩 들고 다니면서 먹기에도 너무 편해서 좋더라구요컵타입이라서 흘리거나 할 일이 전혀 없어요 월편의점행사 할때 일동후디스앤업카페 많이 쟁기세요ㅋ저도 이젠 일동후디스앤업카페로 매일 우아하고 맛있는 커피타임 갖는답니다.?앤업카페앤업카페.?일동후디스앤업카페일동후디스앤업카페.?편의점커피편의점커피.?커피커피.?편의점컵커피편의점컵커피.?월편의점행사월편의점행사.?편의점음료편의점음료.?나를채우는힐링한컵나를채우는힐링한컵.?힐링커피힐링커피 ★ 제품만을 무상제공 받아 솔직하게 작성한 후기입니다 ★ ], 긍정 텍스트 확률 : 99.10%"
"[일동 후디스맘 아카데미 ], 긍정 텍스트 확률 : 80.99%"
"[산모교실등에 잠깐 알아본적이 있었는데대부분 평일 낮시에 시작하는게 많더라고요하물며 문화센터도 직장인 예비맘들이 접할수 있는게 매우 한정적이였던걸로 기억해요게다가 다른 산모교실 후기를 살펴봤을때 제품 홍보나 호객이 많다란 글을 봐서 그냥 접고 있었어요그러던중 아직 아기용품이나 이유식], 긍정 텍스트 확률 : 98.14%"
"[ 기저귀등 브랜드에 대해 입에 딱 달라붙지 않지만일동 후디스는 누가 들어도 알만한 브랜드니깐 맘카페 산모교실 정보에 일동 후디스에서 진행하는 후디스맘 아카데미 산모교실을 발견게다가 저같은 워킹맘 예비맘들을 위한 평일 저녁 타임이 있는거에요 올레제가 간 후디스맘 아카데미는 마포 웨딩홀에서 진행하는 비즈맘 클래스에요건물 엘리베이터 로비에 딱 안내가 되있어 좋더라고요 세심한 일동 후디스 ], 긍정 텍스트 확률 : 92.45%"
"[ 분 일찍 도착했더니 빈자리가 많았는데 곧 이어 사람들이 차더라고요좌석씩 붙어있어서 전 편하게 옆자리에 아우터와 짐들을 내려놓았는데예비아빠나 친정어머니와 동반하시는 산모님들도 꽤 되셨어요 부럽 부럽통로도 넓고 카페트도 깔끔해서 쾌적한 분위기], 긍정 텍스트 확률 : 97.58%"
"[ 이제 출산도 여일로 다가와서 슬슬 출산리스트 준비중인데 홍보가 됐든 뭐든 아기제품에 대해 하나씩 알게되는 기쁨이 생겼어요모두에게 전해주는 축하팩 참석 선물에도 베베랩 샘플이 있더라고요], 긍정 텍스트 확률 : 87.10%"
"[ 제가 간 일동 후디스 비즈맘 아카데미 이번 시간엔 분당차병원 치과선생님이 나오셔서임산부의 남다른 구강관리에 대해 알려주셨어요산모교실하면 떠오르는 모유수유 뿐이였는데생각지도 못한 구강관리안그래도 임신중 정기건강검진을 받았었는데 이상도 없었지만 임산부라 스케일링도 미뤄주셨었거든요그리고 보통 치아상태에 이상이 있더라도 임신중엔 치료를 하면 안된다고 어렴풋이 알고 있었는데그렇지 않다고 해요 오히려 세균과 염증을 앓고 있다면 태아에게도 안좋은 영향을 끼칠거라고 했어요또한 임신중에 안심하고 치료해도 된다고.. 그리고 신생아때부터 유치와 영구치의 관리등에 대해서도 알려주셨어요전혀 생각지 못한 부분이라 저에겐 너무 유익했던 시간치아가 없는 신생아의 구강관리라니 의아했던 부분이였기 때문에 훗날 뽀송이에게 제대로 케어해줄 수 있을것 같아요 ], 긍정 텍스트 확률 : 99.36%"
